
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.440]   Hot
[00:48:20.650 --> 00:48:20.970]  .
[00:48:20.970 --> 00:48:21.130]   That
[00:48:21.130 --> 00:48:21.310]  's
[00:48:21.310 --> 00:48:21.800]   boring
[00:48:21.800 --> 00:48:22.850]   All
[00:48:22.850 --> 00:48:24.600]   right
[00:48:24.600 --> 00:48:24.610]  .
[00:48:24.610 --> 00:48:24.620]   Well
[00:48:24.620 --> 00:48:24.620]  ,
[00:48:24.620 --> 00:48:24.630]   you
[00:48:24.630 --> 00:48:24.640]   say
[00:48:24.640 --> 00:48:24.670]   something
[00:48:24.670 --> 00:48:24.720]   better
[00:48:24.720 --> 00:48:24.950]   than
[00:48:24.950 --> 00:48:25.330]   all
[00:48:25.330 --> 00:48:25.960]   right
[00:48:25.960 --> 00:48:26.190]  .
[00:48:26.190 --> 00:48:26.510]   Well
[00:48:26.510 --> 00:48:26.660]  ,
[00:48:26.660 --> 00:48:27.000]   okay
[00:48:27.000 --> 00:48:27.090]  .
[00:48:27.090 --> 00:48:27.120]   I
[00:48:27.120 --> 00:48:27.210]   got
[00:48:27.210 --> 00:48:27.240]   a
[00:48:27.240 --> 00:48:27.430]   couple
[00:48:27.430 --> 00:48:27.640]   things
[00:48:27.640 --> 00:48:27.900]   one
[00:48:27.900 --> 00:48:28.080]   is
[00:48:28.080 --> 00:48:28.360]   um
[00:48:28.360 --> 00:48:28.480]  ,
[00:48:28.480 --> 00:48:29.000]   I
[00:48:29.000 --> 00:48:29.310]   read
[00:48:29.310 --> 00:48:29.620]   this
[00:48:29.620 --> 00:48:30.490]   interesting
[00:48:30.490 --> 00:48:31.080]   article
[00:48:31.080 --> 00:48:31.510]   called
[00:48:31.510 --> 00:48:31.780]   how
[00:48:31.780 --> 00:48:31.890]   to
[00:48:31.890 --> 00:48:32.200]   push
[00:48:32.200 --> 00:48:32.510]   pack
[00:48:32.510 --> 00:48:32.730]   how
[00:48:32.730 --> 00:48:32.920]   to
[00:48:32.920 --> 00:48:33.200]   push
[00:48:33.200 --> 00:48:33.510]   past
[00:48:33.510 --> 00:48:33.740]   the
[00:48:33.740 --> 00:48:34.050]   pain
[00:48:34.050 --> 00:48:34.200]   as
[00:48:34.200 --> 00:48:34.440]   the
[00:48:34.440 --> 00:48:35.290]   champions
[00:48:35.290 --> 00:48:35.630]   do
[00:48:35.630 --> 00:48:35.680]   right
[00:48:35.680 --> 00:48:36.080]   and
[00:48:36.080 --> 00:48:36.310]   One
[00:48:36.310 --> 00:48:36.690]   thing
[00:48:36.690 --> 00:48:36.920]   was
[00:48:36.920 --> 00:48:37.790]   interesting
[00:48:37.790 --> 00:48:38.140]   about
[00:48:38.140 --> 00:48:38.340]   it
[00:48:38.340 --> 00:48:38.480]   first
[00:48:38.480 --> 00:48:39.160]   it
[00:48:39.160 --> 00:48:39.350]   was
[00:48:39.350 --> 00:48:39.480]   on
[00:48:39.480 --> 00:48:39.610]   as
[00:48:39.610 --> 00:48:39.670]   a
[00:48:39.670 --> 00:48:39.900]   New
[00:48:39.900 --> 00:48:40.140]   York
[00:48:40.140 --> 00:48:40.480]   Times
[00:48:40.480 --> 00:48:41.000]   article
[00:48:41.000 --> 00:48:41.170]   Which
[00:48:41.170 --> 00:48:41.490]   I
[00:48:41.490 --> 00:48:41.640]   think
[00:48:41.640 --> 00:48:41.820]   was
[00:48:41.820 --> 00:48:42.040]   like
[00:48:42.040 --> 00:48:42.170]   an
[00:48:42.170 --> 00:48:42.290]   AP
[00:48:42.290 --> 00:48:42.700]   article
[00:48:42.700 --> 00:48:42.880]   and
[00:48:42.880 --> 00:48:43.060]   the
[00:48:43.060 --> 00:48:43.240]   New
[00:48:43.240 --> 00:48:43.470]   York
[00:48:43.470 --> 00:48:43.820]   Times
[00:48:43.820 --> 00:48:44.310]   rep
[00:48:44.310 --> 00:48:44.480]  rint
[00:48:44.480 --> 00:48:44.640]  ed
[00:48:44.640 --> 00:48:44.840]   it
[00:48:45.000 --> 00:48:45.000]  
[00:48:45.000 --> 00:48:45.340]   But
[00:48:45.340 --> 00:48:45.360]   you
[00:48:45.360 --> 00:48:45.540]   can
[00:48:45.540 --> 00:48:45.660]  't
[00:48:45.660 --> 00:48:45.840]   you
[00:48:45.840 --> 00:48:45.930]   know
[00:48:45.930 --> 00:48:46.530]   after
[00:48:46.530 --> 00:48:46.700]   after
[00:48:46.700 --> 00:48:46.940]   like
[00:48:46.940 --> 00:48:47.310]   12
[00:48:47.310 --> 00:48:47.620]   hours
[00:48:47.620 --> 00:48:47.740]   or
[00:48:47.740 --> 00:48:48.130]   24
[00:48:48.130 --> 00:48:48.480]   hours
[00:48:48.480 --> 00:48:48.540]  ,
[00:48:48.540 --> 00:48:48.640]   you
[00:48:48.640 --> 00:48:48.740]   can
[00:48:48.740 --> 00:48:48.800]  't
[00:48:48.800 --> 00:48:48.960]   read
[00:48:48.960 --> 00:48:49.400]   things
[00:48:49.400 --> 00:48:49.610]   of
[00:48:49.610 --> 00:48:49.740]   New
[00:48:49.740 --> 00:48:50.030]   York
[00:48:50.030 --> 00:48:50.420]   Times
[00:48:50.420 --> 00:48:50.550]  ,
[00:48:50.550 --> 00:48:50.950]   you
[00:48:50.950 --> 00:48:51.040]   know
[00:48:51.040 --> 00:48:51.520]   Because
[00:48:51.520 --> 00:48:51.790]   they
[00:48:51.790 --> 00:48:51.980]   pay
[00:48:51.980 --> 00:48:52.330]   wall
[00:48:52.330 --> 00:48:52.400]   so
[00:48:52.400 --> 00:48:52.580]   but
[00:48:52.580 --> 00:48:52.730]   if
[00:48:52.730 --> 00:48:52.880]   you
[00:48:52.880 --> 00:48:53.120]   just
[00:48:53.120 --> 00:48:53.360]   type
[00:48:53.360 --> 00:48:53.480]   in
[00:48:53.480 --> 00:48:53.660]   the
[00:48:53.660 --> 00:48:53.960]   title
[00:48:53.960 --> 00:48:54.080]   of
[00:48:54.080 --> 00:48:54.240]   it
[00:48:54.240 --> 00:48:54.350]   It
[00:48:54.350 --> 00:48:54.480]  's
[00:48:54.480 --> 00:48:54.700]   like
[00:48:54.700 --> 00:48:54.790]   was
[00:48:54.790 --> 00:48:55.000]   like
[00:48:55.000 --> 00:48:55.040]   I
[00:48:55.040 --> 00:48:55.290]   found
[00:48:55.290 --> 00:48:55.490]   like
[00:48:55.490 --> 00:48:55.640]   the
[00:48:55.640 --> 00:48:55.690]   G
[00:48:55.690 --> 00:48:55.940]  aines
[00:48:55.940 --> 00:48:56.180]  ville
[00:48:56.180 --> 00:48:56.520]   Press
[00:48:56.520 --> 00:48:56.760]   or
[00:48:56.760 --> 00:48:56.960]   so
[00:48:56.960 --> 00:48:57.210]  ,
[00:48:57.210 --> 00:48:57.640]   you
[00:48:57.640 --> 00:48:58.000]   know
[00:48:58.000 --> 00:48:58.390]  ,
[00:48:58.390 --> 00:48:58.800]   so
[00:48:58.800 --> 00:48:59.080]   that
[00:48:59.080 --> 00:48:59.220]  's
[00:48:59.220 --> 00:48:59.510]   just
[00:48:59.510 --> 00:48:59.570]   a
[00:48:59.570 --> 00:49:00.120]   good
[00:49:00.120 --> 00:49:00.130]   that
[00:49:00.130 --> 00:49:00.240]  's
[00:49:00.240 --> 00:49:00.480]   just
[00:49:00.480 --> 00:49:00.540]   a
[00:49:00.540 --> 00:49:01.000]   general
[00:49:01.000 --> 00:49:01.320]   Maybe
[00:49:01.320 --> 00:49:01.570]   most
[00:49:01.570 --> 00:49:01.960]   people
[00:49:01.960 --> 00:49:02.400]   already
[00:49:02.400 --> 00:49:02.890]   figured
[00:49:02.890 --> 00:49:03.100]   this
[00:49:03.100 --> 00:49:03.320]   out
[00:49:03.320 --> 00:49:03.500]   But
[00:49:03.500 --> 00:49:03.600]   if
[00:49:03.600 --> 00:49:03.960]   there
[00:49:03.960 --> 00:49:03.990]  's
[00:49:03.990 --> 00:49:04.040]   a
[00:49:04.040 --> 00:49:04.180]   if
[00:49:04.180 --> 00:49:04.430]   there
[00:49:04.430 --> 00:49:04.520]  's
[00:49:04.520 --> 00:49:04.590]   a
[00:49:04.590 --> 00:49:04.910]   title
[00:49:04.910 --> 00:49:04.980]   of
[00:49:04.980 --> 00:49:05.030]   a
[00:49:05.030 --> 00:49:05.310]   story
[00:49:05.310 --> 00:49:05.530]   and
[00:49:05.530 --> 00:49:05.590]   it
[00:49:05.590 --> 00:49:05.700]  's
[00:49:05.700 --> 00:49:05.870]   New
[00:49:05.870 --> 00:49:06.090]   York
[00:49:06.090 --> 00:49:06.370]   Times
[00:49:06.370 --> 00:49:06.720]   story
[00:49:06.720 --> 00:49:06.850]   and
[00:49:06.850 --> 00:49:06.970]   you
[00:49:06.970 --> 00:49:07.190]   can
[00:49:07.190 --> 00:49:07.190]  't
[00:49:07.190 --> 00:49:07.360]   get
[00:49:07.360 --> 00:49:07.400]   to
[00:49:07.400 --> 00:49:07.530]   any
[00:49:07.530 --> 00:49:07.840]   longer
[00:49:07.840 --> 00:49:07.940]   It
[00:49:07.940 --> 00:49:08.060]  's
[00:49:08.060 --> 00:49:08.300]   quite
[00:49:08.300 --> 00:49:08.680]   likely
[00:49:08.680 --> 00:49:08.800]   it
[00:49:08.800 --> 00:49:09.040]   was
[00:49:09.040 --> 00:49:09.190]   a
[00:49:09.190 --> 00:49:09.200]   p
[00:49:09.200 --> 00:49:09.640]   story
[00:49:09.640 --> 00:49:09.790]   and
[00:49:09.790 --> 00:49:09.940]   our
[00:49:09.940 --> 00:49:10.040]   Re
[00:49:10.040 --> 00:49:10.290]  uters
[00:49:10.290 --> 00:49:10.390]   or
[00:49:10.390 --> 00:49:10.880]   something
[00:49:10.880 --> 00:49:10.880]  
[00:49:10.880 --> 00:49:11.150]   Which
[00:49:11.150 --> 00:49:11.530]   case
[00:49:11.530 --> 00:49:11.580]   the
[00:49:11.580 --> 00:49:11.770]   bill
[00:49:11.770 --> 00:49:11.860]   be
[00:49:11.860 --> 00:49:11.970]   in
[00:49:11.970 --> 00:49:12.190]   lots
[00:49:12.190 --> 00:49:12.300]   of
[00:49:12.300 --> 00:49:12.570]   other
[00:49:12.570 --> 00:49:12.790]   like
[00:49:12.790 --> 00:49:13.170]   smaller
[00:49:13.170 --> 00:49:13.500]   papers
[00:49:13.500 --> 00:49:13.660]   and
[00:49:13.660 --> 00:49:13.820]   won
[00:49:13.820 --> 00:49:13.930]  't
[00:49:13.930 --> 00:49:14.040]   be
[00:49:14.040 --> 00:49:14.260]   hind
[00:49:14.260 --> 00:49:14.390]   up
[00:49:14.390 --> 00:49:14.420]   a
[00:49:14.420 --> 00:49:14.720]   fall
[00:49:14.720 --> 00:49:15.040]   pay
[00:49:15.040 --> 00:49:15.200]  wall
[00:49:15.200 --> 00:49:15.650]   Anyway
[00:49:15.650 --> 00:49:15.780]  ,
[00:49:15.780 --> 00:49:15.960]   so
[00:49:15.960 --> 00:49:16.210]   they
[00:49:16.210 --> 00:49:16.500]   were
[00:49:16.500 --> 00:49:17.010]   talking
[00:49:17.010 --> 00:49:17.370]   about
[00:49:17.370 --> 00:49:17.660]   like
[00:49:17.660 --> 00:49:17.880]  ,
[00:49:17.880 --> 00:49:18.020]   you
[00:49:18.020 --> 00:49:18.360]   know
[00:49:18.360 --> 00:49:18.460]  ,
[00:49:18.460 --> 00:49:18.720]   okay
[00:49:18.720 --> 00:49:18.840]  .
[00:49:18.840 --> 00:49:18.920]   So
[00:49:18.920 --> 00:49:19.070]   what
[00:49:19.070 --> 00:49:19.160]  's
[00:49:19.160 --> 00:49:19.320]   what
[00:49:19.320 --> 00:49:19.700]   separates
[00:49:19.700 --> 00:49:19.870]   the
[00:49:19.870 --> 00:49:20.200]   champions
[00:49:20.200 --> 00:49:20.440]   from
[00:49:20.440 --> 00:49:20.690]   everyone
[00:49:20.690 --> 00:49:20.920]   else
[00:49:20.920 --> 00:49:20.920]  ?
[00:49:20.920 --> 00:49:20.970]   I
[00:49:20.970 --> 00:49:21.200]   mean
[00:49:21.200 --> 00:49:21.320]  ,
[00:49:21.320 --> 00:49:21.500]   why
[00:49:21.500 --> 00:49:21.680]   are
[00:49:21.680 --> 00:49:21.960]   they
[00:49:21.960 --> 00:49:22.040]   so
[00:49:22.040 --> 00:49:22.650]   successful
[00:49:22.650 --> 00:49:22.830]   and
[00:49:22.830 --> 00:49:23.070]   what
[00:49:23.070 --> 00:49:23.440]   allows
[00:49:23.440 --> 00:49:23.770]   them
[00:49:23.770 --> 00:49:23.790]   to
[00:49:23.790 --> 00:49:24.080]   just
[00:49:24.080 --> 00:49:24.830]   push
[00:49:24.830 --> 00:49:24.950]   so
[00:49:24.950 --> 00:49:25.400]   far
[00:49:25.400 --> 00:49:25.590]   and
[00:49:25.590 --> 00:49:25.750]   there
[00:49:25.750 --> 00:49:25.870]  's
[00:49:25.870 --> 00:49:25.910]   a
[00:49:25.910 --> 00:49:26.130]   couple
[00:49:26.130 --> 00:49:26.610]   interesting
[00:49:26.610 --> 00:49:26.880]   quotes
[00:49:26.880 --> 00:49:27.060]   from
[00:49:27.060 --> 00:49:27.240]   when
[00:49:27.240 --> 00:49:27.330]   he
[00:49:27.330 --> 00:49:27.560]   says
[00:49:27.560 --> 00:49:28.200]   Mental
[00:49:28.200 --> 00:49:28.520]   ten
[00:49:28.520 --> 00:49:29.320]  acity
[00:49:29.320 --> 00:49:29.370]   and
[00:49:29.370 --> 00:49:29.690]   the
[00:49:29.690 --> 00:49:30.440]   ability
[00:49:30.440 --> 00:49:30.760]   to
[00:49:30.760 --> 00:49:31.290]   manage
[00:49:31.290 --> 00:49:31.610]   and
[00:49:31.610 --> 00:49:32.030]   even
[00:49:32.030 --> 00:49:32.670]   thrive
[00:49:32.670 --> 00:49:32.890]   on
[00:49:32.890 --> 00:49:33.200]   and
[00:49:33.200 --> 00:49:33.680]   push
[00:49:33.680 --> 00:49:34.600]   Through
[00:49:34.600 --> 00:49:34.950]   the
[00:49:34.950 --> 00:49:35.470]   pain
[00:49:35.470 --> 00:49:35.710]   is
[00:49:35.710 --> 00:49:35.830]   a
[00:49:35.830 --> 00:49:36.240]   key
[00:49:36.240 --> 00:49:36.530]   segreg
[00:49:36.530 --> 00:49:36.680]  ator
[00:49:36.680 --> 00:49:36.840]   between
[00:49:36.840 --> 00:49:37.200]   the
[00:49:37.200 --> 00:49:37.350]   mort
[00:49:37.350 --> 00:49:37.570]  als
[00:49:37.570 --> 00:49:37.790]   and
[00:49:37.790 --> 00:49:38.270]   immort
[00:49:38.270 --> 00:49:38.480]  als
[00:49:38.480 --> 00:49:38.800]   and
[00:49:38.800 --> 00:49:39.560]   running
[00:49:39.880 --> 00:49:39.930]  
[00:49:39.930 --> 00:49:40.040]   And
[00:49:40.040 --> 00:49:40.270]   then
[00:49:40.270 --> 00:49:40.370]   it
[00:49:40.370 --> 00:49:40.530]   was
[00:49:40.530 --> 00:49:40.750]   like
[00:49:40.750 --> 00:49:40.790]   a
[00:49:40.790 --> 00:49:41.320]   scientist
[00:49:41.320 --> 00:49:41.470]   like
[00:49:41.470 --> 00:49:41.510]   I
[00:49:41.510 --> 00:49:41.680]   said
[00:49:41.680 --> 00:49:41.820]  ,
[00:49:41.820 --> 00:49:41.860]   I
[00:49:41.860 --> 00:49:42.160]   think
[00:49:42.160 --> 00:49:42.300]   it
[00:49:42.300 --> 00:49:42.460]   was
[00:49:42.460 --> 00:49:42.570]   a
[00:49:42.570 --> 00:49:43.000]   somebody
[00:49:43.000 --> 00:49:43.420]   special
[00:49:43.420 --> 00:49:43.660]  izes
[00:49:43.660 --> 00:49:43.780]   in
[00:49:43.780 --> 00:49:44.260]   studying
[00:49:44.260 --> 00:49:44.520]   this
[00:49:44.520 --> 00:49:44.710]   And
[00:49:44.710 --> 00:49:45.060]   he
[00:49:45.060 --> 00:49:45.160]   says
[00:49:45.160 --> 00:49:45.240]   and
[00:49:45.240 --> 00:49:45.500]   they
[00:49:45.500 --> 00:49:45.720]   were
[00:49:45.720 --> 00:49:46.150]   talking
[00:49:46.150 --> 00:49:46.450]   about
[00:49:46.450 --> 00:49:46.630]   one
[00:49:46.630 --> 00:49:46.750]   of
[00:49:46.750 --> 00:49:46.930]   the
[00:49:46.930 --> 00:49:47.420]   runners
[00:49:47.420 --> 00:49:47.550]   He
[00:49:47.550 --> 00:49:47.760]   goes
[00:49:47.760 --> 00:49:47.820]   I
[00:49:47.820 --> 00:49:48.210]   was
[00:49:48.210 --> 00:49:48.400]   given
[00:49:48.400 --> 00:49:48.470]   a
[00:49:48.470 --> 00:49:48.750]   body
[00:49:48.750 --> 00:49:49.030]   that
[00:49:49.030 --> 00:49:49.390]   could
[00:49:49.390 --> 00:49:49.750]   train
[00:49:49.750 --> 00:49:50.180]   every
[00:49:50.180 --> 00:49:50.540]   single
[00:49:50.540 --> 00:49:50.800]   day
[00:49:50.800 --> 00:49:51.130]   Tom
[00:49:51.130 --> 00:49:51.450]   said
[00:49:51.450 --> 00:49:51.760]   and
[00:49:51.760 --> 00:49:51.820]   a
[00:49:51.820 --> 00:49:52.190]   mind
[00:49:52.190 --> 00:49:52.280]   a
[00:49:52.280 --> 00:49:53.160]   mentality
[00:49:53.160 --> 00:49:53.380]   in
[00:49:53.380 --> 00:49:53.580]   a
[00:49:53.580 --> 00:49:53.960]   mind
[00:49:53.960 --> 00:49:54.150]   and
[00:49:54.150 --> 00:49:54.280]   in
[00:49:54.280 --> 00:49:54.400]   a
[00:49:54.400 --> 00:49:54.920]   mentality
[00:49:54.920 --> 00:49:55.240]   that
[00:49:55.240 --> 00:49:55.720]   believed
[00:49:55.720 --> 00:49:56.000]   that
[00:49:56.000 --> 00:49:56.310]   if
[00:49:56.310 --> 00:49:56.340]   I
[00:49:56.340 --> 00:49:56.940]   trained
[00:49:56.940 --> 00:49:57.390]   every
[00:49:57.390 --> 00:49:57.700]   day
[00:49:57.700 --> 00:49:58.160]   and
[00:49:58.160 --> 00:49:58.560]   I
[00:49:58.560 --> 00:49:58.650]   could
[00:49:58.650 --> 00:49:58.900]   train
[00:49:58.900 --> 00:49:59.240]   every
[00:49:59.240 --> 00:49:59.440]   day
[00:49:59.440 --> 00:49:59.640]  .
[00:49:59.640 --> 00:49:59.700]   I
[00:49:59.700 --> 00:49:59.900]  'll
[00:49:59.900 --> 00:50:00.170]   beat
[00:50:00.170 --> 00:50:00.370]   you
[00:50:00.370 --> 00:50:00.640]   and
[00:50:00.640 --> 00:50:01.180]   He
[00:50:01.180 --> 00:50:01.210]   also
[00:50:01.210 --> 00:50:01.580]   says
[00:50:01.580 --> 00:50:01.900]   that
[00:50:01.900 --> 00:50:02.260]   this
[00:50:02.260 --> 00:50:03.070]   mentality
[00:50:03.070 --> 00:50:03.340]   was
[00:50:03.340 --> 00:50:03.460]   I
[00:50:03.460 --> 00:50:03.810]   will
[00:50:03.810 --> 00:50:03.970]   do
[00:50:03.970 --> 00:50:04.690]   whatever
[00:50:04.690 --> 00:50:04.870]   it
[00:50:04.870 --> 00:50:05.320]   takes
[00:50:05.320 --> 00:50:05.500]   to
[00:50:05.500 --> 00:50:05.800]   win
[00:50:05.800 --> 00:50:05.800]  
[00:50:05.800 --> 00:50:05.910]   He
[00:50:05.910 --> 00:50:06.180]   added
[00:50:06.180 --> 00:50:06.240]   I
[00:50:06.240 --> 00:50:06.500]   was
[00:50:06.500 --> 00:50:06.790]   totally
[00:50:06.790 --> 00:50:07.180]   willing
[00:50:07.180 --> 00:50:07.290]   to
[00:50:07.290 --> 00:50:07.500]   have
[00:50:07.500 --> 00:50:07.670]   the
[00:50:07.670 --> 00:50:07.950]   worst
[00:50:07.950 --> 00:50:08.170]   pain
[00:50:08.170 --> 00:50:08.330]  .
[00:50:08.330 --> 00:50:08.380]   I
[00:50:08.380 --> 00:50:08.590]   was
[00:50:08.590 --> 00:50:08.930]   totally
[00:50:08.930 --> 00:50:09.320]   willing
[00:50:09.320 --> 00:50:09.430]   to
[00:50:09.430 --> 00:50:09.540]   do
[00:50:09.540 --> 00:50:09.990]   whatever
[00:50:09.990 --> 00:50:10.090]   it
[00:50:10.090 --> 00:50:10.380]   takes
[00:50:10.380 --> 00:50:10.490]   to
[00:50:10.490 --> 00:50:10.700]   win
[00:50:10.700 --> 00:50:10.810]   the
[00:50:10.810 --> 00:50:11.160]   race
[00:50:11.160 --> 00:50:13.320]   and
[00:50:13.320 --> 00:50:13.770]   You
[00:50:13.770 --> 00:50:13.920]   know
[00:50:13.920 --> 00:50:14.050]  ,
[00:50:14.050 --> 00:50:14.110]   I
[00:50:14.110 --> 00:50:14.170]   I
[00:50:14.170 --> 00:50:14.450]   was
[00:50:14.450 --> 00:50:14.880]   thinking
[00:50:14.880 --> 00:50:15.200]   about
[00:50:15.200 --> 00:50:15.460]   that
[00:50:15.460 --> 00:50:15.900]   because
[00:50:15.900 --> 00:50:16.300]   you
[00:50:16.300 --> 00:50:16.400]   know
[00:50:16.400 --> 00:50:16.520]  ,
[00:50:16.520 --> 00:50:16.580]   I
[00:50:16.580 --> 00:50:16.820]   know
[00:50:16.820 --> 00:50:17.000]   for
[00:50:17.000 --> 00:50:17.060]   a
[00:50:17.060 --> 00:50:17.240]   car
[00:50:17.240 --> 00:50:17.390]   on
[00:50:17.390 --> 00:50:17.420]   a
[00:50:17.420 --> 00:50:17.830]   couple
[00:50:17.830 --> 00:50:18.160]   levels
[00:50:18.160 --> 00:50:18.400]   one
[00:50:18.400 --> 00:50:18.600]   It
[00:50:18.600 --> 00:50:18.850]  's
[00:50:18.850 --> 00:50:19.230]   like
[00:50:19.230 --> 00:50:19.600]   that
[00:50:19.600 --> 00:50:19.860]  's
[00:50:19.860 --> 00:50:20.560]   exactly
[00:50:20.560 --> 00:50:20.960]   what
[00:50:20.960 --> 00:50:20.960]  ?
[00:50:20.960 --> 00:50:21.140]   Doing
[00:50:21.140 --> 00:50:21.740]   a
[00:50:21.740 --> 00:50:22.120]   startup
[00:50:22.120 --> 00:50:22.260]   is
[00:50:22.260 --> 00:50:22.610]   like
[00:50:22.610 --> 00:50:22.870]   you
[00:50:22.870 --> 00:50:23.230]   have
[00:50:23.230 --> 00:50:23.400]   to
[00:50:23.400 --> 00:50:23.560]   be
[00:50:23.560 --> 00:50:24.240]   willing
[00:50:24.240 --> 00:50:24.990]   to
[00:50:24.990 --> 00:50:25.150]   push
[00:50:25.150 --> 00:50:25.530]   through
[00:50:25.530 --> 00:50:25.760]   the
[00:50:25.760 --> 00:50:26.080]   pain
[00:50:26.080 --> 00:50:26.260]   the
[00:50:26.260 --> 00:50:26.550]   pain
[00:50:26.550 --> 00:50:26.840]   that
[00:50:26.840 --> 00:50:27.260]   you
[00:50:27.260 --> 00:50:27.840]   know
[00:50:27.840 --> 00:50:28.140]   Stuff
[00:50:28.140 --> 00:50:28.410]   doesn
[00:50:28.410 --> 00:50:28.510]  't
[00:50:28.510 --> 00:50:28.760]   work
[00:50:28.760 --> 00:50:28.950]   the
[00:50:28.950 --> 00:50:29.110]   pain
[00:50:29.110 --> 00:50:29.310]   that
[00:50:29.310 --> 00:50:29.410]   it
[00:50:29.410 --> 00:50:29.680]   might
[00:50:29.680 --> 00:50:29.810]   you
[00:50:29.810 --> 00:50:30.000]   know
[00:50:30.000 --> 00:50:30.190]   That
[00:50:30.190 --> 00:50:30.280]  's
[00:50:30.280 --> 00:50:30.440]   the
[00:50:30.440 --> 00:50:30.610]   self
[00:50:30.610 --> 00:50:30.650]  -
[00:50:30.650 --> 00:50:30.690]  d
[00:50:30.690 --> 00:50:30.920]  oubt
[00:50:30.920 --> 00:50:31.090]   that
[00:50:31.090 --> 00:50:31.170]   it
[00:50:31.170 --> 00:50:31.250]  's
[00:50:31.250 --> 00:50:31.290]   a
[00:50:31.290 --> 00:50:31.550]   stupid
[00:50:31.550 --> 00:50:31.760]   idea
[00:50:31.760 --> 00:50:31.890]   and
[00:50:31.890 --> 00:50:32.070]   wasn
[00:50:32.070 --> 00:50:32.140]  't
[00:50:32.140 --> 00:50:32.390]   gonna
[00:50:32.390 --> 00:50:32.560]   care
[00:50:32.560 --> 00:50:32.740]   the
[00:50:32.740 --> 00:50:32.980]   pain
[00:50:32.980 --> 00:50:33.240]   that
[00:50:33.440 --> 00:50:33.440]  
[00:50:33.440 --> 00:50:33.780]   Nobody
[00:50:33.780 --> 00:50:34.070]   cares
[00:50:34.070 --> 00:50:34.360]   about
[00:50:34.360 --> 00:50:34.470]   it
[00:50:34.470 --> 00:50:34.580]   or
[00:50:34.580 --> 00:50:34.750]   the
[00:50:34.750 --> 00:50:35.090]   people
[00:50:35.090 --> 00:50:35.260]   who
[00:50:35.260 --> 00:50:35.370]   do
[00:50:35.370 --> 00:50:35.600]   try
[00:50:35.600 --> 00:50:35.650]   I
[00:50:35.650 --> 00:50:35.910]   think
[00:50:35.910 --> 00:50:36.010]   it
[00:50:36.010 --> 00:50:36.280]   sucks
[00:50:36.280 --> 00:50:36.500]   You
[00:50:36.500 --> 00:50:36.790]   have
[00:50:36.790 --> 00:50:37.000]   to
[00:50:37.000 --> 00:50:37.070]   be
[00:50:37.070 --> 00:50:37.360]   able
[00:50:37.360 --> 00:50:37.550]   to
[00:50:37.550 --> 00:50:37.790]   push
[00:50:37.790 --> 00:50:38.300]   through
[00:50:38.300 --> 00:50:38.440]   it
[00:50:38.440 --> 00:50:38.660]   and
[00:50:38.660 --> 00:50:38.930]   keep
[00:50:38.930 --> 00:50:39.310]   and
[00:50:39.310 --> 00:50:39.530]   perse
[00:50:39.530 --> 00:50:39.880]  vere
[00:50:39.880 --> 00:50:39.950]   I
[00:50:39.950 --> 00:50:40.240]   mean
[00:50:40.240 --> 00:50:40.320]  ,
[00:50:40.320 --> 00:50:40.490]   that
[00:50:40.490 --> 00:50:40.570]  's
[00:50:40.570 --> 00:50:40.740]   what
[00:50:40.740 --> 00:50:40.910]   and
[00:50:40.910 --> 00:50:40.940]   I
[00:50:40.940 --> 00:50:41.040]   was
[00:50:41.040 --> 00:50:41.220]   just
[00:50:41.220 --> 00:50:41.560]   thinking
[00:50:41.560 --> 00:50:41.730]   that
[00:50:41.730 --> 00:50:41.820]  's
[00:50:41.820 --> 00:50:42.030]   worth
[00:50:42.030 --> 00:50:42.070]   a
[00:50:42.070 --> 00:50:42.240]   blog
[00:50:42.240 --> 00:50:42.520]   post
[00:50:42.520 --> 00:50:42.660]   I
[00:50:42.660 --> 00:50:43.290]   have
[00:50:43.290 --> 00:50:43.660]   the
[00:50:43.660 --> 00:50:43.980]   my
[00:50:43.980 --> 00:50:44.320]   my
[00:50:44.320 --> 00:50:44.650]   sort
[00:50:44.650 --> 00:50:44.810]   of
[00:50:44.810 --> 00:50:45.140]   tent
[00:50:45.140 --> 00:50:45.520]  ative
[00:50:45.520 --> 00:50:45.840]   blog
