
[00:00:00.000 --> 00:00:00.080]  
[00:00:00.080 --> 00:00:00.720]   Jing
[00:48:30.000 --> 00:48:30.570]   unless
[00:48:30.570 --> 00:48:30.760]   he
[00:48:30.760 --> 00:48:31.330]  's
[00:48:31.330 --> 00:48:31.610]   shit
[00:48:31.610 --> 00:48:31.630]   hot
[00:48:31.630 --> 00:48:32.000]  ."
[00:48:32.000 --> 00:48:32.210]   Yeah
[00:48:32.210 --> 00:48:32.310]  ,
[00:48:32.310 --> 00:48:32.820]   absolutely
[00:48:32.820 --> 00:48:33.000]  .
[00:48:33.000 --> 00:48:33.140]   Well
[00:48:33.140 --> 00:48:33.180]  ,
[00:48:33.180 --> 00:48:33.300]   that
[00:48:33.300 --> 00:48:33.360]  's
[00:48:33.360 --> 00:48:33.570]   another
[00:48:33.570 --> 00:48:34.000]   psychological
[00:48:34.000 --> 00:48:34.110]  ,
[00:48:34.110 --> 00:48:34.610]   cognitive
[00:48:34.610 --> 00:48:34.830]   bias
[00:48:34.830 --> 00:48:35.000]  .
[00:48:35.000 --> 00:48:35.760]   Absolutely
[00:48:35.760 --> 00:48:36.000]  .
[00:48:36.000 --> 00:48:36.690]   And
[00:48:36.690 --> 00:48:36.800]   I
[00:48:36.800 --> 00:48:37.790]   think
[00:48:37.790 --> 00:48:38.780]   David
[00:48:38.780 --> 00:48:39.020]   C
[00:48:39.020 --> 00:48:39.790]  anc
[00:48:39.790 --> 00:48:40.000]  el
[00:48:40.000 --> 00:48:40.000]  ,
[00:48:40.000 --> 00:48:40.530]   Perform
[00:48:40.530 --> 00:48:40.600]  a
[00:48:40.600 --> 00:48:40.830]  ble
[00:48:40.830 --> 00:48:41.000]  ,
[00:48:41.000 --> 00:48:41.000]   was
[00:48:41.000 --> 00:48:41.000]   telling
[00:48:41.000 --> 00:48:41.000]   us
[00:48:41.000 --> 00:48:41.000]   about
[00:48:41.000 --> 00:48:41.000]   that
[00:48:41.000 --> 00:48:41.000]  .
[00:48:41.000 --> 00:48:41.080]   He
[00:48:41.080 --> 00:48:41.200]   got
[00:48:41.200 --> 00:48:41.360]   much
[00:48:41.360 --> 00:48:41.600]   better
[00:48:41.600 --> 00:48:42.000]   customers
[00:48:42.000 --> 00:48:42.190]   when
[00:48:42.190 --> 00:48:42.380]   they
[00:48:42.380 --> 00:48:42.660]   charge
[00:48:42.660 --> 00:48:42.850]   more
[00:48:42.850 --> 00:48:43.000]  .
[00:48:43.000 --> 00:48:43.260]   They
[00:48:43.260 --> 00:48:43.410]   have
[00:48:43.410 --> 00:48:43.660]   people
[00:48:43.660 --> 00:48:43.800]   who
[00:48:43.800 --> 00:48:43.940]   are
[00:48:43.940 --> 00:48:44.130]   much
[00:48:44.130 --> 00:48:44.320]   less
[00:48:44.320 --> 00:48:44.550]   price
[00:48:44.550 --> 00:48:45.000]   sensitive
[00:48:45.000 --> 00:48:45.000]  ,
[00:48:45.000 --> 00:48:45.260]   had
[00:48:45.260 --> 00:48:45.340]   a
[00:48:45.340 --> 00:48:45.690]   more
[00:48:45.690 --> 00:48:46.830]   sophisticated
[00:48:46.830 --> 00:48:48.000]   understanding
[00:48:48.000 --> 00:48:48.190]   of
[00:48:48.190 --> 00:48:48.390]   what
[00:48:48.390 --> 00:48:48.790]   it
[00:48:48.790 --> 00:48:49.240]   takes
[00:48:49.240 --> 00:48:49.430]   to
[00:48:49.430 --> 00:48:49.810]   make
[00:48:49.810 --> 00:48:50.580]   software
[00:48:50.580 --> 00:48:51.000]   work
[00:48:51.000 --> 00:48:51.000]   and
[00:48:51.000 --> 00:48:51.000]   improve
[00:48:51.000 --> 00:48:51.000]   it
[00:48:51.000 --> 00:48:51.000]  ,
[00:48:51.000 --> 00:48:51.220]   and
[00:48:51.220 --> 00:48:51.440]   all
[00:48:51.440 --> 00:48:51.810]   these
[00:48:51.810 --> 00:48:52.180]   kinds
[00:48:52.180 --> 00:48:52.310]   of
[00:48:52.310 --> 00:48:52.760]   things
[00:48:52.760 --> 00:48:53.000]  .
[00:48:53.000 --> 00:48:53.020]  
[00:48:53.020 --> 00:48:53.210]   And
[00:48:53.210 --> 00:48:53.280]   I
[00:48:53.280 --> 00:48:53.630]   think
[00:48:53.630 --> 00:48:53.850]   the
[00:48:53.850 --> 00:48:54.190]   same
[00:48:54.190 --> 00:48:54.470]   thing
[00:48:54.470 --> 00:48:54.750]   goes
[00:48:54.750 --> 00:48:55.030]   with
[00:48:55.030 --> 00:48:55.230]   the
[00:48:55.230 --> 00:48:55.730]   clients
[00:48:55.730 --> 00:48:56.000]  .
[00:48:56.000 --> 00:48:56.110]   If
[00:48:56.110 --> 00:48:56.160]   a
[00:48:56.160 --> 00:48:56.490]   client
[00:48:56.490 --> 00:48:56.600]  's
[00:48:56.600 --> 00:48:56.920]   paying
[00:48:56.920 --> 00:48:57.080]   you
[00:48:57.080 --> 00:48:57.240]   $
[00:48:57.240 --> 00:48:57.630]  150
[00:48:57.630 --> 00:48:57.740]   an
[00:48:57.740 --> 00:48:58.000]   hour
[00:48:58.000 --> 00:48:58.260]   and
[00:48:58.260 --> 00:48:58.560]   they
[00:48:58.560 --> 00:48:58.880]   know
[00:48:58.880 --> 00:48:59.120]   you
[00:48:59.120 --> 00:48:59.420]  're
[00:48:59.420 --> 00:48:59.510]   an
[00:48:59.510 --> 00:49:00.000]   expert
[00:49:00.000 --> 00:49:00.000]  ,
[00:49:00.000 --> 00:49:00.150]   then
[00:49:00.150 --> 00:49:00.300]   they
[00:49:00.300 --> 00:49:00.410]  're
[00:49:00.410 --> 00:49:00.600]   going
[00:49:00.600 --> 00:49:00.670]   to
[00:49:00.670 --> 00:49:00.900]   leave
[00:49:00.900 --> 00:49:01.000]   you
[00:49:01.000 --> 00:49:01.080]   to
[00:49:01.080 --> 00:49:01.250]   make
[00:49:01.250 --> 00:49:01.390]   the
[00:49:01.390 --> 00:49:01.590]   right
[00:49:01.590 --> 00:49:02.000]   decisions
[00:49:02.000 --> 00:49:02.000]  ,
[00:49:02.000 --> 00:49:02.000]   probably
[00:49:02.000 --> 00:49:02.000]  .
[00:49:02.000 --> 00:49:02.220]   But
[00:49:02.220 --> 00:49:02.300]   if
[00:49:02.300 --> 00:49:02.480]   you
[00:49:02.480 --> 00:49:02.650]  're
[00:49:02.650 --> 00:49:03.150]   charging
[00:49:03.150 --> 00:49:03.210]   $
[00:49:03.210 --> 00:49:03.580]  30
[00:49:03.580 --> 00:49:03.700]   an
[00:49:03.700 --> 00:49:04.000]   hour
[00:49:04.000 --> 00:49:04.000]  ,
[00:49:04.000 --> 00:49:04.260]   they
[00:49:04.260 --> 00:49:04.340]  're
[00:49:04.340 --> 00:49:04.590]   going
[00:49:04.590 --> 00:49:04.690]   to
[00:49:04.690 --> 00:49:05.080]   probably
[00:49:05.080 --> 00:49:05.180]   be
[00:49:05.180 --> 00:49:05.330]   mic
[00:49:05.330 --> 00:49:05.370]  r
[00:49:05.370 --> 00:49:05.560]  oman
[00:49:05.560 --> 00:49:05.800]  aging
[00:49:05.800 --> 00:49:06.000]   you
[00:49:06.000 --> 00:49:06.110]   and
[00:49:06.110 --> 00:49:06.400]   thinking
[00:49:06.400 --> 00:49:06.510]   you
[00:49:06.510 --> 00:49:06.620]  're
[00:49:06.620 --> 00:49:06.650]   a
[00:49:06.650 --> 00:49:06.830]   num
[00:49:06.830 --> 00:49:06.840]  bs
[00:49:06.840 --> 00:49:06.860]  k
[00:49:06.860 --> 00:49:07.000]  ull
[00:49:07.000 --> 00:49:07.130]   and
[00:49:07.130 --> 00:49:07.400]   making
[00:49:07.400 --> 00:49:07.590]   sure
[00:49:07.590 --> 00:49:07.750]   you
[00:49:07.750 --> 00:49:07.840]  're
[00:49:07.840 --> 00:49:08.070]   doing
[00:49:08.070 --> 00:49:08.300]   stuff
[00:49:08.300 --> 00:49:08.430]   the
[00:49:08.430 --> 00:49:08.660]   right
[00:49:08.660 --> 00:49:08.790]   way
[00:49:08.790 --> 00:49:09.000]  .
[00:49:09.000 --> 00:49:09.040]   I
[00:49:09.040 --> 00:49:09.200]   mean
[00:49:09.200 --> 00:49:09.270]  ,
[00:49:09.270 --> 00:49:09.310]   I
[00:49:09.310 --> 00:49:09.380]  'm
[00:49:09.380 --> 00:49:09.540]   just
[00:49:09.540 --> 00:49:09.810]   spec
[00:49:09.810 --> 00:49:10.000]  ulating
[00:49:10.000 --> 00:49:10.000]  ,
[00:49:10.000 --> 00:49:10.170]   but
[00:49:10.170 --> 00:49:10.410]   that
[00:49:10.410 --> 00:49:10.510]  's
[00:49:10.510 --> 00:49:10.970]   probably
[00:49:10.970 --> 00:49:11.300]   the
[00:49:11.300 --> 00:49:11.440]   truth
[00:49:11.440 --> 00:49:11.540]   of
[00:49:11.540 --> 00:49:11.890]   that
[00:49:11.890 --> 00:49:12.000]  .
[00:49:12.000 --> 00:49:12.200]   But
[00:49:12.200 --> 00:49:12.400]   the
[00:49:12.400 --> 00:49:12.860]   reality
[00:49:12.860 --> 00:49:13.000]   is
[00:49:13.000 --> 00:49:13.250]   that
[00:49:13.250 --> 00:49:13.370]   he
[00:49:13.370 --> 00:49:13.490]  's
[00:49:13.490 --> 00:49:14.000]   charging
[00:49:14.000 --> 00:49:14.000]   $
[00:49:14.000 --> 00:49:14.000]  160
[00:49:14.000 --> 00:49:14.000]   an
[00:49:14.000 --> 00:49:14.000]   hour
[00:49:14.000 --> 00:49:14.000]  ,
[00:49:14.000 --> 00:49:14.200]   and
[00:49:14.200 --> 00:49:14.330]   he
[00:49:14.330 --> 00:49:14.490]  's
[00:49:14.490 --> 00:49:14.850]   26
[00:49:14.850 --> 00:49:15.100]  ,
[00:49:15.100 --> 00:49:15.250]   and
[00:49:15.250 --> 00:49:15.330]   I
[00:49:15.330 --> 00:49:15.490]  'm
[00:49:15.490 --> 00:49:15.820]   like
[00:49:15.820 --> 00:49:15.990]  ,
[00:49:15.990 --> 00:49:16.280]   "
[00:49:16.280 --> 00:49:16.280]  D
[00:49:16.280 --> 00:49:16.740]  ude
[00:49:16.740 --> 00:49:17.080]  ,
[00:49:17.080 --> 00:49:17.100]   I
[00:49:17.100 --> 00:49:17.250]  'm
[00:49:17.250 --> 00:49:17.850]   getting
[00:49:17.850 --> 00:49:18.290]   under
[00:49:18.290 --> 00:49:18.620]  paid
[00:49:18.620 --> 00:49:19.000]  ."
[00:49:19.000 --> 00:49:19.000]  
[00:49:19.000 --> 00:49:19.070]   -
[00:49:19.070 --> 00:49:19.220]   So
[00:49:19.220 --> 00:49:19.450]   you
[00:49:19.450 --> 00:49:19.750]  're
[00:49:19.750 --> 00:49:20.210]   feeling
[00:49:20.210 --> 00:49:20.440]   the
[00:49:20.440 --> 00:49:20.740]   same
[00:49:20.740 --> 00:49:21.000]   way
[00:49:21.000 --> 00:49:21.490]   that
[00:49:21.490 --> 00:49:21.620]   I
[00:49:21.620 --> 00:49:22.000]   did
[00:49:22.000 --> 00:49:22.230]   when
[00:49:22.230 --> 00:49:22.240]   I
[00:49:22.240 --> 00:49:22.480]   first
[00:49:22.480 --> 00:49:22.720]   spoke
[00:49:22.720 --> 00:49:22.820]   to
[00:49:22.820 --> 00:49:23.000]   you
[00:49:23.000 --> 00:49:23.000]  ,
[00:49:23.000 --> 00:49:23.140]   and
[00:49:23.140 --> 00:49:23.180]   I
[00:49:23.180 --> 00:49:23.330]   was
[00:49:23.330 --> 00:49:23.650]   earning
[00:49:23.650 --> 00:49:23.800]   $
[00:49:23.800 --> 00:49:24.000]  50
[00:49:24.000 --> 00:49:24.100]   and
[00:49:24.100 --> 00:49:24.200]   you
[00:49:24.200 --> 00:49:24.330]   were
[00:49:24.330 --> 00:49:24.560]   earning
[00:49:24.560 --> 00:49:24.590]   $
[00:49:24.590 --> 00:49:24.980]  100
[00:49:24.980 --> 00:49:25.000]  .
[00:49:25.000 --> 00:49:25.030]   -
[00:49:25.030 --> 00:49:25.180]   Yeah
[00:49:25.180 --> 00:49:25.270]  ,
[00:49:25.270 --> 00:49:25.400]   well
[00:49:25.400 --> 00:49:25.470]  ,
[00:49:25.470 --> 00:49:25.850]   absolutely
[00:49:25.850 --> 00:49:26.000]  .
[00:49:26.000 --> 00:49:26.100]   I
[00:49:26.100 --> 00:49:26.990]   obviously
[00:49:26.990 --> 00:49:27.290]   had
[00:49:27.290 --> 00:49:27.590]   the
[00:49:27.590 --> 00:49:27.990]   same
[00:49:27.990 --> 00:49:28.780]   reaction
[00:49:28.780 --> 00:49:29.000]  ,
[00:49:29.000 --> 00:49:29.000]   right
[00:49:29.000 --> 00:49:29.000]  ?
[00:49:29.000 --> 00:49:29.470]   Like
[00:49:29.470 --> 00:49:29.500]  ,
[00:49:29.500 --> 00:49:29.550]   "
[00:49:29.550 --> 00:49:30.020]  Jesus
[00:49:30.020 --> 00:49:30.170]  ,"
[00:49:30.170 --> 00:49:30.410]   you
[00:49:30.410 --> 00:49:30.730]   know
[00:49:30.730 --> 00:49:31.000]  ?
[00:49:31.000 --> 00:49:31.280]   And
[00:49:31.280 --> 00:49:31.430]   so
[00:49:31.430 --> 00:49:31.510]   I
[00:49:31.510 --> 00:49:32.110]   started
[00:49:32.110 --> 00:49:32.950]   thinking
[00:49:32.950 --> 00:49:33.000]  ,
[00:49:33.000 --> 00:49:33.040]   "
[00:49:33.040 --> 00:49:33.200]  Well
[00:49:33.200 --> 00:49:33.280]  ,
[00:49:33.280 --> 00:49:33.520]   here
[00:49:33.520 --> 00:49:33.590]  's
[00:49:33.590 --> 00:49:33.640]   the
[00:49:33.640 --> 00:49:33.800]   deal
[00:49:33.800 --> 00:49:34.000]  ."
[00:49:34.000 --> 00:49:34.080]   I
[00:49:34.080 --> 00:49:34.420]   mean
[00:49:34.420 --> 00:49:34.590]  ,
[00:49:34.590 --> 00:49:35.100]   when
[00:49:35.100 --> 00:49:35.180]   you
[00:49:35.180 --> 00:49:35.430]  're
[00:49:35.430 --> 00:49:35.600]   in
[00:49:35.600 --> 00:49:35.680]   a
[00:49:35.680 --> 00:49:36.270]   current
[00:49:36.270 --> 00:49:37.000]   contract
[00:49:37.000 --> 00:49:37.230]   and
[00:49:37.230 --> 00:49:37.460]   you
[00:49:37.460 --> 00:49:37.690]  've
[00:49:37.690 --> 00:49:38.450]   negotiated
[00:49:38.450 --> 00:49:38.520]   a
[00:49:38.520 --> 00:49:38.820]   rate
[00:49:38.820 --> 00:49:39.000]  ,
[00:49:39.000 --> 00:49:39.210]   you
[00:49:39.210 --> 00:49:39.450]   can
[00:49:39.450 --> 00:49:39.660]  't
[00:49:39.660 --> 00:49:39.840]   just
[00:49:39.840 --> 00:49:40.620]   immediately
[00:49:40.620 --> 00:49:40.830]   say
[00:49:40.830 --> 00:49:41.000]  ,
[00:49:41.000 --> 00:49:41.050]   "
[00:49:41.050 --> 00:49:41.360]  Well
[00:49:41.360 --> 00:49:41.550]  ,
[00:49:41.550 --> 00:49:41.620]   guess
[00:49:41.620 --> 00:49:41.830]   what
[00:49:41.830 --> 00:49:42.000]  ?
[00:49:42.000 --> 00:49:42.600]   My
[00:49:42.600 --> 00:49:42.670]   rate
[00:49:42.670 --> 00:49:42.920]  's
[00:49:42.920 --> 00:49:43.360]   going
[00:49:43.360 --> 00:49:43.570]   up
[00:49:43.570 --> 00:49:44.000]  ."
[00:49:44.000 --> 00:49:44.390]   But
[00:49:44.390 --> 00:49:44.920]   what
[00:49:44.920 --> 00:49:45.310]   you
[00:49:45.310 --> 00:49:45.700]   can
[00:49:45.700 --> 00:49:46.000]   do
[00:49:46.000 --> 00:49:46.180]  
[00:49:46.180 --> 00:49:46.380]   is
[00:49:46.380 --> 00:49:46.550]   you
[00:49:46.550 --> 00:49:46.880]   can
[00:49:46.880 --> 00:49:47.320]   give
[00:49:47.320 --> 00:49:48.000]   people
[00:49:48.000 --> 00:49:48.040]   a
[00:49:48.040 --> 00:49:48.350]   certain
[00:49:48.350 --> 00:49:48.620]   amount
[00:49:48.620 --> 00:49:48.710]   of
[00:49:48.710 --> 00:49:49.000]   notice
[00:49:49.000 --> 00:49:49.000]  ,
[00:49:49.000 --> 00:49:49.270]   like
[00:49:49.270 --> 00:49:49.680]   30
[00:49:49.680 --> 00:49:49.950]   days
[00:49:49.950 --> 00:49:50.080]   or
[00:49:50.080 --> 00:49:50.490]   60
[00:49:50.490 --> 00:49:50.760]   days
[00:49:50.760 --> 00:49:51.000]  .
[00:49:51.000 --> 00:49:51.050]   I
[00:49:51.050 --> 00:49:51.230]  'll
[00:49:51.230 --> 00:49:51.480]   grant
[00:49:51.480 --> 00:49:51.640]   for
[00:49:51.640 --> 00:49:51.800]   the
[00:49:51.800 --> 00:49:52.000]   end
[00:49:52.000 --> 00:49:52.120]   for
[00:49:52.120 --> 00:49:52.160]   a
[00:49:52.160 --> 00:49:52.430]   certain
[00:49:52.430 --> 00:49:52.660]   period
[00:49:52.660 --> 00:49:52.740]   of
[00:49:52.740 --> 00:49:52.900]   time
[00:49:52.900 --> 00:49:53.000]  ,
[00:49:53.000 --> 00:49:53.200]   but
[00:49:53.200 --> 00:49:53.330]   my
[00:49:53.330 --> 00:49:53.890]   other
[00:49:53.890 --> 00:49:54.010]   rates
[00:49:54.010 --> 00:49:54.200]   are
[00:49:54.200 --> 00:49:54.490]   this
[00:49:54.490 --> 00:49:54.750]   high
[00:49:54.750 --> 00:49:55.000]  .
[00:49:55.000 --> 00:49:55.440]   But
[00:49:55.440 --> 00:49:55.790]   it
[00:49:55.790 --> 00:49:56.020]   is
[00:49:56.020 --> 00:49:56.570]   hard
[00:49:56.570 --> 00:49:57.130]   to
[00:49:57.130 --> 00:49:57.640]   raise
[00:49:57.640 --> 00:49:58.230]   your
[00:49:58.230 --> 00:49:59.000]   rates
[00:49:59.000 --> 00:49:59.130]   if
[00:49:59.130 --> 00:49:59.450]   you
[00:49:59.450 --> 00:49:59.530]   don
[00:49:59.530 --> 00:49:59.720]  't
[00:49:59.720 --> 00:49:59.930]   have
[00:49:59.930 --> 00:50:00.130]   any
[00:50:00.130 --> 00:50:00.470]   other
[00:50:00.470 --> 00:50:01.000]   clients
[00:50:01.000 --> 00:50:01.430]   paying
[00:50:01.430 --> 00:50:01.580]   that
[00:50:01.580 --> 00:50:01.800]   rate
[00:50:01.800 --> 00:50:02.000]  .
[00:50:02.000 --> 00:50:02.230]   Like
[00:50:02.230 --> 00:50:02.280]  ,
[00:50:02.280 --> 00:50:02.470]   what
[00:50:02.470 --> 00:50:02.610]   you
[00:50:02.610 --> 00:50:02.800]   want
[00:50:02.800 --> 00:50:02.890]   to
[00:50:02.890 --> 00:50:03.000]   do
[00:50:03.000 --> 00:50:03.000]   is
[00:50:03.000 --> 00:50:03.000]   say
[00:50:03.000 --> 00:50:03.000]  ,
[00:50:03.000 --> 00:50:03.090]   let
[00:50:03.090 --> 00:50:03.150]  's
[00:50:03.150 --> 00:50:03.240]   say
[00:50:03.240 --> 00:50:03.330]   you
[00:50:03.330 --> 00:50:03.420]  're
[00:50:03.420 --> 00:50:03.600]   making
[00:50:03.600 --> 00:50:03.690]   $
[00:50:03.690 --> 00:50:03.910]  100
[00:50:03.910 --> 00:50:04.000]  ,
[00:50:04.000 --> 00:50:04.210]   you
[00:50:04.210 --> 00:50:04.660]   charge
[00:50:04.660 --> 00:50:04.730]   $
[00:50:04.730 --> 00:50:05.390]  100
[00:50:05.390 --> 00:50:05.530]   an
[00:50:05.530 --> 00:50:05.820]   hour
[00:50:05.820 --> 00:50:06.000]  ,
[00:50:06.000 --> 00:50:06.120]   you
[00:50:06.120 --> 00:50:06.280]   have
[00:50:06.280 --> 00:50:06.320]   a
[00:50:06.320 --> 00:50:06.550]   couple
[00:50:06.550 --> 00:50:06.900]   contracts
[00:50:06.900 --> 00:50:07.000]  ,
[00:50:07.000 --> 00:50:07.130]   you
[00:50:07.130 --> 00:50:07.260]  're
[00:50:07.260 --> 00:50:07.430]   like
[00:50:07.430 --> 00:50:07.520]  ,
[00:50:07.520 --> 00:50:07.550]   "
[00:50:07.550 --> 00:50:07.740]  Look
[00:50:07.740 --> 00:50:07.800]  ,
[00:50:07.800 --> 00:50:07.840]   I
[00:50:07.840 --> 00:50:08.060]   think
[00:50:08.060 --> 00:50:08.090]   I
[00:50:08.090 --> 00:50:08.220]   can
[00:50:08.220 --> 00:50:08.350]   get
[00:50:08.350 --> 00:50:08.390]   $
[00:50:08.390 --> 00:50:08.780]  150
[00:50:08.780 --> 00:50:09.000]  ."
[00:50:09.000 --> 00:50:09.230]   And
[00:50:09.230 --> 00:50:09.610]   maybe
[00:50:09.610 --> 00:50:10.070]   within
[00:50:10.070 --> 00:50:10.140]   a
[00:50:10.140 --> 00:50:10.520]   month
[00:50:10.520 --> 00:50:10.670]   or
[00:50:10.670 --> 00:50:10.820]   so
[00:50:10.820 --> 00:50:11.000]  ,
[00:50:11.000 --> 00:50:11.180]   you
[00:50:11.180 --> 00:50:11.360]   get
[00:50:11.360 --> 00:50:11.420]   $
[00:50:11.420 --> 00:50:12.000]  150
[00:50:12.000 --> 00:50:12.000]  ,
[00:50:12.000 --> 00:50:12.330]   and
[00:50:12.330 --> 00:50:12.390]   then
[00:50:12.390 --> 00:50:12.560]   you
[00:50:12.560 --> 00:50:12.840]   start
[00:50:12.840 --> 00:50:13.230]   getting
[00:50:13.230 --> 00:50:13.470]   over
[00:50:13.470 --> 00:50:13.670]  book
[00:50:13.670 --> 00:50:13.800]  ed
[00:50:13.800 --> 00:50:14.000]  .
[00:50:14.000 --> 00:50:14.000]  
[00:50:14.000 --> 00:50:14.110]   So
[00:50:14.110 --> 00:50:14.330]   then
[00:50:14.330 --> 00:50:14.500]   you
[00:50:14.500 --> 00:50:14.670]   can
[00:50:14.670 --> 00:50:14.780]   go
[00:50:14.780 --> 00:50:14.890]   to
[00:50:14.890 --> 00:50:15.090]   the
[00:50:15.090 --> 00:50:15.110]   $
[00:50:15.110 --> 00:50:15.620]  100
[00:50:15.620 --> 00:50:16.000]   client
[00:50:16.000 --> 00:50:16.000]   and
[00:50:16.000 --> 00:50:16.000]   say
[00:50:16.000 --> 00:50:16.000]  ,
[00:50:16.000 --> 00:50:16.110]   "
[00:50:16.110 --> 00:50:16.760]  Listen
[00:50:16.760 --> 00:50:17.080]  ,
[00:50:17.080 --> 00:50:17.080]   I
[00:50:17.080 --> 00:50:17.330]   can
[00:50:17.330 --> 00:50:17.820]  't
[00:50:17.820 --> 00:50:18.150]   allocate
[00:50:18.150 --> 00:50:18.330]   a
[00:50:18.330 --> 00:50:18.480]   lot
[00:50:18.480 --> 00:50:18.650]   of
[00:50:18.650 --> 00:50:19.000]   time
[00:50:19.000 --> 00:50:19.000]   to
[00:50:19.000 --> 00:50:19.000]   this
[00:50:19.000 --> 00:50:19.080]   "
[00:50:19.080 --> 00:50:19.250]  un
[00:50:19.250 --> 00:50:19.590]  less
[00:50:19.590 --> 00:50:19.840]   you
[00:50:19.840 --> 00:50:20.180]   want
[00:50:20.180 --> 00:50:20.350]   to
[00:50:20.350 --> 00:50:20.710]   pay
[00:50:20.710 --> 00:50:20.770]   my
[00:50:20.770 --> 00:50:20.850]   $
[00:50:20.850 --> 00:50:21.830]  150
[00:50:21.830 --> 00:50:22.000]   rate
[00:50:22.000 --> 00:50:22.050]   "
[00:50:22.050 --> 00:50:22.340]  because
[00:50:22.340 --> 00:50:22.510]   that
[00:50:22.510 --> 00:50:22.600]  's
[00:50:22.600 --> 00:50:22.670]   my
[00:50:22.670 --> 00:50:22.830]   new
[00:50:22.830 --> 00:50:23.000]   rate
[00:50:23.000 --> 00:50:23.000]  .
[00:50:23.000 --> 00:50:23.040]   "
[00:50:23.040 --> 00:50:23.080]  I
[00:50:23.080 --> 00:50:23.220]  'll
[00:50:23.220 --> 00:50:23.450]   give
[00:50:23.450 --> 00:50:23.550]   you
[00:50:23.550 --> 00:50:23.890]   30
[00:50:23.890 --> 00:50:23.920]  ,
[00:50:23.920 --> 00:50:24.200]   60
[00:50:24.200 --> 00:50:24.390]   days
[00:50:24.390 --> 00:50:24.480]   to
[00:50:24.480 --> 00:50:24.810]   upgrade
[00:50:24.810 --> 00:50:25.000]  .
[00:50:25.000 --> 00:50:25.030]   "
[00:50:25.030 --> 00:50:25.100]  If
[00:50:25.100 --> 00:50:25.210]   not
[00:50:25.210 --> 00:50:25.280]  ,
[00:50:25.280 --> 00:50:25.350]   we
[00:50:25.350 --> 00:50:25.460]  'll
[00:50:25.460 --> 00:50:25.690]   figure
[00:50:25.690 --> 00:50:25.830]   out
[00:50:25.830 --> 00:50:25.860]   a
[00:50:25.860 --> 00:50:26.000]   way
[00:50:26.000 --> 00:50:26.110]   to
[00:50:26.110 --> 00:50:26.690]   transition
[00:50:26.690 --> 00:50:26.800]   me
[00:50:26.800 --> 00:50:27.000]   out
[00:50:27.000 --> 00:50:27.050]   "
[00:50:27.050 --> 00:50:27.220]  and
[00:50:27.220 --> 00:50:27.690]   somebody
[00:50:27.690 --> 00:50:27.920]   else
[00:50:27.920 --> 00:50:28.030]   in
[00:50:28.030 --> 00:50:28.200]   who
[00:50:28.200 --> 00:50:28.360]   can
[00:50:28.360 --> 00:50:28.690]   afford
[00:50:28.690 --> 00:50:29.000]  ."
[00:50:29.000 --> 00:50:29.620]   Right
[00:50:29.620 --> 00:50:30.000]  ?
[00:50:30.000 --> 00:50:30.100]   You
[00:50:30.100 --> 00:50:30.230]   need
[00:50:30.230 --> 00:50:30.290]   to
[00:50:30.290 --> 00:50:30.350]   be
[00:50:30.350 --> 00:50:30.740]   professional
[00:50:30.740 --> 00:50:30.890]   about
[00:50:30.890 --> 00:50:31.000]   it
[00:50:31.000 --> 00:50:31.110]   and
[00:50:31.110 --> 00:50:31.220]   you
[00:50:31.220 --> 00:50:31.360]   give
[00:50:31.360 --> 00:50:31.500]   them
[00:50:31.500 --> 00:50:31.650]   time
[00:50:31.650 --> 00:50:31.710]   to
[00:50:31.710 --> 00:50:31.780]   do
[00:50:31.780 --> 00:50:31.850]   it
[00:50:31.850 --> 00:50:32.000]  .
[00:50:32.000 --> 00:50:32.130]   But
[00:50:32.130 --> 00:50:32.300]   what
[00:50:32.300 --> 00:50:32.490]   you
[00:50:32.490 --> 00:50:32.560]   don
[00:50:32.560 --> 00:50:32.640]  't
[00:50:32.640 --> 00:50:32.820]   want
[00:50:32.820 --> 00:50:32.890]   to
[00:50:32.890 --> 00:50:33.010]   do
[00:50:33.010 --> 00:50:34.000]   is
[00:50:34.000 --> 00:50:34.000]   say
[00:50:34.000 --> 00:50:34.000]  ,
[00:50:34.000 --> 00:50:34.030]   "
[00:50:34.030 --> 00:50:34.150]  Well
[00:50:34.150 --> 00:50:34.210]  ,
[00:50:34.210 --> 00:50:34.300]   you
[00:50:34.300 --> 00:50:34.420]   only
[00:50:34.420 --> 00:50:34.540]   have
[00:50:34.540 --> 00:50:34.640]   one
[00:50:34.640 --> 00:50:34.820]   client
[00:50:34.820 --> 00:50:35.000]  ."
[00:50:35.000 --> 00:50:35.230]   You
[00:50:35.230 --> 00:50:35.390]   go
[00:50:35.390 --> 00:50:35.670]   and
[00:50:35.670 --> 00:50:35.840]   say
[00:50:35.840 --> 00:50:36.000]  ,
[00:50:36.000 --> 00:50:36.060]   "
[00:50:36.060 --> 00:50:36.320]  Well
[00:50:36.320 --> 00:50:36.450]  ,
[00:50:36.450 --> 00:50:36.510]   I
[00:50:36.510 --> 00:50:37.000]   deserve
[00:50:37.000 --> 00:50:37.220]   50
