
[00:00:00.000 --> 00:00:00.500]  
[00:00:00.500 --> 00:00:00.520]   A
[00:46:02.440 --> 00:46:02.520]   Year
[00:46:02.520 --> 00:46:03.060]   of
[00:46:03.060 --> 00:46:03.080]   the
[00:46:03.080 --> 00:46:03.340]   dunk
[00:46:03.340 --> 00:46:03.560]  .
[00:46:03.560 --> 00:46:03.670]   Well
[00:46:03.670 --> 00:46:03.720]  ,
[00:46:03.720 --> 00:46:03.960]   last
[00:46:03.960 --> 00:46:04.150]   year
[00:46:04.150 --> 00:46:04.360]   was
[00:46:04.360 --> 00:46:04.680]   the
[00:46:04.680 --> 00:46:04.840]   year
[00:46:04.840 --> 00:46:04.920]   of
[00:46:04.920 --> 00:46:05.040]   the
[00:46:05.040 --> 00:46:05.200]   dunk
[00:46:05.200 --> 00:46:05.280]  ,
[00:46:05.280 --> 00:46:05.400]   and
[00:46:05.400 --> 00:46:05.560]   then
[00:46:05.560 --> 00:46:05.600]   I
[00:46:05.600 --> 00:46:05.720]   got
[00:46:05.720 --> 00:46:05.800]  ,
[00:46:05.800 --> 00:46:05.920]   and
[00:46:05.920 --> 00:46:06.080]   then
[00:46:06.080 --> 00:46:06.160]   of
[00:46:06.160 --> 00:46:06.280]   not
[00:46:06.280 --> 00:46:06.560]   dunk
[00:46:06.560 --> 00:46:06.600]  ing
[00:46:06.600 --> 00:46:06.850]   because
[00:46:06.850 --> 00:46:06.920]   of
[00:46:06.920 --> 00:46:07.160]   injury
[00:46:07.160 --> 00:46:07.250]   or
[00:46:07.250 --> 00:46:07.580]   whatever
[00:46:07.580 --> 00:46:07.800]  .
[00:46:07.800 --> 00:46:07.840]   -
[00:46:07.840 --> 00:46:07.930]   It
[00:46:07.930 --> 00:46:08.110]   kind
[00:46:08.110 --> 00:46:08.200]   of
[00:46:08.200 --> 00:46:08.470]   sounds
[00:46:08.470 --> 00:46:08.650]   like
[00:46:08.650 --> 00:46:08.860]   you
[00:46:08.860 --> 00:46:09.000]   could
[00:46:09.000 --> 00:46:09.220]   start
[00:46:09.220 --> 00:46:09.260]   a
[00:46:09.260 --> 00:46:09.530]   little
[00:46:09.530 --> 00:46:09.710]   boot
[00:46:09.710 --> 00:46:09.800]  st
[00:46:09.800 --> 00:46:09.930]  rap
[00:46:09.930 --> 00:46:10.310]   business
[00:46:10.310 --> 00:46:10.440]  ,
[00:46:10.440 --> 00:46:11.080]   like
[00:46:11.080 --> 00:46:11.080]  ,
[00:46:11.800 --> 00:46:12.040]  
[00:46:12.040 --> 00:46:12.320]   training
[00:46:12.320 --> 00:46:12.710]   people
[00:46:12.710 --> 00:46:12.840]   to
[00:46:12.840 --> 00:46:13.100]   dunk
[00:46:13.100 --> 00:46:13.320]  .
[00:46:13.320 --> 00:46:13.330]   -
[00:46:13.330 --> 00:46:13.370]   Well
[00:46:13.370 --> 00:46:13.510]  ,
[00:46:13.510 --> 00:46:13.650]   there
[00:46:13.650 --> 00:46:13.800]   are
[00:46:13.800 --> 00:46:14.120]   people
[00:46:14.120 --> 00:46:14.360]   who
[00:46:14.360 --> 00:46:14.840]   do
[00:46:14.840 --> 00:46:15.110]   that
[00:46:15.110 --> 00:46:15.320]  .
[00:46:15.320 --> 00:46:15.620]   They
[00:46:15.620 --> 00:46:15.850]  're
[00:46:15.850 --> 00:46:16.310]   online
[00:46:16.310 --> 00:46:16.540]  .
[00:46:16.540 --> 00:46:16.910]   There
[00:46:16.910 --> 00:46:17.220]   are
[00:46:17.220 --> 00:46:17.230]   a
[00:46:17.230 --> 00:46:17.860]   handful
[00:46:17.860 --> 00:46:17.900]   of
[00:46:17.900 --> 00:46:18.040]  ,
[00:46:18.040 --> 00:46:18.570]   you
[00:46:18.570 --> 00:46:18.580]   know
[00:46:18.580 --> 00:46:18.730]  ,
[00:46:18.730 --> 00:46:19.030]   guys
[00:46:19.030 --> 00:46:19.320]  .
[00:46:19.320 --> 00:46:19.380]   -
[00:46:19.380 --> 00:46:19.630]   Dunk
[00:46:19.630 --> 00:46:20.130]   trainers
[00:46:20.130 --> 00:46:20.370]  ?
[00:46:20.370 --> 00:46:20.620]   -
[00:46:20.620 --> 00:46:20.640]   Yeah
[00:46:20.640 --> 00:46:20.760]  ,
[00:46:20.760 --> 00:46:20.920]   they
[00:46:20.920 --> 00:46:21.080]   have
[00:46:21.080 --> 00:46:21.160]  ,
[00:46:21.160 --> 00:46:21.420]   like
[00:46:21.420 --> 00:46:21.560]  ,
[00:46:21.560 --> 00:46:22.010]   programs
[00:46:22.010 --> 00:46:22.120]  ,
[00:46:22.120 --> 00:46:22.290]   and
[00:46:22.290 --> 00:46:22.510]   they
[00:46:22.510 --> 00:46:22.680]   put
[00:46:22.680 --> 00:46:22.910]   out
[00:46:22.910 --> 00:46:23.190]   videos
[00:46:23.190 --> 00:46:23.300]  ,
[00:46:23.300 --> 00:46:23.470]   and
[00:46:23.470 --> 00:46:23.640]   you
[00:46:23.640 --> 00:46:23.800]   buy
[00:46:23.800 --> 00:46:24.090]   their
[00:46:24.090 --> 00:46:24.600]   programs
[00:46:24.600 --> 00:46:24.790]   and
[00:46:24.790 --> 00:46:24.920]   all
[00:46:24.920 --> 00:46:25.150]   this
[00:46:25.150 --> 00:46:25.340]   kind
[00:46:25.340 --> 00:46:25.470]   of
[00:46:25.470 --> 00:46:25.750]   stuff
[00:46:25.750 --> 00:46:25.800]  ,
[00:46:25.800 --> 00:46:25.800]   and
[00:46:25.800 --> 00:46:26.360]  ,
[00:46:26.360 --> 00:46:26.590]   you
[00:46:26.590 --> 00:46:26.830]   know
[00:46:26.830 --> 00:46:26.960]  ,
[00:46:26.960 --> 00:46:27.510]   whatever
[00:46:27.510 --> 00:46:27.710]  .
[00:46:27.710 --> 00:46:27.770]   But
[00:46:27.770 --> 00:46:28.030]   it
[00:46:28.030 --> 00:46:28.400]  's
[00:46:28.400 --> 00:46:28.440]   just
[00:46:28.440 --> 00:46:28.850]   really
[00:46:28.850 --> 00:46:29.320]   funny
[00:46:29.320 --> 00:46:29.480]  .
[00:46:29.480 --> 00:46:29.890]   Well
[00:46:29.890 --> 00:46:29.990]  ,
[00:46:29.990 --> 00:46:30.220]   I
[00:46:30.220 --> 00:46:30.480]   mean
[00:46:30.480 --> 00:46:30.600]  ,
[00:46:30.600 --> 00:46:30.800]   Am
[00:46:30.800 --> 00:46:30.960]  os
[00:46:30.960 --> 00:46:31.140]   is
[00:46:31.140 --> 00:46:31.590]   young
[00:46:31.590 --> 00:46:31.880]  .
[00:46:31.880 --> 00:46:32.010]   Am
[00:46:32.010 --> 00:46:32.140]  os
[00:46:32.140 --> 00:46:32.270]   is
[00:46:32.270 --> 00:46:32.680]   27
[00:46:32.680 --> 00:46:32.920]  .
[00:46:32.920 --> 00:46:32.970]   -
[00:46:32.970 --> 00:46:33.260]   Yeah
[00:46:33.260 --> 00:46:33.300]  .
[00:46:33.300 --> 00:46:33.350]   -
[00:46:33.350 --> 00:46:33.450]   He
[00:46:33.450 --> 00:46:33.720]   plays
[00:46:33.720 --> 00:46:34.040]   pickup
[00:46:34.040 --> 00:46:34.520]   basketball
[00:46:34.520 --> 00:46:34.720]   all
[00:46:34.720 --> 00:46:34.840]   the
[00:46:34.840 --> 00:46:35.200]   time
[00:46:35.200 --> 00:46:35.220]  .
[00:46:35.220 --> 00:46:35.330]   He
[00:46:35.330 --> 00:46:35.400]  's
[00:46:35.400 --> 00:46:35.600]   six
[00:46:35.600 --> 00:46:35.880]   foot
[00:46:35.880 --> 00:46:35.930]  ,
[00:46:35.930 --> 00:46:36.090]   and
[00:46:36.090 --> 00:46:36.220]   he
[00:46:36.220 --> 00:46:36.350]  's
[00:46:36.350 --> 00:46:36.730]   pretty
[00:46:36.730 --> 00:46:36.860]   lean
[00:46:36.860 --> 00:46:37.080]  .
[00:46:37.080 --> 00:46:37.160]   -
[00:46:37.160 --> 00:46:37.390]   So
[00:46:37.390 --> 00:46:37.480]   he
[00:46:37.480 --> 00:46:38.020]   already
[00:46:38.020 --> 00:46:38.300]  ,
[00:46:38.300 --> 00:46:38.340]   like
[00:46:38.340 --> 00:46:38.360]  ,
[00:46:38.360 --> 00:46:38.550]   he
[00:46:38.550 --> 00:46:38.600]  's
[00:46:38.600 --> 00:46:38.680]   a
[00:46:38.680 --> 00:46:39.080]   candidate
[00:46:39.080 --> 00:46:39.330]   because
[00:46:39.330 --> 00:46:39.360]   he
[00:46:39.360 --> 00:46:39.570]   plays
[00:46:39.570 --> 00:46:39.580]  --
[00:46:39.580 --> 00:46:39.610]   -
[00:46:39.610 --> 00:46:39.740]   Yeah
[00:46:39.740 --> 00:46:39.800]  ,
[00:46:39.800 --> 00:46:39.830]   I
[00:46:39.830 --> 00:46:39.890]  'm
[00:46:39.890 --> 00:46:40.100]   like
[00:46:40.100 --> 00:46:40.120]  ,
[00:46:40.120 --> 00:46:40.160]   "
[00:46:40.160 --> 00:46:40.290]  You
[00:46:40.290 --> 00:46:40.360]   can
[00:46:40.360 --> 00:46:40.600]   already
[00:46:40.600 --> 00:46:40.600]  
[00:46:40.600 --> 00:46:40.810]   touch
[00:46:40.810 --> 00:46:40.990]   the
[00:46:40.990 --> 00:46:41.050]   rim
[00:46:41.050 --> 00:46:41.220]  ?"
[00:46:41.220 --> 00:46:41.320]   I
[00:46:41.320 --> 00:46:41.340]  'm
[00:46:41.340 --> 00:46:41.510]   like
[00:46:41.510 --> 00:46:41.590]  ,
[00:46:41.590 --> 00:46:41.630]   "
[00:46:41.630 --> 00:46:41.710]  Oh
[00:46:41.710 --> 00:46:41.790]  ,
[00:46:41.790 --> 00:46:41.960]   yeah
[00:46:41.960 --> 00:46:42.040]  ,
[00:46:42.040 --> 00:46:42.210]   like
[00:46:42.210 --> 00:46:42.280]  ,
[00:46:42.280 --> 00:46:42.370]   no
[00:46:42.370 --> 00:46:42.780]   problem
[00:46:42.780 --> 00:46:42.920]  ."
[00:46:42.920 --> 00:46:42.950]   -
[00:46:42.950 --> 00:46:43.070]   Yeah
[00:46:43.070 --> 00:46:43.130]  ,
[00:46:43.130 --> 00:46:43.250]   easy
[00:46:43.250 --> 00:46:43.340]  .
[00:46:43.340 --> 00:46:43.370]   -
[00:46:43.370 --> 00:46:43.520]   Right
[00:46:43.520 --> 00:46:43.640]  ?
[00:46:43.640 --> 00:46:44.060]   Like
[00:46:44.060 --> 00:46:44.280]  ,
[00:46:44.280 --> 00:46:44.470]   I
[00:46:44.470 --> 00:46:44.490]   can
[00:46:44.490 --> 00:46:44.600]  --
[00:46:44.600 --> 00:46:44.680]   -
[00:46:44.680 --> 00:46:44.700]   I
[00:46:44.700 --> 00:46:44.880]   can
[00:46:44.880 --> 00:46:45.050]   only
[00:46:45.050 --> 00:46:45.310]   touch
[00:46:45.310 --> 00:46:45.460]   the
[00:46:45.460 --> 00:46:45.660]   bolt
[00:46:45.660 --> 00:46:45.810]  .
[00:46:45.810 --> 00:46:45.860]   -
[00:46:45.860 --> 00:46:45.900]   I
[00:46:45.900 --> 00:46:46.210]   mean
[00:46:46.210 --> 00:46:46.280]  ,
[00:46:46.280 --> 00:46:46.540]   dude
[00:46:46.540 --> 00:46:46.680]  ,
[00:46:46.680 --> 00:46:46.840]   yeah
[00:46:46.840 --> 00:46:46.920]  ,
[00:46:46.920 --> 00:46:46.960]   I
[00:46:46.960 --> 00:46:47.080]   can
[00:46:47.080 --> 00:46:47.160]  --
[00:46:47.160 --> 00:46:47.220]   -
[00:46:47.220 --> 00:46:47.440]   The
[00:46:47.440 --> 00:46:47.750]   bottom
[00:46:47.750 --> 00:46:47.990]   bolt
[00:46:47.990 --> 00:46:48.160]  .
[00:46:48.160 --> 00:46:48.210]   -
[00:46:48.210 --> 00:46:48.600]   Like
[00:46:48.600 --> 00:46:48.610]  ,
[00:46:48.610 --> 00:46:48.690]   don
[00:46:48.690 --> 00:46:48.760]  't
[00:46:48.760 --> 00:46:49.000]   worry
[00:46:49.000 --> 00:46:49.190]   about
[00:46:49.190 --> 00:46:49.200]   it
[00:46:49.200 --> 00:46:49.240]  .
[00:46:49.240 --> 00:46:49.400]   But
[00:46:49.400 --> 00:46:49.440]   I
[00:46:49.440 --> 00:46:49.590]   was
[00:46:49.590 --> 00:46:49.780]   like
[00:46:49.780 --> 00:46:49.870]  ,
[00:46:49.870 --> 00:46:49.920]   "
[00:46:49.920 --> 00:46:50.060]  But
[00:46:50.060 --> 00:46:50.250]   this
[00:46:50.250 --> 00:46:50.350]   is
[00:46:50.350 --> 00:46:50.580]   what
[00:46:50.580 --> 00:46:50.690]   you
[00:46:50.690 --> 00:46:50.840]   got
[00:46:50.840 --> 00:46:50.940]   to
[00:46:50.940 --> 00:46:51.040]   do
[00:46:51.040 --> 00:46:51.230]  ,"
[00:46:51.230 --> 00:46:51.400]   right
[00:46:51.400 --> 00:46:51.490]  ?
[00:46:51.490 --> 00:46:51.580]   And
[00:46:51.580 --> 00:46:51.640]   I
[00:46:51.640 --> 00:46:51.890]   told
[00:46:51.890 --> 00:46:52.140]   him
[00:46:52.140 --> 00:46:52.280]   the
[00:46:52.280 --> 00:46:52.620]   equation
[00:46:52.620 --> 00:46:52.940]  .
[00:46:52.940 --> 00:46:53.000]   Oh
[00:46:53.000 --> 00:46:53.240]  ,
[00:46:53.240 --> 00:46:53.420]   and
[00:46:53.420 --> 00:46:53.420]   I
[00:46:53.420 --> 00:46:53.600]   told
[00:46:53.600 --> 00:46:53.760]   the
[00:46:53.760 --> 00:46:53.830]  ,
[00:46:53.830 --> 00:46:54.030]   you
[00:46:54.030 --> 00:46:54.150]   know
[00:46:54.150 --> 00:46:54.240]  ,
[00:46:54.240 --> 00:46:54.380]   the
[00:46:54.380 --> 00:46:54.560]   dunk
[00:46:54.560 --> 00:46:54.930]   equation
[00:46:54.930 --> 00:46:55.020]  ,
[00:46:55.020 --> 00:46:55.160]   you
[00:46:55.160 --> 00:46:55.340]   know
[00:46:55.340 --> 00:46:55.480]  ,
[00:46:55.480 --> 00:46:55.720]   you
[00:46:55.720 --> 00:46:56.050]  're
[00:46:56.050 --> 00:46:56.390]   17
[00:46:56.390 --> 00:46:56.680]   times
[00:46:56.680 --> 00:46:56.840]   your
[00:46:56.840 --> 00:46:57.000]   full
[00:46:57.000 --> 00:46:57.240]   body
[00:46:57.240 --> 00:46:57.600]   weight
[00:46:57.600 --> 00:46:57.720]  ,
[00:46:57.720 --> 00:46:57.880]   your
[00:46:57.880 --> 00:46:58.180]   squat
[00:46:58.180 --> 00:46:58.380]   divided
[00:46:58.380 --> 00:46:58.460]   by
[00:46:58.460 --> 00:46:58.620]   your
[00:46:58.620 --> 00:46:58.780]   body
[00:46:58.780 --> 00:46:59.030]   weight
[00:46:59.030 --> 00:46:59.160]  ,
[00:46:59.160 --> 00:46:59.370]   which
[00:46:59.370 --> 00:46:59.810]   translates
[00:46:59.810 --> 00:46:59.870]   to
[00:46:59.870 --> 00:46:59.990]   how
[00:46:59.990 --> 00:47:00.160]   many
[00:47:00.160 --> 00:47:00.450]   inches
[00:47:00.450 --> 00:47:00.520]   you
[00:47:00.520 --> 00:47:00.760]   can
[00:47:00.760 --> 00:47:00.900]   jump
[00:47:00.900 --> 00:47:01.240]  ,
[00:47:01.240 --> 00:47:01.500]   that
[00:47:01.500 --> 00:47:01.820]   whole
[00:47:01.820 --> 00:47:02.170]   thing
[00:47:02.170 --> 00:47:02.330]  .
[00:47:02.330 --> 00:47:02.580]   And
[00:47:02.580 --> 00:47:02.840]   I
[00:47:02.840 --> 00:47:02.890]   gave
[00:47:02.890 --> 00:47:02.970]   it
[00:47:02.970 --> 00:47:03.100]   to
[00:47:03.100 --> 00:47:03.320]   Lex
[00:47:03.320 --> 00:47:03.350]  i
[00:47:03.350 --> 00:47:03.470]  ,
[00:47:03.470 --> 00:47:03.650]   and
[00:47:03.650 --> 00:47:03.790]   he
[00:47:03.790 --> 00:47:03.910]  's
[00:47:03.910 --> 00:47:04.000]   like
[00:47:04.000 --> 00:47:04.560]  ,
[00:47:04.560 --> 00:47:04.610]   because
[00:47:04.610 --> 00:47:04.710]   he
[00:47:04.710 --> 00:47:04.760]  's
[00:47:04.760 --> 00:47:04.870]   doing
[00:47:04.870 --> 00:47:04.940]   it
[00:47:04.940 --> 00:47:05.080]   with
[00:47:05.080 --> 00:47:05.240]   two
[00:47:05.240 --> 00:47:05.400]   other
[00:47:05.400 --> 00:47:05.530]   guys
[00:47:05.530 --> 00:47:05.640]  .
[00:47:05.640 --> 00:47:05.680]   -
[00:47:05.680 --> 00:47:06.040]   Yeah
[00:47:06.040 --> 00:47:06.090]  .
[00:47:06.090 --> 00:47:06.100]   -
[00:47:06.100 --> 00:47:06.240]   One
[00:47:06.240 --> 00:47:06.390]   guy
[00:47:06.390 --> 00:47:06.520]   is
[00:47:06.520 --> 00:47:06.600]   a
[00:47:06.600 --> 00:47:06.840]   young
[00:47:06.840 --> 00:47:07.000]   guy
[00:47:07.000 --> 00:47:07.060]   who
[00:47:07.060 --> 00:47:07.100]  's
[00:47:07.100 --> 00:47:07.160]  --
[00:47:07.160 --> 00:47:07.200]   -
[00:47:07.200 --> 00:47:07.450]   They
[00:47:07.450 --> 00:47:07.500]  're
[00:47:07.500 --> 00:47:07.670]   also
[00:47:07.670 --> 00:47:07.930]   trying
[00:47:07.930 --> 00:47:08.010]   to
[00:47:08.010 --> 00:47:08.180]   dunk
[00:47:08.180 --> 00:47:08.350]  ?
[00:47:08.350 --> 00:47:08.430]   -
[00:47:08.430 --> 00:47:08.480]   Yes
[00:47:08.480 --> 00:47:08.600]  ,
[00:47:08.600 --> 00:47:08.780]   because
[00:47:08.780 --> 00:47:08.840]   all
[00:47:08.840 --> 00:47:09.030]   three
[00:47:09.030 --> 00:47:09.080]   of
[00:47:09.080 --> 00:47:09.160]   them
[00:47:09.160 --> 00:47:09.160]  
[00:47:09.160 --> 00:47:09.290]   are
[00:47:09.290 --> 00:47:09.580]   working
[00:47:09.580 --> 00:47:09.720]   out
[00:47:09.720 --> 00:47:09.880]  .
[00:47:09.880 --> 00:47:09.890]   -
[00:47:09.890 --> 00:47:09.970]   So
[00:47:09.970 --> 00:47:10.200]   there
[00:47:10.200 --> 00:47:10.260]  's
[00:47:10.260 --> 00:47:10.520]   three
[00:47:10.520 --> 00:47:10.840]   people
[00:47:10.840 --> 00:47:11.360]   in
[00:47:11.360 --> 00:47:11.670]   the
[00:47:11.670 --> 00:47:11.880]   world
[00:47:11.880 --> 00:47:12.500]   and
[00:47:12.500 --> 00:47:12.550]   you
[00:47:12.550 --> 00:47:12.840]  ?
[00:47:12.840 --> 00:47:12.920]   -
[00:47:12.920 --> 00:47:13.000]   I
[00:47:13.000 --> 00:47:13.740]   think
[00:47:13.740 --> 00:47:13.840]   there
[00:47:13.840 --> 00:47:14.040]  's
[00:47:14.040 --> 00:47:14.120]   a
[00:47:14.120 --> 00:47:14.280]   lot
[00:47:14.280 --> 00:47:14.600]   more
[00:47:14.600 --> 00:47:14.920]   people
[00:47:14.920 --> 00:47:15.140]   than
[00:47:15.140 --> 00:47:15.190]   I
[00:47:15.190 --> 00:47:15.570]   thought
[00:47:15.570 --> 00:47:15.750]   who
[00:47:15.750 --> 00:47:15.890]   are
[00:47:15.890 --> 00:47:16.110]   kind
[00:47:16.110 --> 00:47:16.220]   of
[00:47:16.220 --> 00:47:16.330]  --
[00:47:16.330 --> 00:47:16.380]   -
[00:47:16.380 --> 00:47:17.000]   Apparently
[00:47:17.000 --> 00:47:17.080]  ,
[00:47:17.080 --> 00:47:17.170]   it
[00:47:17.170 --> 00:47:17.270]  's
[00:47:17.270 --> 00:47:17.390]   not
[00:47:17.390 --> 00:47:17.640]   such
[00:47:17.640 --> 00:47:17.720]   a
[00:47:17.720 --> 00:47:18.130]   crazy
[00:47:18.130 --> 00:47:18.220]   thing
[00:47:18.220 --> 00:47:18.280]  .
[00:47:18.280 --> 00:47:18.330]   -
[00:47:18.330 --> 00:47:18.440]   It
[00:47:18.440 --> 00:47:18.550]  's
[00:47:18.550 --> 00:47:18.720]   not
[00:47:18.720 --> 00:47:18.830]   as
[00:47:18.830 --> 00:47:19.050]   kind
[00:47:19.050 --> 00:47:19.170]   of
[00:47:19.170 --> 00:47:19.580]   bizarre
[00:47:19.580 --> 00:47:19.720]   as
[00:47:19.720 --> 00:47:19.730]   I
[00:47:19.730 --> 00:47:20.170]   thought
[00:47:20.170 --> 00:47:20.240]   it
[00:47:20.240 --> 00:47:20.410]   was
[00:47:20.410 --> 00:47:20.680]  .
[00:47:20.680 --> 00:47:20.720]   I
[00:47:20.720 --> 00:47:20.870]   mean
[00:47:20.870 --> 00:47:20.920]  ,
[00:47:20.920 --> 00:47:21.010]   you
[00:47:21.010 --> 00:47:21.740]   can
[00:47:21.740 --> 00:47:21.870]   imagine
[00:47:21.870 --> 00:47:22.160]   guys
[00:47:22.160 --> 00:47:22.300]   in
[00:47:22.300 --> 00:47:22.680]   their
[00:47:22.680 --> 00:47:23.320]   early
[00:47:23.320 --> 00:47:23.730]   20
[00:47:23.730 --> 00:47:23.800]  s
[00:47:23.800 --> 00:47:24.000]   who
[00:47:24.000 --> 00:47:24.100]   are
[00:47:24.100 --> 00:47:24.380]   still
[00:47:24.380 --> 00:47:24.460]   in
[00:47:24.460 --> 00:47:24.820]   college
[00:47:24.820 --> 00:47:24.920]   or
[00:47:24.920 --> 00:47:25.180]   later
[00:47:25.180 --> 00:47:25.330]   who
[00:47:25.330 --> 00:47:25.480]   are
[00:47:25.480 --> 00:47:25.740]   still
[00:47:25.740 --> 00:47:26.100]   playing
[00:47:26.100 --> 00:47:26.150]   a
[00:47:26.150 --> 00:47:26.300]   lot
[00:47:26.300 --> 00:47:26.440]   of
[00:47:26.440 --> 00:47:26.920]   basketball
[00:47:26.920 --> 00:47:27.070]   and
[00:47:27.070 --> 00:47:27.320]   are
[00:47:27.320 --> 00:47:27.420]   like
[00:47:27.420 --> 00:47:27.480]  ,
[00:47:27.480 --> 00:47:27.540]   "
[00:47:27.540 --> 00:47:27.620]  I
[00:47:27.620 --> 00:47:27.830]   want
[00:47:27.830 --> 00:47:27.950]   to
[00:47:27.950 --> 00:47:28.190]   dunk
[00:47:28.190 --> 00:47:28.350]  .
[00:47:28.350 --> 00:47:28.420]   I
[00:47:28.420 --> 00:47:28.670]   want
[00:47:28.670 --> 00:47:28.780]   to
[00:47:28.780 --> 00:47:29.020]   jump
[00:47:29.020 --> 00:47:29.370]   higher
[00:47:29.370 --> 00:47:29.760]  ."
[00:47:29.760 --> 00:47:29.880]   But
[00:47:29.880 --> 00:47:29.890]   you
[00:47:29.890 --> 00:47:30.040]   just
[00:47:30.040 --> 00:47:30.190]   don
[00:47:30.190 --> 00:47:30.240]  't
[00:47:30.240 --> 00:47:30.510]   expect
[00:47:30.510 --> 00:47:30.760]   people
[00:47:30.760 --> 00:47:31.000]   who
[00:47:31.000 --> 00:47:31.830]   aren
[00:47:31.830 --> 00:47:31.980]  't
[00:47:31.980 --> 00:47:32.280]   doing
[00:47:32.280 --> 00:47:32.520]   that
[00:47:32.520 --> 00:47:32.720]   to
[00:47:32.720 --> 00:47:32.910]   think
[00:47:32.910 --> 00:47:33.170]   about
[00:47:33.170 --> 00:47:33.550]   dunk
[00:47:33.550 --> 00:47:33.550]  ing
[00:47:33.550 --> 00:47:33.750]  .
[00:47:33.750 --> 00:47:33.860]   -
[00:47:33.860 --> 00:47:33.870]   So
[00:47:33.870 --> 00:47:33.950]   I
[00:47:33.950 --> 00:47:34.530]   interrupted
[00:47:34.530 --> 00:47:34.690]   you
[00:47:34.690 --> 00:47:34.920]  .
[00:47:34.920 --> 00:47:35.080]   You
[00:47:35.080 --> 00:47:35.800]   said
[00:47:35.800 --> 00:47:35.800]  
[00:47:35.800 --> 00:47:35.960]   he
[00:47:35.960 --> 00:47:36.210]   told
[00:47:36.210 --> 00:47:36.350]   the
[00:47:36.350 --> 00:47:36.850]   equation
[00:47:36.850 --> 00:47:37.050]   to
[00:47:37.050 --> 00:47:37.150]   his
[00:47:37.150 --> 00:47:37.460]   three
[00:47:37.460 --> 00:47:37.890]   buddies
[00:47:37.890 --> 00:47:38.140]  .
[00:47:38.140 --> 00:47:38.170]   -
[00:47:38.170 --> 00:47:38.410]   Yeah
[00:47:38.410 --> 00:47:38.510]  ,
[00:47:38.510 --> 00:47:38.620]   so
[00:47:38.620 --> 00:47:38.630]   he
[00:47:38.630 --> 00:47:39.240]   has
[00:47:39.240 --> 00:47:39.280]   three
[00:47:39.280 --> 00:47:39.680]   buddies
[00:47:39.680 --> 00:47:39.960]  .
[00:47:39.960 --> 00:47:40.120]   One
[00:47:40.120 --> 00:47:40.280]   guy
[00:47:40.280 --> 00:47:40.360]   is
[00:47:40.360 --> 00:47:40.620]   still
[00:47:40.620 --> 00:47:40.720]   in
[00:47:40.720 --> 00:47:41.080]   college
[00:47:41.080 --> 00:47:41.210]  .
[00:47:41.210 --> 00:47:41.430]   He
[00:47:41.430 --> 00:47:41.430]  's
[00:47:41.430 --> 00:47:41.680]   like
[00:47:41.680 --> 00:47:41.680]   a
[00:47:41.680 --> 00:47:42.250]   competitive
[00:47:42.250 --> 00:47:42.500]   track
[00:47:42.500 --> 00:47:42.930]   athlete
[00:47:42.930 --> 00:47:43.020]  .
[00:47:43.020 --> 00:47:43.380]   Another
[00:47:43.380 --> 00:47:43.530]   guy
[00:47:43.530 --> 00:47:43.570]   is
[00:47:43.570 --> 00:47:43.790]  ,
[00:47:43.790 --> 00:47:43.960]   I
[00:47:43.960 --> 00:47:44.010]   don
[00:47:44.010 --> 00:47:44.040]  't
[00:47:44.040 --> 00:47:44.140]   know
[00:47:44.140 --> 00:47:44.200]  ,
[00:47:44.200 --> 00:47:44.570]   just
[00:47:44.570 --> 00:47:45.190]   another
[00:47:45.190 --> 00:47:45.470]   guy
[00:47:45.470 --> 00:47:45.700]   he
[00:47:45.700 --> 00:47:46.090]   works
[00:47:46.090 --> 00:47:46.360]   out
[00:47:46.360 --> 00:47:46.930]   with
[00:47:46.930 --> 00:47:46.990]  .
[00:47:46.990 --> 00:47:47.260]   And
[00:47:47.260 --> 00:47:47.650]   they
[00:47:47.650 --> 00:47:48.240]   tested
[00:47:48.240 --> 00:47:48.680]   their
[00:47:48.680 --> 00:47:49.590]   squat
[00:47:49.590 --> 00:47:49.620]   and
[00:47:49.620 --> 00:47:50.750]   everything
[00:47:50.750 --> 00:47:50.920]  .
[00:47:50.920 --> 00:47:50.950]   And
[00:47:50.950 --> 00:47:50.970]   he
[00:47:50.970 --> 00:47:51.000]  's
[00:47:51.000 --> 00:47:51.160]   like
[00:47:51.160 --> 00:47:51.160]  ,
[00:47:51.160 --> 00:47:51.250]   "
[00:47:51.250 --> 00:47:51.310]  It
[00:47:51.310 --> 00:47:51.460]   was
[00:47:51.460 --> 00:47:51.810]   amazing
[00:47:51.810 --> 00:47:52.010]  ."
[00:47:52.010 --> 00:47:52.120]   He
[00:47:52.120 --> 00:47:52.210]  's
[00:47:52.210 --> 00:47:52.410]   like
[00:47:52.410 --> 00:47:52.510]  ,
[00:47:52.510 --> 00:47:52.560]   "
[00:47:52.560 --> 00:47:52.710]  The
[00:47:52.710 --> 00:47:53.150]   equation
[00:47:53.150 --> 00:47:53.260]   was
[00:47:53.260 --> 00:47:53.500]   like
[00:47:53.500 --> 00:47:53.710]   right
[00:47:53.710 --> 00:47:53.800]   on
[00:47:53.800 --> 00:47:54.040]  ."
[00:47:54.040 --> 00:47:54.650]   And
[00:47:54.650 --> 00:47:54.760]   then
[00:47:54.760 --> 00:47:54.960]   he
[00:47:54.960 --> 00:47:55.150]  's
[00:47:55.150 --> 00:47:55.570]   like
[00:47:55.570 --> 00:47:55.800]  ,
