
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.070]   <
[01:06:50.840 --> 01:06:51.040]   was
[01:06:51.040 --> 01:06:51.100]   a
[01:06:51.100 --> 01:06:51.300]   two
[01:06:51.300 --> 01:06:51.500]   man
[01:06:51.500 --> 01:06:51.770]   tech
[01:06:51.770 --> 01:06:51.830]   z
[01:06:51.830 --> 01:06:51.960]  ig
[01:06:51.960 --> 01:06:52.310]   sum
[01:06:52.310 --> 01:06:52.360]  mat
[01:06:52.360 --> 01:06:52.420]   I
[01:06:52.420 --> 01:06:52.620]  .
[01:06:52.620 --> 01:06:52.890]   said
[01:06:52.890 --> 01:06:53.360]   imagine
[01:06:53.360 --> 01:06:53.630]   this
[01:06:53.630 --> 01:06:53.830]   but
[01:06:53.830 --> 01:06:53.960]  ,
[01:06:53.960 --> 01:06:54.230]   like
[01:06:54.230 --> 01:06:54.430]   for
[01:06:54.430 --> 01:06:54.840]   three
[01:06:54.840 --> 01:06:55.040]   days
[01:06:55.040 --> 01:06:55.240]   and
[01:06:55.240 --> 01:06:55.370]  ,
[01:06:55.370 --> 01:06:55.710]   there
[01:06:55.710 --> 01:06:55.840]  's
[01:06:55.840 --> 01:06:56.570]   like
[01:06:56.570 --> 01:06:56.650]   thirteen
[01:06:56.650 --> 01:06:56.790]   or
[01:06:56.790 --> 01:06:57.320]   fourteen
[01:06:57.320 --> 01:06:57.810]   peoples
[01:06:57.810 --> 01:06:57.920]  ,
[01:06:57.920 --> 01:06:58.120]   did
[01:06:58.120 --> 01:06:58.240]   it
[01:06:58.240 --> 01:06:58.590]   too
[01:06:58.590 --> 01:06:58.650]  .
[01:06:58.650 --> 01:06:58.850]   And
[01:06:58.850 --> 01:06:59.180]   uh
[01:06:59.180 --> 01:06:59.180]   and
[01:06:59.180 --> 01:06:59.310]   it
[01:06:59.310 --> 01:06:59.510]   was
[01:06:59.510 --> 01:06:59.800]   it
[01:06:59.800 --> 01:06:59.980]   was
[01:06:59.980 --> 01:07:00.110]   just
[01:07:00.110 --> 01:07:00.400]   like
[01:07:00.400 --> 01:07:00.650]   that
[01:07:00.650 --> 01:07:00.850]  .
[01:07:00.850 --> 01:07:00.910]   I
[01:07:00.910 --> 01:07:01.180]   mean
[01:07:01.180 --> 01:07:01.310]   we
[01:07:01.310 --> 01:07:01.570]   just
[01:07:01.570 --> 01:07:01.770]   it
[01:07:01.770 --> 01:07:01.910]   was
[01:07:01.910 --> 01:07:02.110]   you
[01:07:02.110 --> 01:07:02.850]   know
[01:07:02.850 --> 01:07:02.930]   because
[01:07:02.930 --> 01:07:02.980]   he
[01:07:02.980 --> 01:07:03.110]   he
[01:07:03.110 --> 01:07:03.380]   knew
[01:07:03.380 --> 01:07:04.060]   everything
[01:07:04.060 --> 01:07:04.400]   about
[01:07:04.400 --> 01:07:04.530]   me
[01:07:04.530 --> 01:07:05.270]   effectively
[01:07:05.270 --> 01:07:05.600]   right
[01:07:05.600 --> 01:07:05.740]  ,
[01:07:05.740 --> 01:07:05.800]   I
[01:07:05.800 --> 01:07:06.000]  .
[01:07:06.000 --> 01:07:06.270]   said
[01:07:06.270 --> 01:07:06.400]   we
[01:07:06.400 --> 01:07:06.600]  're
[01:07:06.600 --> 01:07:06.720]   l
[01:07:06.720 --> 01:07:06.720]   I
[01:07:06.720 --> 01:07:06.850]  'm
[01:07:06.850 --> 01:07:07.050]   at
[01:07:07.050 --> 01:07:07.180]   bit
[01:07:07.180 --> 01:07:07.310]   of
[01:07:07.310 --> 01:07:07.370]   a
[01:07:07.370 --> 01:07:08.180]   disadvantage
[01:07:08.180 --> 01:07:08.450]   here
[01:07:08.450 --> 01:07:08.530]   I
[01:07:08.530 --> 01:07:08.710]  .
[01:07:08.710 --> 01:07:09.180]   said
[01:07:09.180 --> 01:07:09.300]   but
[01:07:09.300 --> 01:07:09.310]   uh
[01:07:09.310 --> 01:07:09.600]  ,
[01:07:09.600 --> 01:07:09.640]   you
[01:07:09.640 --> 01:07:09.940]   know
[01:07:09.940 --> 01:07:10.110]   but
[01:07:10.110 --> 01:07:10.220]  ,
[01:07:10.220 --> 01:07:10.430]   the
[01:07:10.430 --> 01:07:10.830]   fact
[01:07:10.830 --> 01:07:10.980]   that
[01:07:10.980 --> 01:07:11.110]   he
[01:07:11.110 --> 01:07:11.360]   went
[01:07:11.360 --> 01:07:11.570]   to
[01:07:11.570 --> 01:07:11.630]   U
[01:07:11.630 --> 01:07:11.650]  _
[01:07:11.650 --> 01:07:11.690]   F
[01:07:11.690 --> 01:07:11.750]  _
[01:07:11.750 --> 01:07:11.810]  C
[01:07:11.810 --> 01:07:11.870]  _
[01:07:11.870 --> 01:07:12.070]   and
[01:07:12.070 --> 01:07:12.410]   major
[01:07:12.410 --> 01:07:12.880]   physics
[01:07:12.880 --> 01:07:13.080]   and
[01:07:13.080 --> 01:07:13.540]   stuff
[01:07:13.540 --> 01:07:13.550]  ,
[01:07:13.550 --> 01:07:13.820]   like
[01:07:13.820 --> 01:07:13.880]   I
[01:07:13.880 --> 01:07:14.080]   had
[01:07:14.080 --> 01:07:14.150]   a
[01:07:14.150 --> 01:07:14.540]   pretty
[01:07:14.540 --> 01:07:14.870]   good
[01:07:14.870 --> 01:07:15.140]   sense
[01:07:15.140 --> 01:07:16.000]   of
[01:07:16.000 --> 01:07:16.000]  
[01:07:16.000 --> 01:07:16.540]   his
[01:07:16.540 --> 01:07:16.730]   background
[01:07:16.730 --> 01:07:16.820]   was
[01:07:16.820 --> 01:07:16.970]   and
[01:07:16.970 --> 01:07:17.170]   then
[01:07:17.170 --> 01:07:17.270]   we
[01:07:17.270 --> 01:07:17.420]   you
[01:07:17.420 --> 01:07:17.720]   know
[01:07:17.720 --> 01:07:17.720]   we
[01:07:17.720 --> 01:07:17.960]   of
[01:07:17.960 --> 01:07:18.130]   course
[01:07:18.130 --> 01:07:18.230]   we
[01:07:18.230 --> 01:07:18.540]   talked
[01:07:18.540 --> 01:07:18.900]   through
[01:07:18.900 --> 01:07:19.050]   all
[01:07:19.050 --> 01:07:19.150]   of
[01:07:19.150 --> 01:07:19.250]   it
[01:07:19.250 --> 01:07:19.400]   but
[01:07:19.400 --> 01:07:19.960]   uh [SPEAKER_TURN]
[01:07:19.960 --> 01:07:20.230]   Yeah
[01:07:20.230 --> 01:07:20.270]  ,
[01:07:20.270 --> 01:07:20.590]   always
[01:07:20.590 --> 01:07:20.750]   fun
[01:07:20.750 --> 01:07:20.910]  .
[01:07:20.910 --> 01:07:21.110]   So
[01:07:21.110 --> 01:07:21.150]   we
[01:07:21.150 --> 01:07:21.270]  're
[01:07:21.270 --> 01:07:21.540]   gonna
[01:07:21.540 --> 01:07:21.750]   have
[01:07:21.750 --> 01:07:22.060]   the
[01:07:22.060 --> 01:07:22.080]   th [SPEAKER_TURN]
[01:07:22.080 --> 01:07:22.330]   Nice
[01:07:22.330 --> 01:07:22.450]   so
[01:07:22.450 --> 01:07:22.640]   you
[01:07:22.640 --> 01:07:23.080]   took
[01:07:23.080 --> 01:07:23.330]   you
[01:07:23.330 --> 01:07:23.360]   took
[01:07:23.360 --> 01:07:23.450]   my
[01:07:23.450 --> 01:07:23.510]   m
[01:07:23.510 --> 01:07:23.760]   like
[01:07:23.760 --> 01:07:23.820]   I
[01:07:23.820 --> 01:07:24.070]   have
[01:07:24.070 --> 01:07:24.220]   my
[01:07:24.220 --> 01:07:24.570]   Justin
[01:07:24.570 --> 01:07:24.760]   fan
[01:07:24.760 --> 01:07:24.950]   who
[01:07:24.950 --> 01:07:25.200]   came
[01:07:25.200 --> 01:07:25.450]   over
[01:07:25.450 --> 01:07:25.830]   and
[01:07:25.830 --> 01:07:25.830]   and
[01:07:25.830 --> 01:07:26.150]   and
[01:07:26.150 --> 01:07:26.240]   had
[01:07:26.240 --> 01:07:26.400]   one
[01:07:26.400 --> 01:07:26.720]   lunch
[01:07:26.720 --> 01:07:26.910]   and
[01:07:26.910 --> 01:07:27.100]   you
[01:07:27.100 --> 01:07:27.350]   took
[01:07:27.350 --> 01:07:27.470]   my
[01:07:27.470 --> 01:07:27.850]   Justin
[01:07:27.850 --> 01:07:28.100]   fan
[01:07:28.100 --> 01:07:28.230]   and
[01:07:28.230 --> 01:07:28.420]   you
[01:07:28.420 --> 01:07:28.870]   doubled
[01:07:28.870 --> 01:07:28.990]   it
[01:07:28.990 --> 01:07:29.180]   and
[01:07:29.180 --> 01:07:29.420]   then
[01:07:29.420 --> 01:07:29.700]   tripled
[01:07:29.700 --> 01:07:30.000]   it
[01:07:30.000 --> 01:07:30.400]   and
[01:07:30.400 --> 01:07:30.440]   then
[01:07:30.440 --> 01:07:31.080]   multiplied
[01:07:31.080 --> 01:07:31.290]   it
[01:07:31.290 --> 01:07:31.320]   by
[01:07:31.320 --> 01:07:31.510]   ten
[01:07:31.510 --> 01:07:31.700]   and
[01:07:31.700 --> 01:07:32.020]   said
[01:07:32.020 --> 01:07:32.200]   this
[01:07:32.200 --> 01:07:32.320]   is
[01:07:32.320 --> 01:07:32.550]   my
[01:07:32.550 --> 01:07:32.760]   Jason
[01:07:32.760 --> 01:07:33.000]   fan
[01:07:33.000 --> 01:07:33.000]   I
[01:07:33.000 --> 01:07:33.250]  'm
[01:07:33.250 --> 01:07:33.450]   gonna
[01:07:33.450 --> 01:07:33.770]   spend
[01:07:33.770 --> 01:07:33.960]   the
[01:07:33.960 --> 01:07:34.280]   whole
[01:07:34.280 --> 01:07:34.530]   day
[01:07:34.530 --> 01:07:34.720]   with
[01:07:34.720 --> 01:07:34.910]   him
[01:07:34.910 --> 01:07:36.020]  . [SPEAKER_TURN]
[01:07:36.020 --> 01:07:36.320]   This
[01:07:36.320 --> 01:07:36.530]   is
[01:07:36.530 --> 01:07:36.690]   how
[01:07:36.690 --> 01:07:36.910]   you
[01:07:36.910 --> 01:07:37.210]   hang
[01:07:37.210 --> 01:07:37.430]   out
[01:07:37.430 --> 01:07:37.730]   with
[01:07:37.730 --> 01:07:37.790]   a
[01:07:37.790 --> 01:07:38.020]   fan
[01:07:38.020 --> 01:07:38.240]  .
[01:07:38.240 --> 01:07:38.460]   You
[01:07:38.460 --> 01:07:38.790]   know
[01:07:38.790 --> 01:07:38.980]   you
[01:07:38.980 --> 01:07:39.300]   host
[01:07:39.300 --> 01:07:39.350]   a
[01:07:39.350 --> 01:07:39.590]   fan
[01:07:39.590 --> 01:07:39.790]   you
[01:07:39.790 --> 01:07:39.960]  ,
[01:07:39.960 --> 01:07:40.160]   don
[01:07:40.160 --> 01:07:40.310]  't
[01:07:40.310 --> 01:07:40.760]   just
[01:07:40.760 --> 01:07:40.840]   go
[01:07:40.840 --> 01:07:40.980]   get
[01:07:40.980 --> 01:07:41.350]   lunch
[01:07:41.350 --> 01:07:41.570]   you
[01:07:41.570 --> 01:07:41.940]   spend
[01:07:41.940 --> 01:07:42.160]   the
[01:07:42.160 --> 01:07:42.530]   whole
[01:07:42.530 --> 01:07:42.830]   damn
[01:07:42.830 --> 01:07:43.050]   day
[01:07:43.050 --> 01:07:43.270]  .
[01:07:43.270 --> 01:07:43.720]   Yeah
[01:07:43.720 --> 01:07:43.730]   um
[01:07:43.730 --> 01:07:44.660]  , [SPEAKER_TURN]
[01:07:44.660 --> 01:07:45.860]   Well
[01:07:45.860 --> 01:07:45.970]  
[01:07:45.970 --> 01:07:46.070]   it
[01:07:46.070 --> 01:07:46.140]   was
[01:07:46.140 --> 01:07:46.250]   uh
[01:07:46.250 --> 01:07:46.360]   it
[01:07:46.360 --> 01:07:46.530]   was
[01:07:46.530 --> 01:07:46.760]   just
[01:07:46.760 --> 01:07:46.930]   fun
[01:07:46.930 --> 01:07:47.180]   you
[01:07:47.180 --> 01:07:47.330]   know
[01:07:47.330 --> 01:07:47.440]   um
[01:07:47.440 --> 01:07:47.610]   but
[01:07:47.610 --> 01:07:47.780]   you
[01:07:47.780 --> 01:07:48.010]   know
[01:07:48.010 --> 01:07:48.120]   it
[01:07:48.120 --> 01:07:48.400]   did
[01:07:48.400 --> 01:07:48.500]   it
[01:07:48.500 --> 01:07:48.570]   got
[01:07:48.570 --> 01:07:48.680]   me
[01:07:48.680 --> 01:07:48.910]   more
[01:07:48.910 --> 01:07:49.320]   excited
[01:07:49.320 --> 01:07:49.610]   about
[01:07:49.610 --> 01:07:49.820]   the
[01:07:49.820 --> 01:07:50.010]   idea
[01:07:50.010 --> 01:07:50.170]   of
[01:07:50.170 --> 01:07:50.410]   doing
[01:07:50.410 --> 01:07:50.820]   another
[01:07:50.820 --> 01:07:51.170]   summit
[01:07:51.170 --> 01:07:51.340]   and
[01:07:51.340 --> 01:07:51.390]   '
[01:07:51.390 --> 01:07:51.850]  cause
[01:07:51.850 --> 01:07:51.870]   you
[01:07:51.870 --> 01:07:52.080]   know
[01:07:52.080 --> 01:07:52.130]   I
[01:07:52.130 --> 01:07:52.420]   would
[01:07:52.420 --> 01:07:52.470]   '
[01:07:52.470 --> 01:07:52.760]  cause
[01:07:52.760 --> 01:07:52.870]   as
[01:07:52.870 --> 01:07:52.990]   we
[01:07:52.990 --> 01:07:53.490]  're
[01:07:53.490 --> 01:07:53.560]   talking
[01:07:53.560 --> 01:07:54.050]   through
[01:07:54.050 --> 01:07:54.080]   it
[01:07:54.080 --> 01:07:54.130]   I
[01:07:54.130 --> 01:07:54.240]  'm
[01:07:54.240 --> 01:07:54.470]   like
[01:07:54.470 --> 01:07:54.790]   yeah
[01:07:54.790 --> 01:07:54.810]   it
[01:07:54.810 --> 01:07:54.980]   was
[01:07:54.980 --> 01:07:55.330]   really
[01:07:55.330 --> 01:07:55.690]   really
[01:07:55.690 --> 01:07:55.860]   fun
[01:07:55.860 --> 01:07:56.020]  .
[01:07:56.020 --> 01:07:56.190]   And
[01:07:56.190 --> 01:07:56.300]   we
[01:07:56.300 --> 01:07:56.320]   had
[01:07:56.320 --> 01:07:56.510]   a
[01:07:56.510 --> 01:07:56.720]   great
[01:07:56.720 --> 01:07:56.920]   as
[01:07:56.920 --> 01:07:57.080]   I
[01:07:57.080 --> 01:07:57.110]  'm
[01:07:57.110 --> 01:07:57.130]   a
[01:07:57.130 --> 01:07:57.360]   sort
[01:07:57.360 --> 01:07:57.470]   of
[01:07:57.470 --> 01:07:58.120]   talking
[01:07:58.120 --> 01:07:58.290]   through
[01:07:58.290 --> 01:07:58.400]   it
[01:07:58.400 --> 01:07:58.510]  's
[01:07:58.510 --> 01:07:58.670]  ,
[01:07:58.670 --> 01:07:58.850]   like
[01:07:58.850 --> 01:07:59.080]   yeah
[01:07:59.080 --> 01:07:59.210]   we
[01:07:59.210 --> 01:07:59.420]   went
[01:07:59.420 --> 01:07:59.650]   from
[01:07:59.650 --> 01:07:59.880]   this
[01:07:59.880 --> 01:08:00.170]   route
[01:08:00.170 --> 01:08:00.340]   and
[01:08:00.340 --> 01:08:00.930]   restaurant
[01:08:00.930 --> 01:08:01.100]   and
[01:08:01.100 --> 01:08:01.250]   we
[01:08:01.250 --> 01:08:01.440]   just
[01:08:01.440 --> 01:08:01.550]   it
[01:08:01.550 --> 01:08:01.720]   was
[01:08:01.720 --> 01:08:02.010]   this
[01:08:02.010 --> 01:08:02.180]   sort
[01:08:02.180 --> 01:08:02.410]   of
[01:08:02.410 --> 01:08:02.460]   day
[01:08:02.460 --> 01:08:02.570]   of
[01:08:02.570 --> 01:08:02.740]   deb
[01:08:02.740 --> 01:08:02.850]  au
[01:08:02.850 --> 01:08:03.080]  cher
[01:08:03.080 --> 01:08:03.130]   I
[01:08:03.130 --> 01:08:03.360]   mean
[01:08:03.360 --> 01:08:03.500]   it
[01:08:03.500 --> 01:08:03.580]  's
[01:08:03.580 --> 01:08:03.810]   just
[01:08:03.810 --> 01:08:04.040]   like
[01:08:04.040 --> 01:08:04.500]   would
[01:08:04.500 --> 01:08:04.610]   you
[01:08:04.610 --> 01:08:04.640]   be
[01:08:04.640 --> 01:08:04.840]   like
[01:08:04.840 --> 01:08:04.890]   a
[01:08:04.890 --> 01:08:05.250]   French
[01:08:05.250 --> 01:08:05.530]   arist
[01:08:05.530 --> 01:08:05.880]  ocrats
[01:08:05.880 --> 01:08:05.990]   in
[01:08:05.990 --> 01:08:06.160]   the
[01:08:06.160 --> 01:08:06.630]   eighteen
[01:08:06.630 --> 01:08:07.170]   hundreds
[01:08:07.170 --> 01:08:07.580]   probably
[01:08:07.580 --> 01:08:07.860]   spent
[01:08:07.860 --> 01:08:08.150]   their
[01:08:08.150 --> 01:08:08.320]   day
[01:08:08.320 --> 01:08:08.570]   just
[01:08:08.570 --> 01:08:08.840]   going
[01:08:08.840 --> 01:08:09.070]   from
[01:08:09.070 --> 01:08:09.300]   like
[01:08:09.300 --> 01:08:09.470]   one
[01:08:09.470 --> 01:08:09.760]   salon
[01:08:09.760 --> 01:08:09.870]   to
[01:08:09.870 --> 01:08:10.280]   another
[01:08:10.280 --> 01:08:10.390]   or
[01:08:10.390 --> 01:08:10.920]   something
[01:08:10.920 --> 01:08:11.150]   like
[01:08:11.150 --> 01:08:11.380]   that
[01:08:11.380 --> 01:08:11.550]  .
[01:08:11.550 --> 01:08:11.600]   I
[01:08:11.600 --> 01:08:11.830]   mean
[01:08:11.830 --> 01:08:11.880]   I
[01:08:11.880 --> 01:08:12.160]   don
[01:08:12.160 --> 01:08:12.160]  't
[01:08:12.160 --> 01:08:12.400]   really
[01:08:12.400 --> 01:08:12.790]   It
[01:08:12.790 --> 01:08:12.880]   was
[01:08:12.880 --> 01:08:13.020]   yeah
[01:08:13.020 --> 01:08:13.180]  .
[01:08:13.180 --> 01:08:13.300]   So
[01:08:13.300 --> 01:08:13.410]   we
[01:08:13.410 --> 01:08:13.460]   w
[01:08:13.460 --> 01:08:13.800]   I
[01:08:13.800 --> 01:08:13.910]   think
[01:08:13.910 --> 01:08:14.030]   we
[01:08:14.030 --> 01:08:15.740]   should [SPEAKER_TURN]
[01:08:15.740 --> 01:08:15.740]  
[01:08:15.740 --> 01:08:16.520]   probably
[01:08:16.520 --> 01:08:16.650]   think
[01:08:16.650 --> 01:08:16.820]   about
[01:08:16.820 --> 01:08:17.120]   doing
[01:08:17.120 --> 01:08:17.360]   that
[01:08:17.360 --> 01:08:17.790]   again
[01:08:17.790 --> 01:08:17.830]  .
[01:08:17.830 --> 01:08:18.130]   Maybe
[01:08:18.130 --> 01:08:18.320]   we
[01:08:18.320 --> 01:08:18.370]   we
[01:08:18.370 --> 01:08:18.490]   do
[01:08:18.490 --> 01:08:18.610]   an
[01:08:18.610 --> 01:08:18.780]   you
[01:08:18.780 --> 01:08:19.030]   know
[01:08:19.030 --> 01:08:19.090]   I
[01:08:19.090 --> 01:08:19.390]   guess
[01:08:19.390 --> 01:08:19.510]   it
[01:08:19.510 --> 01:08:19.620]  's
[01:08:19.620 --> 01:08:20.210]   already
[01:08:20.210 --> 01:08:20.220]   May
[01:08:20.220 --> 01:08:20.340]   so
[01:08:20.340 --> 01:08:20.460]   we
[01:08:20.460 --> 01:08:20.640]   can
[01:08:20.640 --> 01:08:20.760]   do
[01:08:20.760 --> 01:08:21.180]   another
[01:08:21.180 --> 01:08:21.360]   one
[01:08:21.360 --> 01:08:21.480]   in
[01:08:21.480 --> 01:08:21.800]   maybe
[01:08:21.800 --> 01:08:22.320]   September
[01:08:22.320 --> 01:08:22.720]   again
[01:08:22.720 --> 01:08:22.790]  .
[01:08:22.790 --> 01:08:23.090]   Maybe
[01:08:23.090 --> 01:08:23.330]   that
[01:08:23.330 --> 01:08:23.510]   was
[01:08:23.510 --> 01:08:23.570]   a
[01:08:23.570 --> 01:08:23.980]   good
[01:08:23.980 --> 01:08:24.050]   time
[01:08:24.050 --> 01:08:24.240]   of
[01:08:24.240 --> 01:08:24.440]   year
[01:08:24.440 --> 01:08:24.630]  .
[01:08:24.630 --> 01:08:25.240]   Um [SPEAKER_TURN]
[01:08:25.240 --> 01:08:26.630]   Barry
[01:08:26.630 --> 01:08:27.040]   Wins
[01:08:27.040 --> 01:08:28.090]  low
[01:08:28.090 --> 01:08:28.840]   joined
[01:08:28.840 --> 01:08:29.440]   the
[01:08:29.440 --> 01:08:30.040]   the
[01:08:30.040 --> 01:08:30.850]   Hang
[01:08:30.850 --> 01:08:31.470]  out
[01:08:31.470 --> 01:08:32.640]  .
[01:08:32.640 --> 01:08:33.040]   The
[01:08:33.040 --> 01:08:33.440]   Hang
[01:08:33.440 --> 01:08:33.860]  out
[01:08:33.860 --> 01:08:34.430]  's
[01:08:34.430 --> 01:08:35.040]   not
[01:08:35.040 --> 01:08:35.570]   a
[01:08:35.570 --> 01:08:35.840]   bad
[01:08:35.840 --> 01:08:36.900]   idea
[01:08:36.900 --> 01:08:38.250]   actually
[01:08:38.250 --> 01:08:38.940]  .
[01:08:38.940 --> 01:08:39.050]   '
[01:08:39.050 --> 01:08:40.050]  Cause
[01:08:40.050 --> 01:08:42.160]   he [SPEAKER_TURN]
[01:08:42.160 --> 01:08:42.270]   How
[01:08:42.270 --> 01:08:42.380]   how
[01:08:42.380 --> 01:08:42.530]   were
[01:08:42.530 --> 01:08:42.710]   they
[01:08:42.710 --> 01:08:42.910]   asking
[01:08:42.910 --> 01:08:43.180]   anybody
[01:08:43.180 --> 01:08:43.410]   asking
[01:08:43.410 --> 01:08:43.570]   any
[01:08:43.570 --> 01:08:43.930]   questions
[01:08:43.930 --> 01:08:44.060]   while
[01:08:44.060 --> 01:08:44.290]   while
[01:08:44.290 --> 01:08:44.310]   I
[01:08:44.310 --> 01:08:44.400]   was
[01:08:44.400 --> 01:08:44.550]   gone
[01:08:44.550 --> 01:08:44.780]  ? [SPEAKER_TURN]
[01:08:45.040 --> 01:08:45.110]  
[01:08:45.110 --> 01:08:45.180]   Um
[01:08:45.180 --> 01:08:45.250]   n
[01:08:45.250 --> 01:08:45.470]   not
[01:08:45.470 --> 01:08:46.050]   really
[01:08:46.050 --> 01:08:46.120]   we
[01:08:46.120 --> 01:08:46.300]   we
[01:08:46.300 --> 01:08:46.410]   the
[01:08:46.410 --> 01:08:46.750]   the
[01:08:46.750 --> 01:08:46.920]   main
[01:08:46.920 --> 01:08:47.290]   thing
[01:08:47.290 --> 01:08:47.580]   that
[01:08:47.580 --> 01:08:48.050]   came
[01:08:48.050 --> 01:08:48.160]   from
[01:08:48.160 --> 01:08:48.380]   the
[01:08:48.380 --> 01:08:48.670]   time
[01:08:48.670 --> 01:08:48.960]   that
[01:08:48.960 --> 01:08:49.180]   you
[01:08:49.180 --> 01:08:49.400]  're
[01:08:49.400 --> 01:08:49.690]   away
[01:08:49.690 --> 01:08:49.910]   was
[01:08:49.910 --> 01:08:50.040]   to
[01:08:50.040 --> 01:08:50.490]   start
[01:08:50.490 --> 01:08:50.570]   a
[01:08:50.570 --> 01:08:50.780]   Hang
[01:08:50.780 --> 01:08:51.000]  out
[01:08:51.000 --> 01:08:52.040]  .
[01:08:52.040 --> 01:08:52.380]   Um
[01:08:52.380 --> 01:08:52.890]   Philip
[01:08:52.890 --> 01:08:53.190]   are
[01:08:53.190 --> 01:08:53.460]   you
[01:08:53.460 --> 01:08:53.640]   do
[01:08:53.640 --> 01:08:54.220]   you
[01:08:54.220 --> 01:08:54.270]   have
[01:08:54.270 --> 01:08:54.360]   a
[01:08:54.360 --> 01:08:54.930]   a
[01:08:54.930 --> 01:08:55.360]   microphone
[01:08:55.360 --> 01:08:55.910]   that
[01:08:55.910 --> 01:08:55.990]   you
[01:08:55.990 --> 01:08:56.440]   could
[01:08:56.440 --> 01:08:56.710]   say
[01:08:56.710 --> 01:08:57.470]   something
[01:08:57.470 --> 01:08:57.860]  ? [SPEAKER_TURN]
[01:08:57.860 --> 01:08:58.160]   Oh
[01:08:58.160 --> 01:08:58.910]   there
[01:08:58.910 --> 01:08:59.220]   he
[01:08:59.220 --> 01:08:59.520]   is
[01:08:59.520 --> 01:09:00.120]   okay
[01:09:00.120 --> 01:09:01.660]  , [SPEAKER_TURN]
[01:09:01.660 --> 01:09:01.750]   Hi
[01:09:01.750 --> 01:09:02.020]   Philip
[01:09:02.020 --> 01:09:02.210]   how
[01:09:02.210 --> 01:09:02.250]  ,
[01:09:02.250 --> 01:09:02.390]   you
[01:09:02.390 --> 01:09:02.620]   doing
[01:09:02.620 --> 01:09:02.780]  ?
[01:09:02.780 --> 01:09:03.670]   Good
[01:09:03.670 --> 01:09:06.140]  . [SPEAKER_TURN]
[01:09:06.140 --> 01:09:06.790]   Oh
[01:09:06.790 --> 01:09:10.460]  . [SPEAKER_TURN]
[01:09:10.460 --> 01:09:10.640]   Okay
[01:09:10.640 --> 01:09:10.820]   no
[01:09:10.820 --> 01:09:10.830]  ,
[01:09:10.830 --> 01:09:11.130]   worries
[01:09:11.130 --> 01:09:11.310]   no
[01:09:11.310 --> 01:09:11.310]  ,
[01:09:11.310 --> 01:09:11.610]   worries
[01:09:11.610 --> 01:09:12.040]  .
[01:09:12.040 --> 01:09:12.040]   Um
[01:09:12.040 --> 01:09:12.730]   yeah
[01:09:12.730 --> 01:09:13.900]  , [SPEAKER_TURN]
[01:09:13.900 --> 01:09:13.920]  
[01:09:13.920 --> 01:09:13.960]   I
[01:09:13.960 --> 01:09:14.160]  'll
[01:09:14.160 --> 01:09:14.220]   I
[01:09:14.220 --> 01:09:14.420]  'll
[01:09:14.420 --> 01:09:14.620]   you
[01:09:14.620 --> 01:09:14.960]   wanna
[01:09:14.960 --> 01:09:15.100]   go
[01:09:15.100 --> 01:09:15.360]   into
[01:09:15.360 --> 01:09:15.730]   the
[01:09:15.730 --> 01:09:15.830]   next
[01:09:15.830 --> 01:09:16.170]   thing
[01:09:16.170 --> 01:09:16.500]   So
[01:09:16.500 --> 01:09:16.500]  ?
[01:09:16.500 --> 01:09:16.800]   um
[01:09:16.800 --> 01:09:16.830]   the
[01:09:16.830 --> 01:09:17.100]   next
[01:09:17.100 --> 01:09:17.560]   morning
[01:09:17.560 --> 01:09:17.690]   of
[01:09:17.690 --> 01:09:18.230]   course
[01:09:18.230 --> 01:09:18.430]   is
[01:09:18.430 --> 01:09:18.490]   the
[01:09:18.490 --> 01:09:18.500]   L
[01:09:18.500 --> 01:09:18.550]  _
[01:09:18.550 --> 01:09:18.610]  A
[01:09:18.610 --> 01:09:18.680]  _
[01:09:18.680 --> 01:09:18.940]   math
[01:09:18.940 --> 01:09:19.140]   cup
[01:09:19.140 --> 01:09:20.040]  . [SPEAKER_TURN]
[01:09:20.040 --> 01:09:20.160]   Oh
[01:09:20.160 --> 01:09:20.360]   yeah
[01:09:20.360 --> 01:09:20.510]  ,
[01:09:20.510 --> 01:09:20.840]   let
[01:09:20.840 --> 01:09:20.940]  's
[01:09:20.940 --> 01:09:21.030]   let
[01:09:21.030 --> 01:09:21.150]  's
[01:09:21.150 --> 01:09:21.400]   hear
[01:09:21.400 --> 01:09:21.750]   about
[01:09:21.750 --> 01:09:21.960]   this
[01:09:21.960 --> 01:09:22.700]  . [SPEAKER_TURN]
[01:09:22.700 --> 01:09:22.700]  
[01:09:22.700 --> 01:09:23.400]   So
[01:09:23.400 --> 01:09:23.400]   I
[01:09:23.400 --> 01:09:23.460]   the
[01:09:23.460 --> 01:09:23.650]   L
[01:09:23.650 --> 01:09:23.710]  _
[01:09:23.710 --> 01:09:23.900]   the
