
[00:00:00.000 --> 00:00:00.020]  
[00:00:00.020 --> 00:00:01.440]   All
[00:47:25.870 --> 00:47:26.210]   keeps
[00:47:26.210 --> 00:47:26.360]   esp
[00:47:26.360 --> 00:47:26.720]  ousing
[00:47:26.720 --> 00:47:26.850]  ,
[00:47:26.850 --> 00:47:27.030]   but
[00:47:27.030 --> 00:47:27.280]   they
[00:47:27.280 --> 00:47:27.710]   they
[00:47:27.710 --> 00:47:27.810]  're
[00:47:27.810 --> 00:47:28.030]   not
[00:47:28.030 --> 00:47:28.140]   they
[00:47:28.140 --> 00:47:28.330]   don
[00:47:28.330 --> 00:47:28.440]  't
[00:47:28.440 --> 00:47:28.560]   they
[00:47:28.560 --> 00:47:28.860]   don
[00:47:28.860 --> 00:47:29.110]  't
[00:47:29.110 --> 00:47:29.150]   go
[00:47:29.150 --> 00:47:29.610]   together
[00:47:29.610 --> 00:47:29.790]  .
[00:47:29.790 --> 00:47:30.210]   They
[00:47:30.210 --> 00:47:30.220]  're
[00:47:30.220 --> 00:47:30.460]   kind
[00:47:30.460 --> 00:47:30.590]   of
[00:47:30.590 --> 00:47:30.780]   at
[00:47:30.780 --> 00:47:30.780]   odds
[00:47:30.780 --> 00:47:31.360]  ,
[00:47:31.360 --> 00:47:31.390]   which
[00:47:31.390 --> 00:47:31.510]   is
[00:47:31.510 --> 00:47:31.690]   the
[00:47:31.690 --> 00:47:31.940]   idea
[00:47:31.940 --> 00:47:32.130]   the
[00:47:32.130 --> 00:47:32.240]  ,
[00:47:32.240 --> 00:47:32.680]   minimal
[00:47:32.680 --> 00:47:33.050]   viable
[00:47:33.050 --> 00:47:33.490]   product
[00:47:33.490 --> 00:47:33.640]  ,
[00:47:33.640 --> 00:47:33.920]   which
[00:47:33.920 --> 00:47:34.480]   everybody
[00:47:34.480 --> 00:47:34.600]   uh
[00:47:34.600 --> 00:47:34.720]   on
[00:47:34.720 --> 00:47:35.100]   Hacker
[00:47:35.100 --> 00:47:35.390]   News
[00:47:35.390 --> 00:47:35.970]   everything
[00:47:35.970 --> 00:47:36.090]   is
[00:47:36.090 --> 00:47:36.530]   talking
[00:47:36.530 --> 00:47:36.840]   about
[00:47:36.840 --> 00:47:36.960]  ,
[00:47:36.960 --> 00:47:37.210]   just
[00:47:37.210 --> 00:47:37.650]   release
[00:47:37.650 --> 00:47:37.800]   it
[00:47:37.800 --> 00:47:38.080]   right
[00:47:38.080 --> 00:47:38.190]  ,
[00:47:38.190 --> 00:47:38.700]   The
[00:47:38.700 --> 00:47:38.880]   simplest
[00:47:38.880 --> 00:47:39.250]   thing
[00:47:39.250 --> 00:47:39.370]   you
[00:47:39.370 --> 00:47:39.550]   can
[00:47:39.550 --> 00:47:39.730]   get
[00:47:39.730 --> 00:47:39.910]   out
[00:47:39.910 --> 00:47:40.220]   there
[00:47:40.220 --> 00:47:40.400]  .
[00:47:40.400 --> 00:47:40.920]   Release
[00:47:40.920 --> 00:47:40.960]   it
[00:47:40.960 --> 00:47:41.080]  ,
[00:47:41.080 --> 00:47:41.320]   okay
[00:47:41.320 --> 00:47:41.350]  .
[00:47:41.350 --> 00:47:41.590]   Be
[00:47:41.590 --> 00:47:41.930]  ak
[00:47:41.930 --> 00:47:41.940]   and
[00:47:41.940 --> 00:47:42.110]   the
[00:47:42.110 --> 00:47:42.670]   reason
[00:47:42.670 --> 00:47:42.730]   they
[00:47:42.730 --> 00:47:42.910]   say
[00:47:42.910 --> 00:47:43.160]   that
[00:47:43.160 --> 00:47:43.280]   or
[00:47:43.280 --> 00:47:43.470]   one
[00:47:43.470 --> 00:47:43.580]   of
[00:47:43.580 --> 00:47:43.760]   the
[00:47:43.760 --> 00:47:43.930]   key
[00:47:43.930 --> 00:47:44.360]   things
[00:47:44.360 --> 00:47:44.430]   is
[00:47:44.430 --> 00:47:44.680]   that
[00:47:44.680 --> 00:47:44.860]   you
[00:47:44.860 --> 00:47:45.040]   don
[00:47:45.040 --> 00:47:45.160]  't
[00:47:45.160 --> 00:47:45.410]   know
[00:47:45.410 --> 00:47:45.530]   if
[00:47:45.530 --> 00:47:45.900]   people
[00:47:45.900 --> 00:47:46.080]   are
[00:47:46.080 --> 00:47:46.390]   gonna
[00:47:46.390 --> 00:47:46.640]   want
[00:47:46.640 --> 00:47:46.920]   your
[00:47:46.920 --> 00:47:48.100]   product
[00:47:48.100 --> 00:47:48.300]  
[00:47:48.300 --> 00:47:48.520]   you
[00:47:48.520 --> 00:47:48.570]   need
[00:47:48.570 --> 00:47:48.700]   to
[00:47:48.700 --> 00:47:48.950]   let
[00:47:48.950 --> 00:47:49.100]   the
[00:47:49.100 --> 00:47:49.510]   market
[00:47:49.510 --> 00:47:49.800]   tell
[00:47:49.800 --> 00:47:49.980]   you
[00:47:49.980 --> 00:47:50.250]   what
[00:47:50.250 --> 00:47:50.520]   your
[00:47:50.520 --> 00:47:51.000]   product
[00:47:51.000 --> 00:47:51.130]   is
[00:47:51.130 --> 00:47:51.260]  ,
[00:47:51.260 --> 00:47:51.310]   right
[00:47:51.310 --> 00:47:52.140]  ?
[00:47:52.140 --> 00:47:52.280]   Because
[00:47:52.280 --> 00:47:52.400]   there
[00:47:52.400 --> 00:47:52.690]  's
[00:47:52.690 --> 00:47:53.160]   '
[00:47:53.160 --> 00:47:53.220]  cause
[00:47:53.220 --> 00:47:53.600]   they
[00:47:53.600 --> 00:47:53.630]  'll
[00:47:53.630 --> 00:47:53.920]   you
[00:47:53.920 --> 00:47:54.220]  'll
[00:47:54.220 --> 00:47:54.410]   throw
[00:47:54.410 --> 00:47:54.990]   something
[00:47:54.990 --> 00:47:55.190]   out
[00:47:55.190 --> 00:47:55.530]   there
[00:47:55.530 --> 00:47:55.800]   and
[00:47:55.800 --> 00:47:56.000]   then
[00:47:56.000 --> 00:47:56.810]   everybody
[00:47:56.810 --> 00:47:56.820]  'll
[00:47:56.820 --> 00:47:57.090]   tell
[00:47:57.090 --> 00:47:57.380]   you
[00:47:57.380 --> 00:47:57.560]   well
[00:47:57.560 --> 00:47:57.850]   that
[00:47:57.850 --> 00:47:58.170]   doesn
[00:47:58.170 --> 00:47:58.300]  't
[00:47:58.300 --> 00:47:58.580]   work
[00:47:58.580 --> 00:47:58.700]   or
[00:47:58.700 --> 00:47:58.980]   this
[00:47:58.980 --> 00:47:59.310]   needs
[00:47:59.310 --> 00:47:59.440]   to
[00:47:59.440 --> 00:47:59.570]   be
[00:47:59.570 --> 00:47:59.840]   that
[00:47:59.840 --> 00:47:59.970]   or
[00:47:59.970 --> 00:48:00.520]   whatever
[00:48:00.520 --> 00:48:00.720]   and
[00:48:00.720 --> 00:48:00.780]   y
[00:48:00.780 --> 00:48:00.980]   and
[00:48:00.980 --> 00:48:01.130]   y
[00:48:01.130 --> 00:48:01.470]   rather
[00:48:01.470 --> 00:48:01.770]   than
[00:48:01.770 --> 00:48:01.940]   you
[00:48:01.940 --> 00:48:02.490]   spending
[00:48:02.490 --> 00:48:02.900]   months
[00:48:02.900 --> 00:48:03.030]   or
[00:48:03.030 --> 00:48:03.400]   years
[00:48:03.400 --> 00:48:03.640]   iter
[00:48:03.640 --> 00:48:04.070]  ating
[00:48:04.070 --> 00:48:04.220]   on
[00:48:04.220 --> 00:48:04.730]   something
[00:48:04.730 --> 00:48:05.130]   that
[00:48:05.130 --> 00:48:05.260]   is
[00:48:05.260 --> 00:48:05.330]   not
[00:48:05.330 --> 00:48:05.600]   what
[00:48:05.600 --> 00:48:06.070]   people
[00:48:06.070 --> 00:48:06.410]   want
[00:48:06.410 --> 00:48:06.410]  ,
[00:48:06.410 --> 00:48:06.520]   you
[00:48:06.520 --> 00:48:07.010]   know
[00:48:07.010 --> 00:48:07.010]  ,
[00:48:07.010 --> 00:48:07.210]   get
[00:48:07.210 --> 00:48:07.480]   some
[00:48:07.480 --> 00:48:08.160]   there
[00:48:08.160 --> 00:48:08.230]   right
[00:48:08.230 --> 00:48:08.290]  ,
[00:48:08.290 --> 00:48:08.420]   So
[00:48:08.420 --> 00:48:08.680]   that
[00:48:08.680 --> 00:48:08.950]  's
[00:48:08.950 --> 00:48:08.980]   it
[00:48:08.980 --> 00:48:09.420]   right
[00:48:09.420 --> 00:48:09.430]  ,
[00:48:09.430 --> 00:48:09.690]   That
[00:48:09.690 --> 00:48:10.020]  's
[00:48:10.020 --> 00:48:10.090]  .
[00:48:10.090 --> 00:48:10.150]   in
[00:48:10.150 --> 00:48:10.310]   in
[00:48:10.310 --> 00:48:10.550]   some
[00:48:10.550 --> 00:48:12.020]   now [SPEAKER_TURN]
[00:48:12.020 --> 00:48:12.210]   Well
[00:48:12.210 --> 00:48:12.300]   no
[00:48:12.300 --> 00:48:12.530]   there
[00:48:12.530 --> 00:48:12.620]  's
[00:48:12.620 --> 00:48:12.760]   the
[00:48:12.760 --> 00:48:12.800]   o
[00:48:12.800 --> 00:48:13.030]   there
[00:48:13.030 --> 00:48:13.110]  's
[00:48:13.110 --> 00:48:13.260]   the
[00:48:13.260 --> 00:48:13.490]   other
[00:48:13.490 --> 00:48:13.680]   side
[00:48:13.680 --> 00:48:13.770]   to
[00:48:13.770 --> 00:48:13.910]   the
[00:48:13.910 --> 00:48:14.290]   argument
[00:48:14.290 --> 00:48:14.380]   of
[00:48:14.380 --> 00:48:14.570]   your
[00:48:14.570 --> 00:48:14.990]   cognitive
[00:48:14.990 --> 00:48:15.270]   disson
[00:48:15.270 --> 00:48:15.460]  ance
[00:48:15.460 --> 00:48:15.700]  . [SPEAKER_TURN]
[00:48:16.040 --> 00:48:16.110]  
[00:48:16.110 --> 00:48:16.310]   Yeah
[00:48:16.310 --> 00:48:16.440]   the
[00:48:16.440 --> 00:48:16.900]   other
[00:48:16.900 --> 00:48:17.030]   side
[00:48:17.030 --> 00:48:17.180]   okay
[00:48:17.180 --> 00:48:17.430]  ,
[00:48:17.430 --> 00:48:17.650]   which
[00:48:17.650 --> 00:48:17.680]   is
[00:48:17.680 --> 00:48:17.900]   this
[00:48:17.900 --> 00:48:18.250]  .
[00:48:18.250 --> 00:48:18.280]   The
[00:48:18.280 --> 00:48:18.530]   whole
[00:48:18.530 --> 00:48:18.980]   uh
[00:48:18.980 --> 00:48:18.990]   thirty
[00:48:18.990 --> 00:48:19.260]   seven
[00:48:19.260 --> 00:48:19.660]   signals
[00:48:19.660 --> 00:48:20.120]   approach
[00:48:20.120 --> 00:48:20.420]   which
[00:48:20.420 --> 00:48:20.510]   is
[00:48:20.510 --> 00:48:20.740]   when
[00:48:20.740 --> 00:48:20.860]   l
[00:48:20.860 --> 00:48:20.900]  oo
[00:48:20.900 --> 00:48:21.240]   losing
[00:48:21.240 --> 00:48:21.470]   Base
[00:48:21.470 --> 00:48:21.700]  camp
[00:48:21.700 --> 00:48:21.930]   they
[00:48:21.930 --> 00:48:22.160]   they
[00:48:22.160 --> 00:48:22.400]   they
[00:48:22.400 --> 00:48:22.560]   don
[00:48:22.560 --> 00:48:22.670]  't
[00:48:22.670 --> 00:48:22.960]   throw
[00:48:22.960 --> 00:48:23.060]   it
[00:48:23.060 --> 00:48:23.230]   out
[00:48:23.230 --> 00:48:23.510]   there
[00:48:23.510 --> 00:48:23.680]   and
[00:48:23.680 --> 00:48:23.850]   and
[00:48:23.850 --> 00:48:24.070]   get
[00:48:24.070 --> 00:48:24.070]   a
[00:48:24.070 --> 00:48:24.240]   lot
[00:48:24.240 --> 00:48:24.470]   of
[00:48:24.470 --> 00:48:24.810]   feedback
[00:48:24.810 --> 00:48:24.970]  .
[00:48:24.970 --> 00:48:25.380]   They
[00:48:25.380 --> 00:48:25.410]   don
[00:48:25.410 --> 00:48:25.490]  't
[00:48:25.490 --> 00:48:25.960]   change
[00:48:25.960 --> 00:48:26.110]   stuff
[00:48:26.110 --> 00:48:26.340]   very
[00:48:26.340 --> 00:48:26.570]   much
[00:48:26.570 --> 00:48:26.740]  .
[00:48:26.740 --> 00:48:27.010]   They
[00:48:27.010 --> 00:48:27.140]   say
[00:48:27.140 --> 00:48:27.240]   th
[00:48:27.240 --> 00:48:27.480]   they
[00:48:27.480 --> 00:48:27.760]   build
[00:48:27.760 --> 00:48:27.810]   a
[00:48:27.810 --> 00:48:27.920]   oh
[00:48:27.920 --> 00:48:28.080]   g
[00:48:28.080 --> 00:48:28.190]   it
[00:48:28.190 --> 00:48:28.210]  's
[00:48:28.210 --> 00:48:28.360]   the
[00:48:28.360 --> 00:48:28.620]   idea
[00:48:28.620 --> 00:48:28.730]   of
[00:48:28.730 --> 00:48:29.310]   scratching
[00:48:29.310 --> 00:48:29.500]   your
[00:48:29.500 --> 00:48:29.670]   own
[00:48:29.670 --> 00:48:29.900]   edge
[00:48:29.900 --> 00:48:30.060]  ,
[00:48:30.060 --> 00:48:30.060]   '
[00:48:30.060 --> 00:48:30.270]  kay
[00:48:30.270 --> 00:48:30.460]   That
[00:48:30.460 --> 00:48:30.590]  's
[00:48:30.590 --> 00:48:30.740]  .
[00:48:30.740 --> 00:48:31.020]   right
[00:48:31.020 --> 00:48:31.190]  .
[00:48:31.190 --> 00:48:31.360]   Min
[00:48:31.360 --> 00:48:31.590]  imal
[00:48:31.590 --> 00:48:32.120]   viable
[00:48:32.120 --> 00:48:32.350]   product
[00:48:32.350 --> 00:48:32.670]   versus
[00:48:32.670 --> 00:48:33.230]   scratching
[00:48:33.230 --> 00:48:33.470]   your
[00:48:33.470 --> 00:48:33.650]   own
[00:48:33.650 --> 00:48:33.870]   edge
[00:48:33.870 --> 00:48:34.040]  .
[00:48:34.040 --> 00:48:34.200]   If
[00:48:34.200 --> 00:48:34.360]   you
[00:48:34.360 --> 00:48:34.720]  're
[00:48:34.720 --> 00:48:35.060]   scratching
[00:48:35.060 --> 00:48:35.290]   your
[00:48:35.290 --> 00:48:35.460]   own
[00:48:35.460 --> 00:48:35.680]   edge
[00:48:35.680 --> 00:48:35.850]  ,
[00:48:35.850 --> 00:48:36.200]   then
[00:48:36.200 --> 00:48:36.200]   you
[00:48:36.200 --> 00:48:36.590]   under
[00:48:36.590 --> 00:48:36.700]  st
[00:48:36.700 --> 00:48:36.760]   you
[00:48:36.760 --> 00:48:36.930]   are
[00:48:36.930 --> 00:48:37.100]   the
[00:48:37.100 --> 00:48:37.760]   fundamental
[00:48:37.760 --> 00:48:38.070]   client
[00:48:38.070 --> 00:48:38.410]  .
[00:48:38.410 --> 00:48:38.500]   You
[00:48:38.500 --> 00:48:38.670]   are
[00:48:38.670 --> 00:48:39.110]   building
[00:48:39.110 --> 00:48:39.670]   something
[00:48:39.670 --> 00:48:39.750]   to
[00:48:39.750 --> 00:48:39.990]   solve
[00:48:39.990 --> 00:48:40.180]   your
[00:48:40.180 --> 00:48:40.580]   problem
[00:48:40.580 --> 00:48:40.750]  .
[00:48:40.750 --> 00:48:40.920]   You
[00:48:40.920 --> 00:48:41.090]  're
[00:48:41.090 --> 00:48:41.330]   not
[00:48:41.330 --> 00:48:41.600]   asking
[00:48:41.600 --> 00:48:41.940]   other
[00:48:41.940 --> 00:48:42.220]   people
[00:48:42.220 --> 00:48:42.380]   to
[00:48:42.380 --> 00:48:42.610]   solve
[00:48:42.610 --> 00:48:42.780]   you
[00:48:42.780 --> 00:48:43.010]   know
[00:48:43.010 --> 00:48:43.240]   what
[00:48:43.240 --> 00:48:43.640]   problem
[00:48:43.640 --> 00:48:43.870]   they
[00:48:43.870 --> 00:48:44.290]   want
[00:48:44.290 --> 00:48:44.440]   solved
[00:48:44.440 --> 00:48:45.660]  . [SPEAKER_TURN]
[00:48:45.860 --> 00:48:45.920]   And
[00:48:45.920 --> 00:48:45.940]   so
[00:48:45.940 --> 00:48:46.130]   Base
[00:48:46.130 --> 00:48:46.340]  camp
[00:48:46.340 --> 00:48:46.610]   which
[00:48:46.610 --> 00:48:46.760]   was
[00:48:46.760 --> 00:48:47.170]   thirty
[00:48:47.170 --> 00:48:47.410]   seven
[00:48:47.410 --> 00:48:47.730]   signals
[00:48:47.730 --> 00:48:47.840]   I
[00:48:47.840 --> 00:48:48.050]   think
[00:48:48.050 --> 00:48:48.310]   first
[00:48:48.310 --> 00:48:48.840]   product
[00:48:48.840 --> 00:48:49.100]   release
[00:48:49.100 --> 00:48:49.410]   was
[00:48:49.410 --> 00:48:49.590]   solving
[00:48:49.590 --> 00:48:49.860]   their
[00:48:49.860 --> 00:48:50.020]   own
[00:48:50.020 --> 00:48:50.540]   problem
[00:48:50.540 --> 00:48:50.550]   and
[00:48:50.550 --> 00:48:50.760]   they
[00:48:50.760 --> 00:48:50.920]   got
[00:48:50.920 --> 00:48:51.020]   it
[00:48:51.020 --> 00:48:51.180]   out
[00:48:51.180 --> 00:48:51.450]   there
[00:48:51.450 --> 00:48:51.610]   and
[00:48:51.610 --> 00:48:51.820]   they
[00:48:51.820 --> 00:48:52.030]   made
[00:48:52.030 --> 00:48:52.140]   it
[00:48:52.140 --> 00:48:52.290]   you
[00:48:52.290 --> 00:48:52.580]   know
[00:48:52.580 --> 00:48:52.660]   pro
[00:48:52.660 --> 00:48:53.030]   minimal
[00:48:53.030 --> 00:48:53.120]   to
[00:48:53.120 --> 00:48:53.640]   some
[00:48:53.640 --> 00:48:53.660]   degree
[00:48:53.660 --> 00:48:53.820]   but
[00:48:53.820 --> 00:48:54.030]   made
[00:48:54.030 --> 00:48:54.130]   it
[00:48:54.130 --> 00:48:54.130]   work
[00:48:54.130 --> 00:48:54.810]   really
[00:48:54.810 --> 00:48:54.870]   well
[00:48:54.870 --> 00:48:54.970]   to
[00:48:54.970 --> 00:48:55.240]   solve
[00:48:55.240 --> 00:48:55.510]   their
[00:48:55.510 --> 00:48:55.870]   problem
[00:48:55.870 --> 00:48:56.040]  .
[00:48:56.040 --> 00:48:56.200]   And
[00:48:56.200 --> 00:48:56.530]   people
[00:48:56.530 --> 00:48:56.730]   come
[00:48:56.730 --> 00:48:56.890]   out
[00:48:56.890 --> 00:48:57.050]   and
[00:48:57.050 --> 00:48:57.210]   say
[00:48:57.210 --> 00:48:57.310]   we
[00:48:57.310 --> 00:48:57.620]   should
[00:48:57.620 --> 00:48:57.730]   do
[00:48:57.730 --> 00:48:57.930]   this
[00:48:57.930 --> 00:48:58.310]   this
[00:48:58.310 --> 00:48:58.390]   and
[00:48:58.390 --> 00:48:58.520]   this
[00:48:58.520 --> 00:48:58.680]   and
[00:48:58.680 --> 00:48:58.890]   they
[00:48:58.890 --> 00:48:59.050]  're
[00:48:59.050 --> 00:48:59.260]   like
[00:48:59.260 --> 00:48:59.480]   well
[00:48:59.480 --> 00:48:59.570]   no
[00:48:59.570 --> 00:48:59.770]   it
[00:48:59.770 --> 00:48:59.770]  's
[00:48:59.770 --> 00:48:59.940]   not
[00:48:59.940 --> 00:49:00.240]   gonna
[00:49:00.240 --> 00:49:00.300]   do
[00:49:00.300 --> 00:49:00.510]   that
[00:49:00.510 --> 00:49:00.650]   it
[00:49:00.650 --> 00:49:00.710]  's
[00:49:00.710 --> 00:49:00.920]   just
[00:49:00.920 --> 00:49:01.230]   gonna
[00:49:01.230 --> 00:49:01.290]   do
[00:49:01.290 --> 00:49:01.520]   what
[00:49:01.520 --> 00:49:01.600]   we
[00:49:01.600 --> 00:49:01.810]   want
[00:49:01.810 --> 00:49:01.970]   to
[00:49:01.970 --> 00:49:02.010]   do
[00:49:02.010 --> 00:49:03.020]  . [SPEAKER_TURN]
[00:49:03.020 --> 00:49:03.310]   Uh
[00:49:03.310 --> 00:49:03.580]   I
[00:49:03.580 --> 00:49:04.040]   mean
[00:49:04.040 --> 00:49:05.220]   arguably
[00:49:05.220 --> 00:49:06.040]   the
[00:49:06.040 --> 00:49:06.250]   most
[00:49:06.250 --> 00:49:07.580]   important
[00:49:07.580 --> 00:49:08.450]   aspect
[00:49:08.450 --> 00:49:08.740]   of
[00:49:08.740 --> 00:49:09.920]   building
[00:49:09.920 --> 00:49:10.360]   any
[00:49:10.360 --> 00:49:11.380]   company
[00:49:11.380 --> 00:49:11.680]   is
[00:49:11.680 --> 00:49:13.360]   not [SPEAKER_TURN]
[00:49:13.360 --> 00:49:13.360]  
[00:49:13.360 --> 00:49:13.580]   those
[00:49:13.580 --> 00:49:13.840]   things
[00:49:13.840 --> 00:49:13.970]   are
[00:49:13.970 --> 00:49:14.180]   odd
[00:49:14.180 --> 00:49:14.310]   odds
[00:49:14.310 --> 00:49:14.440]   with
[00:49:14.440 --> 00:49:14.520]   th
[00:49:14.520 --> 00:49:14.650]   one
[00:49:14.650 --> 00:49:14.950]   another
[00:49:14.950 --> 00:49:15.090]  .
[00:49:15.090 --> 00:49:15.210]   The
[00:49:15.210 --> 00:49:15.390]   the
[00:49:15.390 --> 00:49:15.520]   sort
[00:49:15.520 --> 00:49:15.600]   of
[00:49:15.600 --> 00:49:15.770]   like
[00:49:15.770 --> 00:49:16.070]   scratch
[00:49:16.070 --> 00:49:16.280]   your
[00:49:16.280 --> 00:49:16.400]   own
[00:49:16.400 --> 00:49:16.550]   edge
[00:49:16.550 --> 00:49:16.810]   versus
[00:49:16.810 --> 00:49:16.940]   the
[00:49:16.940 --> 00:49:17.250]   minimal
[00:49:17.250 --> 00:49:17.820]   viable
[00:49:17.820 --> 00:49:17.880]   minimal
[00:49:17.880 --> 00:49:18.090]   viable
[00:49:18.090 --> 00:49:18.390]   product
[00:49:18.390 --> 00:49:18.470]   is
[00:49:18.470 --> 00:49:18.640]   like
[00:49:18.640 --> 00:49:18.680]   I
[00:49:18.680 --> 00:49:18.850]   have
[00:49:18.850 --> 00:49:18.930]   no
[00:49:18.930 --> 00:49:19.100]   idea
[00:49:19.100 --> 00:49:19.270]   what
[00:49:19.270 --> 00:49:19.570]   anyone
[00:49:19.570 --> 00:49:19.750]   wants
[00:49:19.750 --> 00:49:19.790]   I
[00:49:19.790 --> 00:49:19.870]  'm
[00:49:19.870 --> 00:49:20.000]  .
[00:49:20.000 --> 00:49:20.190]   just
[00:49:20.190 --> 00:49:20.390]   gonna
[00:49:20.390 --> 00:49:20.610]   throw
[00:49:20.610 --> 00:49:20.780]   some
[00:49:20.780 --> 00:49:20.970]   crap
[00:49:20.970 --> 00:49:21.080]   out
[00:49:21.080 --> 00:49:21.300]   there
[00:49:21.300 --> 00:49:21.430]   and
[00:49:21.430 --> 00:49:21.600]   hope
[00:49:21.600 --> 00:49:21.780]   that
[00:49:21.780 --> 00:49:22.030]   people
[00:49:22.030 --> 00:49:22.340]   respond
[00:49:22.340 --> 00:49:22.460]   to
[00:49:22.460 --> 00:49:22.500]   it
[00:49:22.500 --> 00:49:22.630]   and
[00:49:22.630 --> 00:49:22.760]   and
[00:49:22.760 --> 00:49:22.980]   build
[00:49:22.980 --> 00:49:23.370]   something
[00:49:23.370 --> 00:49:23.680]   scratch
[00:49:23.680 --> 00:49:24.030]   whatever
[00:49:24.030 --> 00:49:24.200]   edge
[00:49:24.200 --> 00:49:24.630]   people
[00:49:24.630 --> 00:49:24.700]   tell
[00:49:24.700 --> 00:49:24.710]   me
[00:49:24.710 --> 00:49:24.880]   they
[00:49:24.880 --> 00:49:25.050]   need
[00:49:25.050 --> 00:49:25.440]   scratched
[00:49:25.440 --> 00:49:26.300]  . [SPEAKER_TURN]
[00:49:26.300 --> 00:49:26.480]   Yeah
[00:49:26.480 --> 00:49:26.650]   they
[00:49:26.650 --> 00:49:26.770]   are
[00:49:26.770 --> 00:49:27.050]   at
[00:49:27.050 --> 00:49:27.060]   odds
[00:49:27.060 --> 00:49:27.240]   with
[00:49:27.240 --> 00:49:27.420]   each
[00:49:27.420 --> 00:49:27.670]   other
[00:49:27.670 --> 00:49:27.780]   but
[00:49:27.780 --> 00:49:27.960]   what
[00:49:27.960 --> 00:49:28.050]  's
[00:49:28.050 --> 00:49:28.230]   your
[00:49:28.230 --> 00:49:28.460]   point
[00:49:28.460 --> 00:49:28.750]   about
[00:49:28.750 --> 00:49:28.870]   that
[00:49:28.870 --> 00:49:29.460]  ? [SPEAKER_TURN]
[00:49:29.460 --> 00:49:29.620]   Well
[00:49:29.620 --> 00:49:29.780]   they
[00:49:29.780 --> 00:49:30.080]  're
[00:49:30.080 --> 00:49:30.330]   completely
[00:49:30.330 --> 00:49:30.650]   opposite
[00:49:30.650 --> 00:49:30.770]  .
[00:49:30.770 --> 00:49:30.920]   They
[00:49:30.920 --> 00:49:31.150]  're
[00:49:31.150 --> 00:49:31.170]   the
[00:49:31.170 --> 00:49:31.380]   same
[00:49:31.380 --> 00:49:31.600]   thing
[00:49:31.600 --> 00:49:31.660]   you
[00:49:31.660 --> 00:49:31.850]   hear
[00:49:31.850 --> 00:49:31.980]   over
[00:49:31.980 --> 00:49:32.100]   and
[00:49:32.100 --> 00:49:32.260]   over
[00:49:32.260 --> 00:49:32.420]  .
[00:49:32.420 --> 00:49:32.500]   You
[00:49:32.500 --> 00:49:32.790]   scratch
[00:49:32.790 --> 00:49:32.950]   your
[00:49:32.950 --> 00:49:33.070]   own
[00:49:33.070 --> 00:49:33.110]   edge
[00:49:33.110 --> 00:49:33.520]  ,
[00:49:33.520 --> 00:49:33.600]   release
[00:49:33.600 --> 00:49:33.810]   early
[00:49:33.810 --> 00:49:33.930]   and
[00:49:33.930 --> 00:49:34.050]   get
[00:49:34.050 --> 00:49:34.380]   feedback
[00:49:34.380 --> 00:49:34.480]   on
[00:49:34.480 --> 00:49:34.620]  .
[00:49:34.620 --> 00:49:34.630]   I
[00:49:34.630 --> 00:49:34.740]   you
[00:49:34.740 --> 00:49:34.900]   know
[00:49:34.900 --> 00:49:34.980]   uh
[00:49:34.980 --> 00:49:35.020]   I
[00:49:35.020 --> 00:49:35.180]   mean
[00:49:35.180 --> 00:49:35.260]   if
[00:49:35.260 --> 00:49:35.380]   you
[00:49:35.380 --> 00:49:35.670]   scratch
[00:49:35.670 --> 00:49:35.840]   your
[00:49:35.840 --> 00:49:35.950]   own
[00:49:35.950 --> 00:49:36.110]   edge
[00:49:36.110 --> 00:49:36.860]  . [SPEAKER_TURN]
[00:49:36.860 --> 00:49:37.060]   To
[00:49:37.060 --> 00:49:37.080]   me
[00:49:37.080 --> 00:49:37.130]   '
[00:49:37.130 --> 00:49:37.420]  cause
[00:49:37.420 --> 00:49:37.470]   I
[00:49:37.470 --> 00:49:37.760]   think
[00:49:37.760 --> 00:49:37.980]   that
[00:49:37.980 --> 00:49:38.110]  's
[00:49:38.110 --> 00:49:38.270]   the
[00:49:38.270 --> 00:49:38.550]   part
[00:49:38.550 --> 00:49:38.730]   that
[00:49:38.730 --> 00:49:38.780]   I
[00:49:38.780 --> 00:49:38.890]  'm
[00:49:38.890 --> 00:49:39.290]   missing
[00:49:39.290 --> 00:49:39.400]   in
[00:49:39.400 --> 00:49:39.630]   this
[00:49:39.630 --> 00:49:39.740]   in
[00:49:39.740 --> 00:49:39.970]   this
[00:49:39.970 --> 00:49:40.370]   current
[00:49:40.370 --> 00:49:40.600]   doc
