
[00:00:00.000 --> 00:00:00.070]  
[00:00:00.070 --> 00:00:00.160]   J
[00:42:30.920 --> 00:42:31.380]   charging
[00:42:31.380 --> 00:42:31.780]   hundred
[00:42:31.780 --> 00:42:32.180]   dollars
[00:42:32.180 --> 00:42:32.290]   an
[00:42:32.290 --> 00:42:32.520]   hour
[00:42:32.520 --> 00:42:32.690]  .
[00:42:32.690 --> 00:42:32.810]   He
[00:42:32.810 --> 00:42:32.910]  's
[00:42:32.910 --> 00:42:33.190]   like
[00:42:33.190 --> 00:42:33.370]   yeah
[00:42:33.370 --> 00:42:33.480]  ,
[00:42:33.480 --> 00:42:33.530]   I
[00:42:33.530 --> 00:42:33.640]  'd
[00:42:33.640 --> 00:42:33.750]   he
[00:42:33.750 --> 00:42:33.860]  's
[00:42:33.860 --> 00:42:34.090]   like
[00:42:34.090 --> 00:42:34.140]   I
[00:42:34.140 --> 00:42:34.370]   just
[00:42:34.370 --> 00:42:34.480]   do
[00:42:34.480 --> 00:42:34.650]   one
[00:42:34.650 --> 00:42:35.050]   hundred
[00:42:35.050 --> 00:42:35.310]   hour
[00:42:35.310 --> 00:42:35.450]   for
[00:42:35.450 --> 00:42:35.680]   like
[00:42:35.680 --> 00:42:35.730]   a
[00:42:35.730 --> 00:42:36.690]   reasonably
[00:42:36.690 --> 00:42:36.940]   experienced
[00:42:36.940 --> 00:42:37.570]   developer
[00:42:37.570 --> 00:42:37.580]  ,
[00:42:37.580 --> 00:42:37.860]   right
[00:42:37.860 --> 00:42:38.700]  . [SPEAKER_TURN]
[00:42:38.700 --> 00:42:38.810]  
[00:42:38.810 --> 00:42:38.940]   And
[00:42:38.940 --> 00:42:39.100]   uh
[00:42:39.100 --> 00:42:39.340]   you
[00:42:39.340 --> 00:42:39.660]   know
[00:42:39.660 --> 00:42:39.740]   I
[00:42:39.740 --> 00:42:39.980]   would
[00:42:39.980 --> 00:42:40.450]  a
[00:42:40.450 --> 00:42:40.780]   thought
[00:42:40.780 --> 00:42:41.130]   well
[00:42:41.130 --> 00:42:41.500]   maybe
[00:42:41.500 --> 00:42:41.580]   I
[00:42:41.580 --> 00:42:41.650]   I
[00:42:41.650 --> 00:42:41.740]   d
[00:42:41.740 --> 00:42:41.820]   I
[00:42:41.820 --> 00:42:42.300]   wouldn
[00:42:42.300 --> 00:42:42.460]  't
[00:42:42.460 --> 00:42:42.780]   have
[00:42:42.780 --> 00:42:43.180]   maybe
[00:42:43.180 --> 00:42:43.580]   given
[00:42:43.580 --> 00:42:43.740]   it
[00:42:43.740 --> 00:42:44.150]   quite
[00:42:44.150 --> 00:42:44.300]   as
[00:42:44.300 --> 00:42:44.640]   much
[00:42:44.640 --> 00:42:44.940]   cred
[00:42:44.940 --> 00:42:45.260]  ence
[00:42:45.260 --> 00:42:45.740]   except
[00:42:45.740 --> 00:42:46.060]   that
[00:42:46.060 --> 00:42:46.380]   last
[00:42:46.380 --> 00:42:46.740]   week
[00:42:46.740 --> 00:42:46.780]   I
[00:42:46.780 --> 00:42:47.020]   was
[00:42:47.020 --> 00:42:47.500]   having
[00:42:47.500 --> 00:42:47.890]   um
[00:42:47.890 --> 00:42:48.060]   lunch
[00:42:48.060 --> 00:42:48.510]   with
[00:42:48.510 --> 00:42:48.620]   Pat
[00:42:48.620 --> 00:42:48.870]   Mat
[00:42:48.870 --> 00:42:49.170]  ics
[00:42:49.170 --> 00:42:49.260]  ,
[00:42:49.260 --> 00:42:49.500]   who
[00:42:49.500 --> 00:42:49.660]  's
[00:42:49.660 --> 00:42:49.900]   who
[00:42:49.900 --> 00:42:50.060]  's
[00:42:50.060 --> 00:42:50.540]   become
[00:42:50.540 --> 00:42:50.770]   a
[00:42:50.770 --> 00:42:51.100]   friend
[00:42:51.100 --> 00:42:51.260]   of
[00:42:51.260 --> 00:42:51.580]   mine
[00:42:51.580 --> 00:42:51.740]   um
[00:42:51.740 --> 00:42:52.060]   over
[00:42:52.060 --> 00:42:52.300]   the
[00:42:52.300 --> 00:42:52.620]   past
[00:42:52.620 --> 00:42:53.020]   month
[00:42:53.020 --> 00:42:53.180]   or
[00:42:53.180 --> 00:42:53.330]   so
[00:42:53.330 --> 00:42:53.500]  ,
[00:42:53.500 --> 00:42:53.660]   he
[00:42:53.660 --> 00:42:53.820]  's
[00:42:53.820 --> 00:42:53.900]   a
[00:42:53.900 --> 00:42:54.070]   um
[00:42:54.070 --> 00:42:54.140]   a
[00:42:54.140 --> 00:42:54.460]   Ruby
[00:42:54.460 --> 00:42:54.620]   uh
[00:42:54.620 --> 00:42:54.900]   on
[00:42:54.900 --> 00:42:55.180]   Rails
[00:42:55.180 --> 00:42:55.260]   c
[00:42:55.260 --> 00:42:55.570]  oder
[00:42:55.570 --> 00:42:55.820]  .
[00:42:55.820 --> 00:42:56.220]   And
[00:42:56.220 --> 00:42:56.250]   he
[00:42:56.250 --> 00:42:56.740]   lives
[00:42:56.740 --> 00:42:56.940]   down
[00:42:56.940 --> 00:42:57.180]   the
[00:42:57.180 --> 00:42:57.500]   road
[00:42:57.500 --> 00:42:57.740]   and
[00:42:57.740 --> 00:42:57.900]   he
[00:42:57.900 --> 00:42:58.630]   initially
[00:42:58.630 --> 00:42:59.360]   contacted
[00:42:59.360 --> 00:42:59.520]   me
[00:42:59.520 --> 00:43:00.050]   because
[00:43:00.050 --> 00:43:00.290]   he
[00:43:00.290 --> 00:43:00.420]  'd
[00:43:00.420 --> 00:43:00.760]   read
[00:43:00.760 --> 00:43:00.880]   my
[00:43:00.880 --> 00:43:01.040]   um
[00:43:01.040 --> 00:43:01.200]   my
[00:43:01.200 --> 00:43:01.520]   blog
[00:43:01.520 --> 00:43:01.930]   post
[00:43:01.930 --> 00:43:02.320]   called
[00:43:02.320 --> 00:43:02.640]   Boot
[00:43:02.640 --> 00:43:02.960]  stra
[00:43:02.960 --> 00:43:03.360]  pping
[00:43:03.360 --> 00:43:03.600]  .
[00:43:03.600 --> 00:43:03.950]   It
[00:43:03.950 --> 00:43:04.370]   started
[00:43:04.370 --> 00:43:04.480]   up
[00:43:04.480 --> 00:43:04.800]   with
[00:43:04.800 --> 00:43:05.220]   three
[00:43:05.220 --> 00:43:05.520]   kids
[00:43:05.520 --> 00:43:05.520]  ,
[00:43:05.520 --> 00:43:06.170]   that
[00:43:06.170 --> 00:43:06.400]   thing
[00:43:06.400 --> 00:43:06.610]  .
[00:43:06.610 --> 00:43:06.790]   Um
[00:43:06.790 --> 00:43:06.960]   so
[00:43:06.960 --> 00:43:07.120]   uh
[00:43:07.120 --> 00:43:07.360]   any
[00:43:07.360 --> 00:43:08.680]   way [SPEAKER_TURN]
[00:43:08.680 --> 00:43:08.720]  
[00:43:08.720 --> 00:43:08.800]   he
[00:43:08.800 --> 00:43:08.930]   t
[00:43:08.930 --> 00:43:08.980]  ak
[00:43:08.980 --> 00:43:09.350]   I
[00:43:09.350 --> 00:43:09.350]   think
[00:43:09.350 --> 00:43:09.540]   I
[00:43:09.540 --> 00:43:09.910]   probably
[00:43:09.910 --> 00:43:10.160]   told
[00:43:10.160 --> 00:43:10.350]   you
[00:43:10.350 --> 00:43:10.470]   so
[00:43:10.470 --> 00:43:10.530]   I
[00:43:10.530 --> 00:43:10.720]   won
[00:43:10.720 --> 00:43:10.840]  't
[00:43:10.840 --> 00:43:10.960]   ta
[00:43:10.960 --> 00:43:11.210]   have
[00:43:11.210 --> 00:43:11.400]   you
[00:43:11.400 --> 00:43:11.650]   take
[00:43:11.650 --> 00:43:11.700]   a
[00:43:11.700 --> 00:43:12.020]   guess
[00:43:12.020 --> 00:43:12.210]  .
[00:43:12.210 --> 00:43:12.360]   He
[00:43:12.360 --> 00:43:12.770]   charges
[00:43:12.770 --> 00:43:12.830]   a
[00:43:12.830 --> 00:43:13.270]   hundred
[00:43:13.270 --> 00:43:13.580]   sixty
[00:43:13.580 --> 00:43:13.870]   dollars
[00:43:13.870 --> 00:43:14.170]   an
[00:43:14.170 --> 00:43:14.580]   hour
[00:43:14.580 --> 00:43:14.640]  .
[00:43:14.640 --> 00:43:14.640]   A
[00:43:14.640 --> 00:43:15.180]   hundred
[00:43:15.180 --> 00:43:15.390]   sixty
[00:43:15.390 --> 00:43:15.510]   he
[00:43:15.510 --> 00:43:15.630]  's
[00:43:15.630 --> 00:43:15.880]   like
[00:43:15.880 --> 00:43:16.260]   twenty
[00:43:16.260 --> 00:43:16.460]   six
[00:43:16.460 --> 00:43:16.640]  .
[00:43:16.640 --> 00:43:17.030]   Twenty
[00:43:17.030 --> 00:43:17.270]   five
[00:43:17.270 --> 00:43:18.180]  . [SPEAKER_TURN]
[00:43:36.540 --> 00:43:36.540]  
[00:43:36.540 --> 00:43:36.950]   hundred
[00:43:36.950 --> 00:43:37.110]   and
[00:43:37.110 --> 00:43:37.490]   eighty
[00:43:37.490 --> 00:43:37.640]   and
[00:43:37.640 --> 00:43:37.690]   I
[00:43:37.690 --> 00:43:37.790]  'm
[00:43:37.790 --> 00:43:38.270]   charging
[00:43:38.270 --> 00:43:38.620]   twenty
[00:43:38.620 --> 00:43:38.850]   five
[00:43:38.850 --> 00:43:39.140]   bucks
[00:43:39.140 --> 00:43:39.250]   an
[00:43:39.250 --> 00:43:39.650]   hour
[00:43:39.650 --> 00:43:39.700]  .
[00:43:39.700 --> 00:43:39.760]   No
[00:43:39.760 --> 00:43:39.870]   he
[00:43:39.870 --> 00:43:39.980]   he
[00:43:39.980 --> 00:43:40.280]  's [SPEAKER_TURN]
[00:43:40.280 --> 00:43:40.390]   No
[00:43:40.390 --> 00:43:40.570]   no
[00:43:40.570 --> 00:43:40.610]   we
[00:43:40.610 --> 00:43:40.820]  're
[00:43:40.820 --> 00:43:40.990]   both
[00:43:40.990 --> 00:43:41.040]   I
[00:43:41.040 --> 00:43:41.260]   mean
[00:43:41.260 --> 00:43:41.760]   basically
[00:43:41.760 --> 00:43:41.980]   this
[00:43:41.980 --> 00:43:42.200]   goes
[00:43:42.200 --> 00:43:42.410]   back
[00:43:42.410 --> 00:43:42.530]   to
[00:43:42.530 --> 00:43:42.690]   the
[00:43:42.690 --> 00:43:42.970]   whole
[00:43:42.970 --> 00:43:43.470]   existence
[00:43:43.470 --> 00:43:43.750]   proof
[00:43:43.750 --> 00:43:44.030]   thing
[00:43:44.030 --> 00:43:44.310]   right
[00:43:44.310 --> 00:43:44.480]  ,
[00:43:44.480 --> 00:43:44.530]   So
[00:43:44.530 --> 00:43:44.640]   we
[00:43:44.640 --> 00:43:44.760]   we
[00:43:44.760 --> 00:43:45.070]   both
[00:43:45.070 --> 00:43:45.190]   kind
[00:43:45.190 --> 00:43:45.310]   of
[00:43:45.310 --> 00:43:45.460]   had
[00:43:45.460 --> 00:43:45.570]   an
[00:43:45.570 --> 00:43:45.680]   an
[00:43:45.680 --> 00:43:45.900]   idea
[00:43:45.900 --> 00:43:46.300]   of [SPEAKER_TURN]
[00:43:46.300 --> 00:43:46.540]   You
[00:43:46.540 --> 00:43:46.680]   you
[00:43:46.680 --> 00:43:46.980]   were
[00:43:46.980 --> 00:43:47.460]   charging
[00:43:47.460 --> 00:43:47.780]   fifty
[00:43:47.780 --> 00:43:48.230]   dollars
[00:43:48.230 --> 00:43:48.360]   an
[00:43:48.360 --> 00:43:48.620]   hour
[00:43:48.620 --> 00:43:48.900]  . [SPEAKER_TURN]
[00:43:48.900 --> 00:43:49.200]   Well
[00:43:49.200 --> 00:43:49.300]   that
[00:43:49.300 --> 00:43:49.450]   was
[00:43:49.450 --> 00:43:49.860]   because
[00:43:49.860 --> 00:43:49.870]   I
[00:43:49.870 --> 00:43:50.060]   just
[00:43:50.060 --> 00:43:50.320]   moved
[00:43:50.320 --> 00:43:50.520]   over
[00:43:50.520 --> 00:43:50.620]   to
[00:43:50.620 --> 00:43:50.770]   the
[00:43:50.770 --> 00:43:51.040]   that
[00:43:51.040 --> 00:43:51.120]   was
[00:43:51.120 --> 00:43:51.320]   just
[00:43:51.320 --> 00:43:51.400]   '
[00:43:51.400 --> 00:43:51.630]  cause
[00:43:51.630 --> 00:43:51.680]   I
[00:43:51.680 --> 00:43:51.880]   just
[00:43:51.880 --> 00:43:52.180]   moved
[00:43:52.180 --> 00:43:52.340]   over
[00:43:52.340 --> 00:43:52.440]   to
[00:43:52.440 --> 00:43:52.800]   America
[00:43:52.800 --> 00:43:52.970]   and
[00:43:52.970 --> 00:43:53.100]   and
[00:43:53.100 --> 00:43:53.150]   I
[00:43:53.150 --> 00:43:53.350]   just
[00:43:53.350 --> 00:43:53.560]   didn
[00:43:53.560 --> 00:43:53.810]  't
[00:43:53.810 --> 00:43:54.120]   have
[00:43:54.120 --> 00:43:54.460]   any
[00:43:54.460 --> 00:43:54.640]   kind
[00:43:54.640 --> 00:43:54.840]   of
[00:43:54.840 --> 00:43:55.140]   base
[00:43:55.140 --> 00:43:55.430]   here
[00:43:55.430 --> 00:43:56.130]   whatsoever
[00:43:56.130 --> 00:43:56.660]   right
[00:43:56.660 --> 00:43:56.680]  ,
[00:43:56.680 --> 00:43:56.810]   So
[00:43:56.810 --> 00:43:56.880]   I
[00:43:56.880 --> 00:43:57.100]   I
[00:43:57.100 --> 00:43:57.250]   mean
[00:43:57.250 --> 00:43:57.540]   I
[00:43:57.540 --> 00:43:57.720]   was
[00:43:57.720 --> 00:43:57.900]   just
[00:43:57.900 --> 00:43:58.360]   finding
[00:43:58.360 --> 00:43:58.810]   people
[00:43:58.810 --> 00:43:59.050]   off
[00:43:59.050 --> 00:43:59.100]   e
[00:43:59.100 --> 00:43:59.170]  -
[00:43:59.170 --> 00:43:59.540]  large
[00:43:59.540 --> 00:43:59.940]  . [SPEAKER_TURN]
[00:44:04.800 --> 00:44:04.820]  
[00:44:04.820 --> 00:44:04.970]   You
[00:44:04.970 --> 00:44:05.140]   you
[00:44:05.140 --> 00:44:05.370]   know
[00:44:05.370 --> 00:44:05.600]   what
[00:44:05.600 --> 00:44:05.710]   it
[00:44:05.710 --> 00:44:05.820]   is
[00:44:05.820 --> 00:44:05.990]   you
[00:44:05.990 --> 00:44:06.220]   know
[00:44:06.220 --> 00:44:06.460]   what
[00:44:06.460 --> 00:44:06.560]   it
[00:44:06.560 --> 00:44:06.670]   is
[00:44:06.670 --> 00:44:06.780]   is
[00:44:06.780 --> 00:44:07.180]   because
[00:44:07.180 --> 00:44:07.290]   as
[00:44:07.290 --> 00:44:07.520]   well
[00:44:07.520 --> 00:44:07.630]   in
[00:44:07.630 --> 00:44:07.800]   the
[00:44:07.800 --> 00:44:07.850]   U
[00:44:07.850 --> 00:44:07.900]  _
[00:44:07.900 --> 00:44:07.990]  K
[00:44:07.990 --> 00:44:08.000]  _
[00:44:08.000 --> 00:44:08.050]   I
[00:44:08.050 --> 00:44:08.220]   was
[00:44:08.220 --> 00:44:08.450]   char
[00:44:08.450 --> 00:44:08.620]   you
[00:44:08.620 --> 00:44:08.860]   know
[00:44:08.860 --> 00:44:08.900]   s
[00:44:08.900 --> 00:44:09.130]   like
[00:44:09.130 --> 00:44:09.300]   for
[00:44:09.300 --> 00:44:09.700]   example
[00:44:09.700 --> 00:44:10.060]   sixty
[00:44:10.060 --> 00:44:10.260]   bucks
[00:44:10.260 --> 00:44:10.370]   an
[00:44:10.370 --> 00:44:10.640]   hour
[00:44:10.640 --> 00:44:10.710]   is
[00:44:10.710 --> 00:44:11.050]   pretty
[00:44:11.050 --> 00:44:11.280]   good
[00:44:11.280 --> 00:44:11.420]   in
[00:44:11.420 --> 00:44:11.560]   the
[00:44:11.560 --> 00:44:11.620]   U
[00:44:11.620 --> 00:44:11.660]  _
[00:44:11.660 --> 00:44:11.710]  K
[00:44:11.710 --> 00:44:11.760]  _
[00:44:11.760 --> 00:44:12.040]   sixty
[00:44:12.040 --> 00:44:12.490]   pounds
[00:44:12.490 --> 00:44:12.510]   an
[00:44:12.510 --> 00:44:12.720]   hour
[00:44:12.720 --> 00:44:13.600]  . [SPEAKER_TURN]
[00:44:13.600 --> 00:44:14.100]   Because
[00:44:14.100 --> 00:44:15.010]   obviously
[00:44:15.010 --> 00:44:15.310]   sterling
[00:44:15.310 --> 00:44:15.450]   is
[00:44:15.450 --> 00:44:15.590]   is
[00:44:15.590 --> 00:44:16.020]   higher
[00:44:16.020 --> 00:44:16.210]  .
[00:44:16.210 --> 00:44:16.380]   So
[00:44:16.380 --> 00:44:16.540]   it
[00:44:16.540 --> 00:44:16.790]   kind
[00:44:16.790 --> 00:44:17.210]   of
[00:44:17.210 --> 00:44:17.320]   felt
[00:44:17.320 --> 00:44:17.490]   like
[00:44:17.490 --> 00:44:17.850]   fifty
[00:44:17.850 --> 00:44:18.200]   bucks
[00:44:18.200 --> 00:44:18.540]   was
[00:44:18.540 --> 00:44:18.690]   was
[00:44:18.690 --> 00:44:19.040]   kinda
[00:44:19.040 --> 00:44:19.270]   good
[00:44:19.270 --> 00:44:19.550]   when
[00:44:19.550 --> 00:44:19.770]   I
[00:44:19.770 --> 00:44:19.830]   got
[00:44:19.830 --> 00:44:19.980]   it
[00:44:19.980 --> 00:44:20.180]  .
[00:44:20.180 --> 00:44:20.390]   But
[00:44:20.390 --> 00:44:20.670]   then
[00:44:20.670 --> 00:44:20.950]   yeah
[00:44:20.950 --> 00:44:21.020]   once
[00:44:21.020 --> 00:44:21.460]   once
[00:44:21.460 --> 00:44:21.710]   I
[00:44:21.710 --> 00:44:21.720]  'm
[00:44:21.720 --> 00:44:21.790]   I
[00:44:21.790 --> 00:44:21.930]  'm
[00:44:21.930 --> 00:44:22.210]   kind
[00:44:22.210 --> 00:44:22.350]   of
[00:44:22.350 --> 00:44:23.040]   comparing
[00:44:23.040 --> 00:44:23.130]   it
[00:44:23.130 --> 00:44:23.290]   to
[00:44:23.290 --> 00:44:23.480]   you
[00:44:23.480 --> 00:44:23.690]   and
[00:44:23.690 --> 00:44:23.760]   I
[00:44:23.760 --> 00:44:23.900]  'm
[00:44:23.900 --> 00:44:24.180]   like
[00:44:24.180 --> 00:44:24.390]   hey
[00:44:24.390 --> 00:44:24.670]   that
[00:44:24.670 --> 00:44:25.030]   sucks
[00:44:25.030 --> 00:44:26.080]  . [SPEAKER_TURN]
[00:44:26.080 --> 00:44:26.680]   Uh
[00:44:26.680 --> 00:44:26.750]   you
[00:44:26.750 --> 00:44:27.290]   know
[00:44:27.290 --> 00:44:27.400]   is
[00:44:27.400 --> 00:44:28.010]   worth
[00:44:28.010 --> 00:44:28.130]   a
[00:44:28.130 --> 00:44:28.490]   lot
[00:44:28.490 --> 00:44:28.970]   more
[00:44:28.970 --> 00:44:29.450]   than
[00:44:29.450 --> 00:44:29.560]   a
[00:44:29.560 --> 00:44:30.360]   dollar
[00:44:30.360 --> 00:44:30.360]  .
[00:44:32.180 --> 00:44:32.250]  
[00:44:32.250 --> 00:44:32.450]   Right
[00:44:32.450 --> 00:44:32.580]   right
[00:44:32.580 --> 00:44:32.720]   we
[00:44:32.720 --> 00:44:32.740]   we
[00:44:32.740 --> 00:44:32.860]  're
[00:44:32.860 --> 00:44:33.160]   quick
[00:44:33.160 --> 00:44:33.180]  .
[00:44:33.180 --> 00:44:33.340]   Wait
[00:44:33.340 --> 00:44:33.460]   you
[00:44:33.460 --> 00:44:33.580]  're
[00:44:33.580 --> 00:44:33.780]   right
[00:44:33.780 --> 00:44:33.940]   that
[00:44:33.940 --> 00:44:33.980]   a
[00:44:33.980 --> 00:44:34.180]   pound
[00:44:34.180 --> 00:44:34.260]   is
[00:44:34.260 --> 00:44:34.460]   worth
[00:44:34.460 --> 00:44:34.540]   an
[00:44:34.540 --> 00:44:34.830]   worth
[00:44:34.830 --> 00:44:34.900]   less
[00:44:34.900 --> 00:44:34.980]   is
[00:44:34.980 --> 00:44:35.220]   worth
[00:44:35.220 --> 00:44:35.320]   a
[00:44:35.320 --> 00:44:35.340]   lot
[00:44:35.340 --> 00:44:35.500]   more
[00:44:35.500 --> 00:44:35.700]   than
[00:44:35.700 --> 00:44:35.710]   a
[00:44:35.710 --> 00:44:35.940]   dollar
[00:44:35.940 --> 00:44:36.540]  . [SPEAKER_TURN]
[00:44:36.540 --> 00:44:36.820]   Yeah
[00:44:36.820 --> 00:44:37.260]   exactly
[00:44:37.260 --> 00:44:37.520]   yeah
[00:44:37.520 --> 00:44:37.640]  ,
[00:44:37.640 --> 00:44:37.900]   So
[00:44:37.900 --> 00:44:37.970]  .
[00:44:37.970 --> 00:44:38.100]   so
[00:44:38.100 --> 00:44:38.750]   basically
[00:44:38.750 --> 00:44:38.950]   when
[00:44:38.950 --> 00:44:39.010]   I
[00:44:39.010 --> 00:44:39.190]  'm
[00:44:39.190 --> 00:44:39.200]   w
[00:44:39.200 --> 00:44:39.680]   because
[00:44:39.680 --> 00:44:39.720]   I
[00:44:39.720 --> 00:44:40.000]   came
[00:44:40.000 --> 00:44:40.240]   from
[00:44:40.240 --> 00:44:40.300]   a
[00:44:40.300 --> 00:44:40.360]   I
[00:44:40.360 --> 00:44:40.680]   think
[00:44:40.680 --> 00:44:40.750]   I
[00:44:40.750 --> 00:44:41.000]   was
[00:44:41.000 --> 00:44:41.190]   only
[00:44:41.190 --> 00:44:41.560]   sixty
[00:44:41.560 --> 00:44:41.960]   pounds
[00:44:41.960 --> 00:44:42.030]   an
[00:44:42.030 --> 00:44:42.280]   hour
[00:44:42.280 --> 00:44:42.430]   in
[00:44:42.430 --> 00:44:42.610]   the
[00:44:42.610 --> 00:44:42.670]   U
[00:44:42.670 --> 00:44:42.730]  _
[00:44:42.730 --> 00:44:42.790]  K
[00:44:42.790 --> 00:44:43.000]  _
[00:44:43.000 --> 00:44:43.120]   so
[00:44:43.120 --> 00:44:43.180]   then
[00:44:43.180 --> 00:44:43.600]   I
[00:44:43.600 --> 00:44:43.690]   came
[00:44:43.690 --> 00:44:43.820]   to
[00:44:43.820 --> 00:44:44.270]   America
[00:44:44.270 --> 00:44:44.460]   and
[00:44:44.460 --> 00:44:44.600]   my
[00:44:44.600 --> 00:44:44.910]   first
[00:44:44.910 --> 00:44:45.100]   job
[00:44:45.100 --> 00:44:45.350]   that
[00:44:45.350 --> 00:44:45.410]   I
[00:44:45.410 --> 00:44:45.600]   got
[00:44:45.600 --> 00:44:45.980]   from
[00:44:45.980 --> 00:44:46.000]   uh
[00:44:46.000 --> 00:44:46.430]   through
[00:44:46.430 --> 00:44:46.490]   E
[00:44:46.490 --> 00:44:46.540]  _
[00:44:46.540 --> 00:44:46.840]  L
[00:44:46.840 --> 00:44:46.860]  ance
[00:44:46.860 --> 00:44:46.990]   or
[00:44:46.990 --> 00:44:47.500]   whatever
[00:44:47.500 --> 00:44:47.620]  ,
[00:44:47.620 --> 00:44:47.750]   oh
[00:44:47.750 --> 00:44:47.810]   I
[00:44:47.810 --> 00:44:48.250]   just
[00:44:48.250 --> 00:44:48.310]   can
[00:44:48.310 --> 00:44:48.370]  't
[00:44:48.370 --> 00:44:48.880]   remember
[00:44:48.880 --> 00:44:49.070]  .
[00:44:49.070 --> 00:44:49.880]   Uh [SPEAKER_TURN]
[00:44:51.340 --> 00:44:51.340]  
[00:44:51.340 --> 00:44:51.490]   Oh
[00:44:51.490 --> 00:44:51.790]   yeah
[00:44:51.790 --> 00:44:51.860]   I
[00:44:51.860 --> 00:44:52.160]   know
[00:44:52.160 --> 00:44:52.380]   but
[00:44:52.380 --> 00:44:52.560]  ,
[00:44:52.560 --> 00:44:52.740]   so
[00:44:52.740 --> 00:44:52.970]   that
[00:44:52.970 --> 00:44:53.130]  's
[00:44:53.130 --> 00:44:53.330]   why
[00:44:53.330 --> 00:44:53.400]   I
[00:44:53.400 --> 00:44:53.620]   was
[00:44:53.620 --> 00:44:53.990]   kinda
[00:44:53.990 --> 00:44:54.360]   happy
[00:44:54.360 --> 00:44:54.730]   to
[00:44:54.730 --> 00:44:54.730]   get
[00:44:54.730 --> 00:44:55.100]   look
[00:44:55.100 --> 00:44:55.160]   I
[00:44:55.160 --> 00:44:55.400]   mean
[00:44:55.400 --> 00:44:55.540]   I
[00:44:55.540 --> 00:44:55.770]   just
[00:44:55.770 --> 00:44:56.140]   moved
[00:44:56.140 --> 00:44:56.430]   over
[00:44:56.430 --> 00:44:56.810]   right
[00:44:56.810 --> 00:44:57.020]  ,
[00:44:57.020 --> 00:44:57.290]   I
[00:44:57.290 --> 00:44:57.320]   didn
[00:44:57.320 --> 00:44:57.460]  't
[00:44:57.460 --> 00:44:57.760]   have
[00:44:57.760 --> 00:44:57.910]   um
[00:44:57.910 --> 00:44:58.060]   my
[00:44:58.060 --> 00:44:58.500]   papers
[00:44:58.500 --> 00:44:58.650]   in
[00:44:58.650 --> 00:44:59.240]   order
[00:44:59.240 --> 00:44:59.380]   you
[00:44:59.380 --> 00:44:59.460]  ,
[00:44:59.460 --> 00:44:59.680]   know
[00:44:59.680 --> 00:44:59.900]  .
[00:44:59.900 --> 00:45:00.050]   So
[00:45:00.050 --> 00:45:00.120]   I
[00:45:00.120 --> 00:45:00.340]   was
[00:45:00.340 --> 00:45:01.080]   just
[00:45:01.080 --> 00:45:01.170]   trying
[00:45:01.170 --> 00:45:01.230]   to
[00:45:01.230 --> 00:45:01.900]   basically
[00:45:01.900 --> 00:45:02.120]   get
[00:45:02.120 --> 00:45:02.420]   work
[00:45:02.420 --> 00:45:02.570]   so
[00:45:02.570 --> 00:45:02.710]  ,
[00:45:02.710 --> 00:45:02.860]   to
[00:45:02.860 --> 00:45:03.080]   get
[00:45:03.080 --> 00:45:03.380]   some
[00:45:03.380 --> 00:45:03.680]   work
[00:45:03.680 --> 00:45:03.960]   for
[00:45:03.960 --> 00:45:04.270]   fifty
[00:45:04.270 --> 00:45:04.640]   bucks
[00:45:04.640 --> 00:45:04.780]   an
[00:45:04.780 --> 00:45:05.170]   hour
[00:45:05.170 --> 00:45:05.270]   at
[00:45:05.270 --> 00:45:05.540]   that
[00:45:05.540 --> 00:45:05.840]   time
[00:45:05.840 --> 00:45:06.060]   was
[00:45:06.060 --> 00:45:06.360]   good
[00:45:06.360 --> 00:45:06.950]  .
[00:45:06.950 --> 00:45:07.050]   But
[00:45:07.050 --> 00:45:07.150]   then
[00:45:07.150 --> 00:45:07.350]   when
[00:45:07.350 --> 00:45:07.400]   I
[00:45:07.400 --> 00:45:07.550]   met
[00:45:07.550 --> 00:45:07.700]   you
[00:45:07.700 --> 00:45:07.850]   and
[00:45:07.850 --> 00:45:08.000]   you
[00:45:08.000 --> 00:45:08.350]  're
[00:45:08.350 --> 00:45:08.400]   like
[00:45:08.400 --> 00:45:08.400]   a
[00:45:08.400 --> 00:45:08.760]   hundred
[00:45:08.760 --> 00:45:09.010]   bucks
[00:45:09.010 --> 00:45:09.120]   an
[00:45:09.120 --> 00:45:09.330]   hour
[00:45:09.330 --> 00:45:09.360]   I
[00:45:09.360 --> 00:45:09.460]  'm
[00:45:09.460 --> 00:45:09.660]   like
[00:45:09.660 --> 00:45:09.910]   hey
[00:45:09.910 --> 00:45:09.930]   oh
[00:45:09.930 --> 00:45:10.010]  ,
[00:45:10.010 --> 00:45:10.430]   okay
[00:45:10.430 --> 00:45:10.460]   right
[00:45:10.460 --> 00:45:10.560]  ,
