
[00:00:00.000 --> 00:00:00.020]  
[00:00:00.020 --> 00:00:05.390]   â™
[00:44:47.270 --> 00:44:47.440]   can
[00:44:47.440 --> 00:44:47.910]   actually
[00:44:47.910 --> 00:44:48.020]   go
[00:44:48.020 --> 00:44:48.190]   and
[00:44:48.190 --> 00:44:48.360]   try
[00:44:48.360 --> 00:44:48.470]   to
[00:44:48.470 --> 00:44:48.760]   write
[00:44:48.760 --> 00:44:48.990]   your
[00:44:48.990 --> 00:44:49.210]   own
[00:44:49.210 --> 00:44:49.220]   A
[00:44:49.220 --> 00:44:49.260]  _
[00:44:49.260 --> 00:44:49.310]  R
[00:44:49.310 --> 00:44:49.360]  _
[00:44:49.360 --> 00:44:49.770]   against
[00:44:49.770 --> 00:44:49.880]   it
[00:44:49.880 --> 00:44:50.880]  . [SPEAKER_TURN]
[00:44:50.880 --> 00:44:50.990]   M
[00:44:50.990 --> 00:44:51.310]  m
[00:44:51.310 --> 00:44:51.440]  .
[00:44:51.440 --> 00:44:51.440]  
[00:44:51.440 --> 00:44:51.580]   on
[00:44:51.580 --> 00:44:51.720]   it
[00:44:51.720 --> 00:44:51.940]   I
[00:44:51.940 --> 00:44:51.990]  've
[00:44:51.990 --> 00:44:52.260]   done
[00:44:52.260 --> 00:44:52.330]   a
[00:44:52.330 --> 00:44:52.780]   couple
[00:44:52.780 --> 00:44:52.880]   of
[00:44:52.880 --> 00:44:53.020]   of
[00:44:53.020 --> 00:44:53.290]   them
[00:44:53.290 --> 00:44:53.700]   myself
[00:44:53.700 --> 00:44:53.970]   like
[00:44:53.970 --> 00:44:54.160]   uh
[00:44:54.160 --> 00:44:54.250]   uh
[00:44:54.250 --> 00:44:54.500]   that
[00:44:54.500 --> 00:44:54.720]   you
[00:44:54.720 --> 00:44:54.960]   can
[00:44:54.960 --> 00:44:55.190]   actu
[00:44:55.190 --> 00:44:55.400]   and
[00:44:55.400 --> 00:44:55.940]   actually
[00:44:55.940 --> 00:44:56.210]   uses
[00:44:56.210 --> 00:44:56.350]   uh
[00:44:56.350 --> 00:44:56.550]   the
[00:44:56.550 --> 00:44:56.690]   fr
[00:44:56.690 --> 00:44:56.890]  ist
[00:44:56.890 --> 00:44:57.510]   interface
[00:44:57.510 --> 00:44:57.780]   that
[00:44:57.780 --> 00:44:58.010]   uh
[00:44:58.010 --> 00:44:58.470]   Facebook
[00:44:58.470 --> 00:44:59.090]   developed
[00:44:59.090 --> 00:44:59.160]   I
[00:44:59.160 --> 00:44:59.360]  .
[00:44:59.360 --> 00:44:59.560]   don
[00:44:59.560 --> 00:44:59.690]  't
[00:44:59.690 --> 00:44:59.960]   know
[00:44:59.960 --> 00:45:00.100]   if
[00:45:00.100 --> 00:45:00.320]   you
[00:45:00.320 --> 00:45:00.600]   guys
[00:45:00.600 --> 00:45:00.770]   are
[00:45:00.770 --> 00:45:01.320]   familiar
[00:45:01.320 --> 00:45:01.600]   with
[00:45:01.600 --> 00:45:01.730]   it
[00:45:01.730 --> 00:45:02.140]   either
[00:45:02.140 --> 00:45:02.280]   uh
[00:45:02.280 --> 00:45:02.620]   which
[00:45:02.620 --> 00:45:02.760]   is
[00:45:02.760 --> 00:45:02.900]   uh
[00:45:02.900 --> 00:45:03.230]   again
[00:45:03.230 --> 00:45:03.310]   a
[00:45:03.310 --> 00:45:03.720]   binary
[00:45:03.720 --> 00:45:04.270]   protocol
[00:45:04.270 --> 00:45:04.410]   uh
[00:45:04.410 --> 00:45:04.750]   mixed
[00:45:04.750 --> 00:45:05.020]   with
[00:45:05.020 --> 00:45:05.090]   a
[00:45:05.090 --> 00:45:05.160]   R
[00:45:05.160 --> 00:45:05.220]  _
[00:45:05.220 --> 00:45:05.280]  P
[00:45:05.280 --> 00:45:05.340]  _
[00:45:05.340 --> 00:45:05.400]  C
[00:45:05.400 --> 00:45:05.460]  _
[00:45:05.460 --> 00:45:06.050]   protocol
[00:45:06.050 --> 00:45:06.700]  .
[00:45:06.700 --> 00:45:07.040]   Together
[00:45:07.040 --> 00:45:07.310]   there
[00:45:07.310 --> 00:45:07.420]  's
[00:45:07.420 --> 00:45:07.640]   that
[00:45:07.640 --> 00:45:07.750]   it
[00:45:07.750 --> 00:45:07.860]  's
[00:45:07.860 --> 00:45:08.290]   actually
[00:45:08.290 --> 00:45:08.740]   commonly
[00:45:08.740 --> 00:45:09.010]   calls
[00:45:09.010 --> 00:45:09.340]   across
[00:45:09.340 --> 00:45:09.780]   platform
[00:45:09.780 --> 00:45:09.940]  .
[00:45:09.940 --> 00:45:10.100]   And
[00:45:10.100 --> 00:45:10.320]   that
[00:45:10.320 --> 00:45:10.440]  's
[00:45:10.440 --> 00:45:10.650]   what
[00:45:10.650 --> 00:45:10.700]   I
[00:45:10.700 --> 00:45:10.920]   like
[00:45:10.920 --> 00:45:11.190]   about
[00:45:11.190 --> 00:45:11.410]   it
[00:45:11.410 --> 00:45:11.430]   if
[00:45:11.430 --> 00:45:11.520]   we
[00:45:11.520 --> 00:45:11.960]   actually
[00:45:11.960 --> 00:45:12.120]   get
[00:45:12.120 --> 00:45:12.290]   to
[00:45:12.290 --> 00:45:12.520]   that
[00:45:12.520 --> 00:45:12.720]   point
[00:45:12.720 --> 00:45:12.940]   just
[00:45:12.940 --> 00:45:13.050]   in
[00:45:13.050 --> 00:45:13.170]   in
[00:45:13.170 --> 00:45:13.380]   well
[00:45:13.380 --> 00:45:13.490]   we
[00:45:13.490 --> 00:45:13.710]   have
[00:45:13.710 --> 00:45:13.930]   your
[00:45:13.930 --> 00:45:14.150]   game
[00:45:14.150 --> 00:45:14.480]   engine
[00:45:14.480 --> 00:45:14.770]   that
[00:45:14.770 --> 00:45:14.860]   can
[00:45:14.860 --> 00:45:15.010]   run
[00:45:15.010 --> 00:45:15.120]   on
[00:45:15.120 --> 00:45:15.380]   Node
[00:45:15.380 --> 00:45:15.460]   or
[00:45:15.460 --> 00:45:15.900]   anything
[00:45:15.900 --> 00:45:16.180]   else
[00:45:16.180 --> 00:45:16.270]  .
[00:45:16.270 --> 00:45:16.370]   We
[00:45:16.370 --> 00:45:16.730]   can
[00:45:16.730 --> 00:45:16.770]   open
[00:45:16.770 --> 00:45:16.880]   up
[00:45:16.880 --> 00:45:16.990]   uh
[00:45:16.990 --> 00:45:17.150]   you
[00:45:17.150 --> 00:45:17.370]   know
[00:45:17.370 --> 00:45:17.480]   an
[00:45:17.480 --> 00:45:17.980]   interface
[00:45:17.980 --> 00:45:18.090]   to
[00:45:18.090 --> 00:45:18.590]   basically
[00:45:18.590 --> 00:45:18.840]   with
[00:45:18.840 --> 00:45:18.970]   any
[00:45:18.970 --> 00:45:19.410]   language
[00:45:19.410 --> 00:45:19.570]   and
[00:45:19.570 --> 00:45:19.980]   people
[00:45:19.980 --> 00:45:20.060]   can
[00:45:20.060 --> 00:45:20.280]   just
[00:45:20.280 --> 00:45:20.550]   start
[00:45:20.550 --> 00:45:20.660]   to
[00:45:20.660 --> 00:45:20.710]   f
[00:45:20.710 --> 00:45:20.870]   you
[00:45:20.870 --> 00:45:21.440]   know
[00:45:21.440 --> 00:45:21.440]  
[00:45:21.440 --> 00:45:21.540]   to
[00:45:21.540 --> 00:45:21.650]   use
[00:45:21.650 --> 00:45:21.730]   it
[00:45:21.730 --> 00:45:21.860]   and
[00:45:21.860 --> 00:45:22.000]   try
[00:45:22.000 --> 00:45:22.070]   to
[00:45:22.070 --> 00:45:22.240]   come
[00:45:22.240 --> 00:45:22.320]   up
[00:45:22.320 --> 00:45:22.490]   with
[00:45:22.490 --> 00:45:22.620]   the
[00:45:22.620 --> 00:45:22.790]   best
[00:45:22.790 --> 00:45:23.190]   algorithm
[00:45:23.190 --> 00:45:23.400]  .
[00:45:23.400 --> 00:45:23.720]   Now
[00:45:23.720 --> 00:45:23.970]   it
[00:45:23.970 --> 00:45:24.160]   doesn
[00:45:24.160 --> 00:45:24.270]  't
[00:45:24.270 --> 00:45:24.520]   mean
[00:45:24.520 --> 00:45:24.640]   it
[00:45:24.640 --> 00:45:24.890]   will
[00:45:24.890 --> 00:45:25.010]   be
[00:45:25.010 --> 00:45:25.570]   actually
[00:45:25.570 --> 00:45:25.750]   the
[00:45:25.750 --> 00:45:25.890]   one
[00:45:25.890 --> 00:45:26.210]   that
[00:45:26.210 --> 00:45:26.390]   that
[00:45:26.390 --> 00:45:27.040]   could
[00:45:27.040 --> 00:45:27.200]   actually
[00:45:27.200 --> 00:45:27.470]   play
[00:45:27.470 --> 00:45:27.640]   you
[00:45:27.640 --> 00:45:27.760]  ,
[00:45:27.760 --> 00:45:28.040]   know
[00:45:28.040 --> 00:45:28.130]  ,
[00:45:28.130 --> 00:45:28.250]   or
[00:45:28.250 --> 00:45:28.370]   be
[00:45:28.370 --> 00:45:29.060]   implemented
[00:45:29.060 --> 00:45:29.180]   in
[00:45:29.180 --> 00:45:29.370]   the
[00:45:29.370 --> 00:45:29.430]   I
[00:45:29.430 --> 00:45:29.480]  _
[00:45:29.480 --> 00:45:29.550]  P
[00:45:29.550 --> 00:45:29.610]  _
[00:45:29.610 --> 00:45:29.730]  AD
[00:45:29.730 --> 00:45:30.170]   because
[00:45:30.170 --> 00:45:30.350]   you
[00:45:30.350 --> 00:45:30.610]   know
[00:45:30.610 --> 00:45:30.870]   some
[00:45:30.870 --> 00:45:30.980]   of
[00:45:30.980 --> 00:45:31.230]   them
[00:45:31.230 --> 00:45:31.550]   might
[00:45:31.550 --> 00:45:31.660]   be
[00:45:31.660 --> 00:45:31.910]   very
[00:45:31.910 --> 00:45:32.480]   expensive
[00:45:32.480 --> 00:45:32.650]   and
[00:45:32.650 --> 00:45:32.980]   that
[00:45:32.980 --> 00:45:33.060]   m
[00:45:33.060 --> 00:45:33.290]   might
[00:45:33.290 --> 00:45:33.730]   not
[00:45:33.730 --> 00:45:33.730]   even
[00:45:33.730 --> 00:45:34.020]   run
[00:45:34.020 --> 00:45:34.040]   um
[00:45:34.040 --> 00:45:34.160]   uh
[00:45:34.160 --> 00:45:34.280]   in
[00:45:34.280 --> 00:45:34.450]   in
[00:45:34.450 --> 00:45:34.650]   Java
[00:45:34.650 --> 00:45:35.060]   script
[00:45:35.060 --> 00:45:35.220]   but
[00:45:35.220 --> 00:45:35.340]   it
[00:45:35.340 --> 00:45:35.590]   will
[00:45:35.590 --> 00:45:35.710]   be
[00:45:35.710 --> 00:45:35.770]   a
[00:45:35.770 --> 00:45:36.080]   great
[00:45:36.080 --> 00:45:36.470]   explor
[00:45:36.470 --> 00:45:36.790]  atory
[00:45:36.790 --> 00:45:37.080]   phase
[00:45:37.080 --> 00:45:37.200]   to
[00:45:37.200 --> 00:45:37.380]   say
[00:45:37.380 --> 00:45:37.590]   hey
[00:45:37.590 --> 00:45:37.770]   let
[00:45:37.770 --> 00:45:37.930]  's
[00:45:37.930 --> 00:45:38.140]   open
[00:45:38.140 --> 00:45:38.260]   up
[00:45:38.260 --> 00:45:38.480]   the
[00:45:38.480 --> 00:45:38.570]   uh
[00:45:38.570 --> 00:45:38.880]   the
[00:45:38.880 --> 00:45:39.070]   flood
[00:45:39.070 --> 00:45:39.140]  g
[00:45:39.140 --> 00:45:39.380]  ates
[00:45:39.380 --> 00:45:39.650]   here
[00:45:39.650 --> 00:45:39.820]   and
[00:45:39.820 --> 00:45:40.010]   say
[00:45:40.010 --> 00:45:40.200]   you
[00:45:40.200 --> 00:45:40.450]   guys
[00:45:40.450 --> 00:45:40.700]   come
[00:45:40.700 --> 00:45:40.820]   up
[00:45:40.820 --> 00:45:41.120]   with
[00:45:41.120 --> 00:45:41.350]   the
[00:45:41.350 --> 00:45:41.520]   best
[00:45:41.520 --> 00:45:42.040]   algorithm
[00:45:42.040 --> 00:45:42.200]   uh
[00:45:42.200 --> 00:45:42.400]   to
[00:45:42.400 --> 00:45:42.440]   to
[00:45:42.440 --> 00:45:42.690]   play
[00:45:42.690 --> 00:45:42.880]   you
[00:45:42.880 --> 00:45:43.130]   know
[00:45:43.130 --> 00:45:43.250]   uh
[00:45:43.250 --> 00:45:44.760]   professional [SPEAKER_TURN]
[00:45:44.780 --> 00:45:44.780]  
[00:45:44.780 --> 00:45:44.920]   do
[00:45:44.920 --> 00:45:45.060]   is
[00:45:45.060 --> 00:45:45.280]   you
[00:45:45.280 --> 00:45:45.670]   could
[00:45:45.670 --> 00:45:46.090]   create
[00:45:46.090 --> 00:45:46.750]   divisions
[00:45:46.750 --> 00:45:47.120]   right
[00:45:47.120 --> 00:45:47.260]  ,
[00:45:47.260 --> 00:45:47.630]   where
[00:45:47.630 --> 00:45:47.920]   like
[00:45:47.920 --> 00:45:48.060]   it
[00:45:48.060 --> 00:45:48.200]  's
[00:45:48.200 --> 00:45:48.550]   only
[00:45:48.550 --> 00:45:48.630]   uh
[00:45:48.630 --> 00:45:48.770]   an
[00:45:48.770 --> 00:45:49.430]   algorithm
[00:45:49.430 --> 00:45:49.560]   is
[00:45:49.560 --> 00:45:49.860]   only
[00:45:49.860 --> 00:45:50.230]   given
[00:45:50.230 --> 00:45:50.370]   so
[00:45:50.370 --> 00:45:50.660]   many
[00:45:50.660 --> 00:45:50.800]   uh
[00:45:50.800 --> 00:45:51.310]   seconds
[00:45:51.310 --> 00:45:51.450]   or
[00:45:51.450 --> 00:45:51.610]   so
[00:45:51.610 --> 00:45:51.880]   much
[00:45:51.880 --> 00:45:52.020]   uh
[00:45:52.020 --> 00:45:52.460]   cycles
[00:45:52.460 --> 00:45:52.720]   to
[00:45:52.720 --> 00:45:52.950]   make
[00:45:52.950 --> 00:45:52.960]   a
[00:45:52.960 --> 00:45:53.250]   move
[00:45:53.250 --> 00:45:53.320]  .
[00:45:53.320 --> 00:45:53.580]   So
[00:45:53.580 --> 00:45:54.140]   it
[00:45:54.140 --> 00:45:54.340]   reminded
[00:45:54.340 --> 00:45:54.480]   me
[00:45:54.480 --> 00:45:54.920]   of [SPEAKER_TURN]
[00:45:54.920 --> 00:45:54.920]  
[00:45:54.920 --> 00:45:54.980]   I
[00:45:54.980 --> 00:45:55.040]   I
[00:45:55.040 --> 00:45:55.100]   I
[00:45:55.100 --> 00:45:55.160]   I
[00:45:55.160 --> 00:45:55.310]   I
[00:45:55.310 --> 00:45:55.480]   want
[00:45:55.480 --> 00:45:55.580]   I
[00:45:55.580 --> 00:45:55.860]   wanna
[00:45:55.860 --> 00:45:55.990]   go
[00:45:55.990 --> 00:45:56.440]   against
[00:45:56.440 --> 00:45:56.700]   that
[00:45:56.700 --> 00:45:57.150]   because
[00:45:57.150 --> 00:45:57.210]   I
[00:45:57.210 --> 00:45:57.270]   I
[00:45:57.270 --> 00:45:57.590]   tried
[00:45:57.590 --> 00:45:57.770]   to
[00:45:57.770 --> 00:45:58.440]   participate
[00:45:58.440 --> 00:45:58.570]   in
[00:45:58.570 --> 00:45:58.700]   uh
[00:45:58.700 --> 00:45:58.830]   uh
[00:45:58.830 --> 00:45:59.020]   the
[00:45:59.020 --> 00:45:59.150]   uh
[00:45:59.150 --> 00:45:59.280]   Tr
[00:45:59.280 --> 00:45:59.410]  on
[00:45:59.410 --> 00:45:59.540]   uh
[00:45:59.540 --> 00:45:59.890]   Google
[00:45:59.890 --> 00:45:59.990]  -
[00:45:59.990 --> 00:46:00.570]  sponsored
[00:46:00.570 --> 00:46:00.700]   uh
[00:46:00.700 --> 00:46:00.760]   A
[00:46:00.760 --> 00:46:00.820]  _
[00:46:00.820 --> 00:46:00.880]  I
[00:46:00.880 --> 00:46:00.940]  _
[00:46:00.940 --> 00:46:01.750]   competition
[00:46:01.750 --> 00:46:01.920]   that
[00:46:01.920 --> 00:46:02.120]   was
[00:46:02.120 --> 00:46:02.240]   in
[00:46:02.240 --> 00:46:02.760]   February
[00:46:02.760 --> 00:46:02.890]   of
[00:46:02.890 --> 00:46:03.150]   this
[00:46:03.150 --> 00:46:03.410]   year
[00:46:03.410 --> 00:46:03.620]   and
[00:46:03.620 --> 00:46:03.660]   I
[00:46:03.660 --> 00:46:04.050]   really
[00:46:04.050 --> 00:46:04.310]   didn
[00:46:04.310 --> 00:46:04.440]  't
[00:46:04.440 --> 00:46:04.700]   have
[00:46:04.700 --> 00:46:04.970]   much
[00:46:04.970 --> 00:46:05.220]   time
[00:46:05.220 --> 00:46:05.460]   at
[00:46:05.460 --> 00:46:05.630]   that
[00:46:05.630 --> 00:46:05.870]   time
[00:46:05.870 --> 00:46:05.930]   I
[00:46:05.930 --> 00:46:06.120]  .
[00:46:06.120 --> 00:46:06.310]   was
[00:46:06.310 --> 00:46:06.700]   really
[00:46:06.700 --> 00:46:06.960]   over
[00:46:06.960 --> 00:46:07.350]  worked
[00:46:07.350 --> 00:46:07.540]   but
[00:46:07.540 --> 00:46:07.670]   uh
[00:46:07.670 --> 00:46:07.860]   the
[00:46:07.860 --> 00:46:08.250]   little
[00:46:08.250 --> 00:46:08.520]   idea
[00:46:08.520 --> 00:46:08.700]   was
[00:46:08.700 --> 00:46:09.250]   actually
[00:46:09.250 --> 00:46:09.480]   very
[00:46:09.480 --> 00:46:09.610]   uh
[00:46:09.610 --> 00:46:09.800]   you
[00:46:09.800 --> 00:46:10.060]   know
[00:46:10.060 --> 00:46:10.350]   they
[00:46:10.350 --> 00:46:10.510]   had
[00:46:10.510 --> 00:46:10.760]   this
[00:46:10.760 --> 00:46:11.090]   limit
[00:46:11.090 --> 00:46:11.410]   where
[00:46:11.410 --> 00:46:11.600]   you
[00:46:11.600 --> 00:46:12.180]   basically
[00:46:12.180 --> 00:46:12.440]   your
[00:46:12.440 --> 00:46:12.500]   a
[00:46:12.500 --> 00:46:12.760]   your
[00:46:12.760 --> 00:46:13.390]   algorithm
[00:46:13.390 --> 00:46:13.530]   had
[00:46:13.530 --> 00:46:13.660]   to
[00:46:13.660 --> 00:46:14.110]   respond
[00:46:14.110 --> 00:46:14.500]   within
[00:46:14.500 --> 00:46:14.690]   one
[00:46:14.690 --> 00:46:15.070]   second
[00:46:15.070 --> 00:46:15.370]   and
[00:46:15.370 --> 00:46:15.530]   they
[00:46:15.530 --> 00:46:15.790]   were
[00:46:15.790 --> 00:46:16.240]   running
[00:46:16.240 --> 00:46:16.490]   your
[00:46:16.490 --> 00:46:16.940]   program
[00:46:16.940 --> 00:46:17.080]   on
[00:46:17.080 --> 00:46:17.420]   their
[00:46:17.420 --> 00:46:17.720]   cloud
[00:46:17.720 --> 00:46:17.910]  .
[00:46:17.910 --> 00:46:18.040]   So
[00:46:18.040 --> 00:46:18.230]   you
[00:46:18.230 --> 00:46:18.420]   had
[00:46:18.420 --> 00:46:18.610]   you
[00:46:18.610 --> 00:46:18.870]   know
[00:46:18.870 --> 00:46:19.060]   you
[00:46:19.060 --> 00:46:19.320]   were
[00:46:19.320 --> 00:46:19.770]   running
[00:46:19.770 --> 00:46:20.090]   the
[00:46:20.090 --> 00:46:20.540]   everybody
[00:46:20.540 --> 00:46:20.730]   had
[00:46:20.730 --> 00:46:20.920]   the
[00:46:20.920 --> 00:46:21.190]   same
[00:46:21.190 --> 00:46:21.760]   processor
[00:46:21.760 --> 00:46:22.100]   usage
[00:46:22.100 --> 00:46:22.270]   you
[00:46:22.270 --> 00:46:22.530]   know
[00:46:22.530 --> 00:46:22.790]   that
[00:46:22.790 --> 00:46:23.050]   kind
[00:46:23.050 --> 00:46:23.230]   of
[00:46:23.230 --> 00:46:24.500]   good [SPEAKER_TURN]
[00:46:25.060 --> 00:46:24.760]   Right
[00:46:24.760 --> 00:46:25.360]  . [SPEAKER_TURN]
[00:46:25.360 --> 00:46:25.440]  
[00:46:25.440 --> 00:46:25.570]   But
[00:46:25.570 --> 00:46:25.800]   the
[00:46:25.800 --> 00:46:26.130]   issue
[00:46:26.130 --> 00:46:26.270]   is
[00:46:26.270 --> 00:46:26.550]   that
[00:46:26.550 --> 00:46:26.830]   when
[00:46:26.830 --> 00:46:27.040]   you
[00:46:27.040 --> 00:46:27.180]   do
[00:46:27.180 --> 00:46:27.480]   that
[00:46:27.480 --> 00:46:27.670]   you
[00:46:27.670 --> 00:46:28.230]   actually
[00:46:28.230 --> 00:46:28.440]   you
[00:46:28.440 --> 00:46:28.830]   know
[00:46:28.830 --> 00:46:28.930]   put
[00:46:28.930 --> 00:46:29.000]   a
[00:46:29.000 --> 00:46:29.220]   big
[00:46:29.220 --> 00:46:29.280]   f
[00:46:29.280 --> 00:46:29.490]   big
[00:46:29.490 --> 00:46:29.630]   um
[00:46:29.630 --> 00:46:30.090]   uh
[00:46:30.090 --> 00:46:30.330]   leverage
[00:46:30.330 --> 00:46:30.470]   al
[00:46:30.470 --> 00:46:30.610]   or
[00:46:30.610 --> 00:46:30.750]   no
[00:46:30.750 --> 00:46:30.890]  ,
[00:46:30.890 --> 00:46:31.450]   actually
[00:46:31.450 --> 00:46:31.670]   not
[00:46:31.670 --> 00:46:32.220]   leverage
[00:46:32.220 --> 00:46:32.410]   um
[00:46:32.410 --> 00:46:32.500]   uh
[00:46:32.500 --> 00:46:32.950]   big
[00:46:32.950 --> 00:46:33.270]   emphasis
[00:46:33.270 --> 00:46:33.410]   on
[00:46:33.410 --> 00:46:33.550]   on
[00:46:33.550 --> 00:46:33.760]   big
[00:46:33.760 --> 00:46:34.470]   constraint
[00:46:34.470 --> 00:46:34.610]   or
[00:46:34.610 --> 00:46:35.170]   emphasis
[00:46:35.170 --> 00:46:35.310]   on
[00:46:35.310 --> 00:46:35.950]   languages
[00:46:35.950 --> 00:46:36.230]   that
[00:46:36.230 --> 00:46:36.440]   can
[00:46:36.440 --> 00:46:36.650]   run
[00:46:36.650 --> 00:46:36.980]   fast
[00:46:36.980 --> 00:46:37.370]  .
[00:46:37.370 --> 00:46:37.560]   So
[00:46:37.560 --> 00:46:37.640]   the
[00:46:37.640 --> 00:46:37.820]   one
[00:46:37.820 --> 00:46:38.070]   that
[00:46:38.070 --> 00:46:38.370]   were
[00:46:38.370 --> 00:46:38.500]   the
[00:46:38.500 --> 00:46:38.680]   top
[00:46:38.680 --> 00:46:39.120]   entries
[00:46:39.120 --> 00:46:39.370]   were
[00:46:39.370 --> 00:46:39.490]   C
[00:46:39.490 --> 00:46:39.490]  _
[00:46:39.490 --> 00:46:39.670]   and
[00:46:39.670 --> 00:46:39.730]   C
[00:46:39.730 --> 00:46:39.950]  _
[00:46:39.950 --> 00:46:40.040]   plus
[00:46:40.040 --> 00:46:40.290]   plus
[00:46:40.290 --> 00:46:40.470]  .
[00:46:40.470 --> 00:46:40.770]   So
[00:46:40.770 --> 00:46:40.790]   you
[00:46:40.790 --> 00:46:41.020]   know
[00:46:41.020 --> 00:46:41.080]   '
[00:46:41.080 --> 00:46:41.390]  cause
[00:46:41.390 --> 00:46:41.440]   I
[00:46:41.440 --> 00:46:41.760]   tried
[00:46:41.760 --> 00:46:41.830]   i
[00:46:41.830 --> 00:46:41.900]   I
[00:46:41.900 --> 00:46:42.190]   tried
[00:46:42.190 --> 00:46:42.690]   actually
[00:46:42.690 --> 00:46:42.810]   no
[00:46:42.810 --> 00:46:42.930]   JS
[00:46:42.930 --> 00:46:43.120]   and
[00:46:43.120 --> 00:46:43.170]   I
[00:46:43.170 --> 00:46:43.290]  'm
[00:46:43.290 --> 00:46:43.470]   not
[00:46:43.470 --> 00:46:43.720]   able
[00:46:43.720 --> 00:46:43.880]   to
[00:46:43.880 --> 00:46:44.020]   get
[00:46:44.020 --> 00:46:44.080]   a
[00:46:44.080 --> 00:46:44.260]   few
[00:46:44.260 --> 00:46:44.570]   thing
[00:46:44.570 --> 00:46:44.750]   but
[00:46:44.750 --> 00:46:44.930]   you
[00:46:44.930 --> 00:46:45.110]   you
[00:46:45.110 --> 00:46:45.290]   you
[00:46:45.290 --> 00:46:45.710]   cannot
[00:46:45.710 --> 00:46:45.780]   uh
[00:46:45.780 --> 00:46:46.180]   you
[00:46:46.180 --> 00:46:46.330]   cannot
[00:46:46.330 --> 00:46:46.770]   compete
[00:46:46.770 --> 00:46:46.890]   on
[00:46:46.890 --> 00:46:47.010]   uh
[00:46:47.010 --> 00:46:47.150]   on
[00:46:47.150 --> 00:46:47.190]   a
[00:46:47.190 --> 00:46:47.690]   platform
[00:46:47.690 --> 00:46:47.810]   or
[00:46:47.810 --> 00:46:48.010]   on
[00:46:48.010 --> 00:46:48.290]   that
[00:46:48.290 --> 00:46:48.790]   specific
[00:46:48.790 --> 00:46:49.310]   constraint
[00:46:49.310 --> 00:46:49.550]  .
[00:46:49.550 --> 00:46:49.610]   So
[00:46:49.610 --> 00:46:49.670]   I
[00:46:49.670 --> 00:46:49.730]   I
[00:46:49.730 --> 00:46:50.040]   would
[00:46:50.040 --> 00:46:50.220]   say
[00:46:50.220 --> 00:46:50.400]   don
[00:46:50.400 --> 00:46:50.520]  't
[00:46:50.520 --> 00:46:50.770]   even
[00:46:50.770 --> 00:46:50.940]   look
[00:46:50.940 --> 00:46:51.140]   at
[00:46:51.140 --> 00:46:51.400]   a
[00:46:51.400 --> 00:46:51.830]   constraint
[00:46:51.830 --> 00:46:52.080]   from
[00:46:52.080 --> 00:46:52.260]   the
[00:46:52.260 --> 00:46:52.510]   from
[00:46:52.510 --> 00:46:52.570]   a
[00:46:52.570 --> 00:46:53.260]   competition
[00:46:53.260 --> 00:46:53.570]   point
[00:46:53.570 --> 00:46:53.690]   of
[00:46:53.690 --> 00:46:53.950]   view
[00:46:53.950 --> 00:46:54.120]   you
[00:46:54.120 --> 00:46:54.370]   know
[00:46:54.370 --> 00:46:54.630]   Just
[00:46:54.630 --> 00:46:54.800]  .
[00:46:54.800 --> 00:46:55.360]   l
[00:46:55.360 --> 00:46:55.380]  
[00:46:55.380 --> 00:46:55.450]   up
[00:46:55.450 --> 00:46:55.580]   and
[00:46:55.580 --> 00:46:55.710]   say
[00:46:55.710 --> 00:46:55.890]   okay
[00:46:55.890 --> 00:46:56.040]  ,
[00:46:56.040 --> 00:46:56.270]   well
[00:46:56.270 --> 00:46:56.300]   you
[00:46:56.300 --> 00:46:56.510]   might
[00:46:56.510 --> 00:46:56.690]   have
[00:46:56.690 --> 00:46:56.780]   it
[00:46:56.780 --> 00:46:56.870]   up
[00:46:56.870 --> 00:46:56.960]   to
[00:46:56.960 --> 00:46:57.000]   a
[00:46:57.000 --> 00:46:57.270]   minute
[00:46:57.270 --> 00:46:57.360]   to
[00:46:57.360 --> 00:46:57.670]   respond
[00:46:57.670 --> 00:46:57.800]   and
[00:46:57.800 --> 00:46:57.980]   that
[00:46:57.980 --> 00:46:58.070]  's
[00:46:58.070 --> 00:46:58.110]   a
[00:46:58.110 --> 00:46:58.170]   b
[00:46:58.170 --> 00:46:58.280]   you
