
[00:00:00.000 --> 00:00:00.820]  
[00:00:00.820 --> 00:00:09.710]   ðŸ
[00:26:41.730 --> 00:26:41.860]  's
[00:26:41.860 --> 00:26:41.940]   a
[00:26:41.940 --> 00:26:42.140]   bit
[00:26:42.140 --> 00:26:42.280]   of
[00:26:42.280 --> 00:26:42.350]   a
[00:26:42.350 --> 00:26:43.020]   painful
[00:26:43.020 --> 00:26:43.380]   scenario
[00:26:43.380 --> 00:26:43.590]   but
[00:26:43.590 --> 00:26:43.860]   it
[00:26:43.860 --> 00:26:43.890]  's
[00:26:43.890 --> 00:26:44.130]   kind
[00:26:44.130 --> 00:26:44.270]   of
[00:26:44.270 --> 00:26:44.540]   like
[00:26:44.540 --> 00:26:44.720]   it
[00:26:44.720 --> 00:26:44.810]  's
[00:26:44.810 --> 00:26:45.220]   really
[00:26:45.220 --> 00:26:45.630]   useful
[00:26:45.630 --> 00:26:45.840]   for
[00:26:45.840 --> 00:26:46.110]   your
[00:26:46.110 --> 00:26:46.730]   customers
[00:26:46.730 --> 00:26:46.940]   you
[00:26:46.940 --> 00:26:47.210]   know
[00:26:47.210 --> 00:26:47.420]   and
[00:26:47.420 --> 00:26:47.710]   for
[00:26:47.710 --> 00:26:48.250]   obviously
[00:26:48.250 --> 00:26:48.460]   our
[00:26:48.460 --> 00:26:48.800]   our
[00:26:48.800 --> 00:26:49.300]   customers
[00:26:49.300 --> 00:26:49.430]   as
[00:26:49.430 --> 00:26:49.700]   well
[00:26:49.700 --> 00:26:49.900]  .
[00:26:49.900 --> 00:26:50.040]   So
[00:26:50.040 --> 00:26:50.180]   it
[00:26:50.180 --> 00:26:50.310]  's
[00:26:50.310 --> 00:26:50.430]   a
[00:26:50.430 --> 00:26:50.720]   shame
[00:26:50.720 --> 00:26:50.990]   that
[00:26:50.990 --> 00:26:51.130]   it
[00:26:51.130 --> 00:26:51.260]  's
[00:26:51.260 --> 00:26:51.400]   it
[00:26:51.400 --> 00:26:51.530]  's
[00:26:51.530 --> 00:26:51.760]   so
[00:26:51.760 --> 00:26:51.810]   it
[00:26:51.810 --> 00:26:52.070]  's
[00:26:52.070 --> 00:26:52.210]   such
[00:26:52.210 --> 00:26:52.280]   a
[00:26:52.280 --> 00:26:52.690]   kind
[00:26:52.690 --> 00:26:52.710]   of
[00:26:52.710 --> 00:26:53.170]   blocked
[00:26:53.170 --> 00:26:53.510]   thing
[00:26:53.510 --> 00:26:53.770]   but
[00:26:53.770 --> 00:26:53.790]   I
[00:26:53.790 --> 00:26:53.860]   I
[00:26:53.860 --> 00:26:54.130]   know
[00:26:54.130 --> 00:26:54.340]   why
[00:26:54.340 --> 00:26:54.480]   it
[00:26:54.480 --> 00:26:54.610]   is
[00:26:54.610 --> 00:26:54.910]  .
[00:26:54.910 --> 00:26:55.090]   Yeah
[00:26:55.090 --> 00:26:55.500]   Anyway
[00:26:55.500 --> 00:26:55.700]  .
[00:26:55.700 --> 00:26:56.040]   sorry
[00:26:56.040 --> 00:26:56.300]   Rob
[00:26:56.300 --> 00:26:56.390]   so
[00:26:56.390 --> 00:26:56.700]   you
[00:26:56.700 --> 00:26:56.810]   you
[00:26:56.810 --> 00:26:57.080]   have
[00:26:57.080 --> 00:26:57.350]   some
[00:26:57.350 --> 00:26:57.690]   notes
[00:26:57.690 --> 00:26:58.820]  . [SPEAKER_TURN]
[00:26:58.820 --> 00:27:00.720]   Right
[00:27:00.720 --> 00:27:01.860]  .
[00:27:01.860 --> 00:27:03.760]   Right
[00:27:03.760 --> 00:27:04.900]  .
[00:27:04.900 --> 00:27:06.800]   Right
[00:27:06.800 --> 00:27:07.960]  .
[00:27:07.960 --> 00:27:07.960]  
[00:27:07.960 --> 00:27:08.800]   conversations
[00:27:08.800 --> 00:27:08.960]   uh
[00:27:08.960 --> 00:27:09.190]   with
[00:27:09.190 --> 00:27:09.510]   Derek
[00:27:09.510 --> 00:27:09.570]   I
[00:27:09.570 --> 00:27:09.960]   wouldn
[00:27:09.960 --> 00:27:10.110]  't
[00:27:10.110 --> 00:27:10.350]   have
[00:27:10.350 --> 00:27:10.800]   thought
[00:27:10.800 --> 00:27:10.930]   of
[00:27:10.930 --> 00:27:11.060]   it
[00:27:11.060 --> 00:27:11.190]   up
[00:27:11.190 --> 00:27:11.520]   front
[00:27:11.520 --> 00:27:11.700]   but
[00:27:11.700 --> 00:27:11.890]   the
[00:27:11.890 --> 00:27:12.150]   easy
[00:27:12.150 --> 00:27:12.340]   way
[00:27:12.340 --> 00:27:12.470]   is
[00:27:12.470 --> 00:27:12.600]   to
[00:27:12.600 --> 00:27:12.860]   just
[00:27:12.860 --> 00:27:13.120]   pull
[00:27:13.120 --> 00:27:13.460]   you
[00:27:13.460 --> 00:27:13.570]   know
[00:27:13.570 --> 00:27:14.020]   require
[00:27:14.020 --> 00:27:14.080]   J
[00:27:14.080 --> 00:27:14.140]  _
[00:27:14.140 --> 00:27:14.460]   query
[00:27:14.460 --> 00:27:14.650]   and
[00:27:14.650 --> 00:27:14.910]   pull
[00:27:14.910 --> 00:27:15.300]   that
[00:27:15.300 --> 00:27:15.410]   in
[00:27:15.410 --> 00:27:15.490]   and
[00:27:15.490 --> 00:27:15.750]   make
[00:27:15.750 --> 00:27:15.890]   uh
[00:27:15.890 --> 00:27:16.140]   make
[00:27:16.140 --> 00:27:16.400]   your
[00:27:16.400 --> 00:27:16.790]   widget
[00:27:16.790 --> 00:27:16.980]   pop
[00:27:16.980 --> 00:27:17.110]   up
[00:27:17.110 --> 00:27:17.430]   using
[00:27:17.430 --> 00:27:17.490]   J
[00:27:17.490 --> 00:27:17.550]  _
[00:27:17.550 --> 00:27:17.920]   query
[00:27:17.920 --> 00:27:18.060]   but
[00:27:18.060 --> 00:27:18.320]   that
[00:27:18.320 --> 00:27:18.490]  's
[00:27:18.490 --> 00:27:18.650]   not
[00:27:18.650 --> 00:27:18.890]   that
[00:27:18.890 --> 00:27:19.030]  's
[00:27:19.030 --> 00:27:19.220]   not
[00:27:19.220 --> 00:27:19.540]   gonna
[00:27:19.540 --> 00:27:19.900]   scale
[00:27:19.900 --> 00:27:20.180]   right
[00:27:20.180 --> 00:27:20.690]  ,
[00:27:20.690 --> 00:27:20.760]   because
[00:27:20.760 --> 00:27:20.890]   if
[00:27:20.890 --> 00:27:21.080]   you
[00:27:21.080 --> 00:27:21.270]  're
[00:27:21.270 --> 00:27:21.850]   installed
[00:27:21.850 --> 00:27:21.980]   on
[00:27:21.980 --> 00:27:22.040]   a
[00:27:22.040 --> 00:27:22.490]   hundred
[00:27:22.490 --> 00:27:22.750]   five
[00:27:22.750 --> 00:27:23.260]   hundred
[00:27:23.260 --> 00:27:23.360]   a
[00:27:23.360 --> 00:27:23.780]   thousand
[00:27:23.780 --> 00:27:24.360]   different
[00:27:24.360 --> 00:27:24.880]   websites
[00:27:24.880 --> 00:27:25.270]   people
[00:27:25.270 --> 00:27:25.460]   are
[00:27:25.460 --> 00:27:26.020]   already
[00:27:26.020 --> 00:27:26.280]   gonna
[00:27:26.280 --> 00:27:26.490]   have
[00:27:26.490 --> 00:27:26.550]   J
[00:27:26.550 --> 00:27:26.790]  _
[00:27:26.790 --> 00:27:26.930]   query
[00:27:26.930 --> 00:27:27.120]   and
[00:27:27.120 --> 00:27:27.310]   you
[00:27:27.310 --> 00:27:27.500]   don
[00:27:27.500 --> 00:27:27.690]  't
[00:27:27.690 --> 00:27:27.950]   wanna
[00:27:27.950 --> 00:27:28.210]   pull
[00:27:28.210 --> 00:27:28.270]   a
[00:27:28.270 --> 00:27:28.460]   new
[00:27:28.460 --> 00:27:28.990]   version
[00:27:28.990 --> 00:27:29.170]   they
[00:27:29.170 --> 00:27:29.360]   may
[00:27:29.360 --> 00:27:29.640]   have
[00:27:29.640 --> 00:27:29.820]   an
[00:27:29.820 --> 00:27:30.070]   older
[00:27:30.070 --> 00:27:30.520]   version
[00:27:30.520 --> 00:27:30.780]   that
[00:27:30.780 --> 00:27:30.970]   has
[00:27:30.970 --> 00:27:31.290]   doesn
[00:27:31.290 --> 00:27:31.420]  't
[00:27:31.420 --> 00:27:31.910]   have
[00:27:31.910 --> 00:27:31.940]   some
[00:27:31.940 --> 00:27:32.070]   of
[00:27:32.070 --> 00:27:32.260]   the
[00:27:32.260 --> 00:27:32.780]   features
[00:27:32.780 --> 00:27:32.970]   you
[00:27:32.970 --> 00:27:33.230]   want
[00:27:33.230 --> 00:27:33.360]   it
[00:27:33.360 --> 00:27:33.810]   becomes
[00:27:33.810 --> 00:27:33.870]   a
[00:27:33.870 --> 00:27:34.670]   real
[00:27:34.670 --> 00:27:34.860]   issue
[00:27:34.860 --> 00:27:35.020]  .
[00:27:35.020 --> 00:27:35.170]   So
[00:27:35.170 --> 00:27:35.320]   as
[00:27:35.320 --> 00:27:35.650]   an
[00:27:35.650 --> 00:27:36.020]   example
[00:27:36.020 --> 00:27:36.310]   our
[00:27:36.310 --> 00:27:36.720]   widget
[00:27:36.720 --> 00:27:37.030]   does
[00:27:37.030 --> 00:27:37.260]   not
[00:27:37.260 --> 00:27:37.540]   use
[00:27:37.540 --> 00:27:37.540]  
[00:27:37.540 --> 00:27:37.610]   J
[00:27:37.610 --> 00:27:37.680]  _
[00:27:37.680 --> 00:27:38.030]   query
[00:27:38.030 --> 00:27:38.270]   at
[00:27:38.270 --> 00:27:38.380]   all
[00:27:38.380 --> 00:27:38.970]   even
[00:27:38.970 --> 00:27:39.080]   though
[00:27:39.080 --> 00:27:39.240]   it
[00:27:39.240 --> 00:27:39.500]   anim
[00:27:39.500 --> 00:27:39.780]  ates
[00:27:39.780 --> 00:27:40.060]   yeah
[00:27:40.060 --> 00:27:40.800]  , [SPEAKER_TURN]
[00:27:40.800 --> 00:27:42.570]   M
[00:27:42.570 --> 00:27:44.340]  m
[00:27:44.340 --> 00:27:46.100]  -
[00:27:46.100 --> 00:27:47.860]  h
[00:27:47.860 --> 00:27:51.540]  mm
[00:27:51.540 --> 00:27:56.740]  . [SPEAKER_TURN]
[00:27:59.100 --> 00:27:59.210]  
[00:27:59.210 --> 00:27:59.290]   And
[00:27:59.290 --> 00:27:59.440]   it
[00:27:59.440 --> 00:27:59.530]  's
[00:27:59.530 --> 00:27:59.780]   been
[00:27:59.780 --> 00:28:00.160]   really
[00:28:00.160 --> 00:28:00.600]   painful
[00:28:00.600 --> 00:28:00.850]   then
[00:28:00.850 --> 00:28:00.970]   to
[00:28:00.970 --> 00:28:01.520]   actually
[00:28:01.520 --> 00:28:01.720]   make
[00:28:01.720 --> 00:28:01.850]   it
[00:28:01.850 --> 00:28:02.150]   look
[00:28:02.150 --> 00:28:02.350]   like
[00:28:02.350 --> 00:28:02.880]   anything
[00:28:02.880 --> 00:28:03.100]  .
[00:28:03.100 --> 00:28:03.240]   But
[00:28:03.240 --> 00:28:03.440]   but
[00:28:03.440 --> 00:28:03.680]   what
[00:28:03.680 --> 00:28:03.800]   it
[00:28:03.800 --> 00:28:04.120]   means
[00:28:04.120 --> 00:28:04.270]   is
[00:28:04.270 --> 00:28:04.360]   is
[00:28:04.360 --> 00:28:04.410]   that
[00:28:04.410 --> 00:28:04.890]   uh
[00:28:04.890 --> 00:28:04.920]   you
[00:28:04.920 --> 00:28:05.170]   know
[00:28:05.170 --> 00:28:05.740]   hopefully
[00:28:05.740 --> 00:28:05.990]   when
[00:28:05.990 --> 00:28:06.160]   it
[00:28:06.160 --> 00:28:06.360]   goes
[00:28:06.360 --> 00:28:06.510]   on
[00:28:06.510 --> 00:28:06.800]   other
[00:28:06.800 --> 00:28:07.120]   sites
[00:28:07.120 --> 00:28:07.560]   because
[00:28:07.560 --> 00:28:07.620]   I
[00:28:07.620 --> 00:28:08.050]   already
[00:28:08.050 --> 00:28:08.250]   was
[00:28:08.250 --> 00:28:08.630]   really
[00:28:08.630 --> 00:28:09.010]   strict
[00:28:09.010 --> 00:28:09.330]   about
[00:28:09.330 --> 00:28:09.700]   trying
[00:28:09.700 --> 00:28:09.830]   to
[00:28:09.830 --> 00:28:10.080]   ruin
[00:28:10.080 --> 00:28:10.310]   the
[00:28:10.310 --> 00:28:10.330]   C
[00:28:10.330 --> 00:28:10.390]  _
[00:28:10.390 --> 00:28:10.450]  S
[00:28:10.450 --> 00:28:10.540]  _
[00:28:10.540 --> 00:28:10.570]  S
[00:28:10.570 --> 00:28:10.630]  _
[00:28:10.630 --> 00:28:10.940]   in
[00:28:10.940 --> 00:28:10.950]   the
[00:28:10.950 --> 00:28:11.350]   first
[00:28:11.350 --> 00:28:11.580]   place
[00:28:11.580 --> 00:28:11.700]   um
[00:28:11.700 --> 00:28:11.940]   it
[00:28:11.940 --> 00:28:12.000]   it
[00:28:12.000 --> 00:28:12.320]   should
[00:28:12.320 --> 00:28:12.440]   in
[00:28:12.440 --> 00:28:12.820]   theory
[00:28:12.820 --> 00:28:13.070]   work
[00:28:13.070 --> 00:28:13.520]   across
[00:28:13.520 --> 00:28:13.800]   those
[00:28:13.800 --> 00:28:14.080]   other
[00:28:14.080 --> 00:28:14.410]   sites
[00:28:14.410 --> 00:28:15.010]  .
[00:28:15.010 --> 00:28:15.010]   I
[00:28:15.010 --> 00:28:15.220]   don
[00:28:15.220 --> 00:28:15.360]  't
[00:28:15.360 --> 00:28:15.750]   know
[00:28:15.750 --> 00:28:15.780]   we
[00:28:15.780 --> 00:28:15.990]  'll
[00:28:15.990 --> 00:28:16.320]   see
[00:28:16.320 --> 00:28:16.410]  .
[00:28:16.410 --> 00:28:16.480]   I
[00:28:16.480 --> 00:28:16.840]   doubt
[00:28:16.840 --> 00:28:17.110]   it
[00:28:17.110 --> 00:28:17.110]  's
[00:28:17.110 --> 00:28:17.530]   gonna
[00:28:17.530 --> 00:28:17.740]   work
[00:28:17.740 --> 00:28:17.910]   as
[00:28:17.910 --> 00:28:18.200]   well
[00:28:18.200 --> 00:28:18.300]   as
[00:28:18.300 --> 00:28:18.610]   your
[00:28:18.610 --> 00:28:18.860]   guys
[00:28:18.860 --> 00:28:18.930]  '
[00:28:18.930 --> 00:28:19.140]   but
[00:28:19.140 --> 00:28:19.280]   uh
[00:28:19.280 --> 00:28:19.440]   um
[00:28:19.440 --> 00:28:19.700]   you
[00:28:19.700 --> 00:28:19.910]   know
[00:28:19.910 --> 00:28:20.330]   that
[00:28:20.330 --> 00:28:20.370]  's
[00:28:20.370 --> 00:28:20.610]   what
[00:28:20.610 --> 00:28:20.820]   bug
[00:28:20.820 --> 00:28:21.380]   fixing
[00:28:21.380 --> 00:28:21.390]  's
[00:28:21.390 --> 00:28:21.590]   for
[00:28:21.590 --> 00:28:22.420]  . [SPEAKER_TURN]
[00:28:22.420 --> 00:28:22.810]   Right
[00:28:22.810 --> 00:28:22.870]   and
[00:28:22.870 --> 00:28:22.980]   do
[00:28:22.980 --> 00:28:23.150]   you
[00:28:23.150 --> 00:28:23.390]   have
[00:28:23.390 --> 00:28:23.420]   I
[00:28:23.420 --> 00:28:23.640]   mean
[00:28:23.640 --> 00:28:23.810]   you
[00:28:23.810 --> 00:28:24.020]   have
[00:28:24.020 --> 00:28:24.600]   animations
[00:28:24.600 --> 00:28:24.710]   in
[00:28:24.710 --> 00:28:24.990]   there
[00:28:24.990 --> 00:28:25.210]   that
[00:28:25.210 --> 00:28:25.410]   that
[00:28:25.410 --> 00:28:25.990]   require
[00:28:25.990 --> 00:28:26.400]   JavaScript
[00:28:26.400 --> 00:28:26.610]   and
[00:28:26.610 --> 00:28:26.740]   are
[00:28:26.740 --> 00:28:26.980]   you
[00:28:26.980 --> 00:28:27.020]   re
[00:28:27.020 --> 00:28:27.360]   coding
[00:28:27.360 --> 00:28:27.580]   this
[00:28:27.580 --> 00:28:27.800]   from
[00:28:27.800 --> 00:28:28.210]   scratch
[00:28:28.210 --> 00:28:28.940]  ? [SPEAKER_TURN]
[00:28:29.080 --> 00:28:29.120]   No
[00:28:29.120 --> 00:28:29.150]   I
[00:28:29.150 --> 00:28:29.370]   yeah
[00:28:29.370 --> 00:28:29.550]   yes
[00:28:29.550 --> 00:28:29.660]   uh
[00:28:29.660 --> 00:28:29.850]   yes
[00:28:29.850 --> 00:28:30.220]   coding
[00:28:30.220 --> 00:28:30.470]   them
[00:28:30.470 --> 00:28:30.720]   from
[00:28:30.720 --> 00:28:31.150]   scratch
[00:28:31.150 --> 00:28:31.210]   I
[00:28:31.210 --> 00:28:31.390]   had
[00:28:31.390 --> 00:28:32.010]   originally
[00:28:32.010 --> 00:28:32.190]   put
[00:28:32.190 --> 00:28:32.440]   them
[00:28:32.440 --> 00:28:32.620]   all
[00:28:32.620 --> 00:28:32.740]   in
[00:28:32.740 --> 00:28:33.050]   using
[00:28:33.050 --> 00:28:33.110]   J
[00:28:33.110 --> 00:28:33.170]  _
[00:28:33.170 --> 00:28:33.480]   query
[00:28:33.480 --> 00:28:33.660]   and
[00:28:33.660 --> 00:28:33.910]   then
[00:28:33.910 --> 00:28:34.160]   kind
[00:28:34.160 --> 00:28:34.280]   of
[00:28:34.280 --> 00:28:34.460]   had
[00:28:34.460 --> 00:28:34.710]   that
[00:28:34.710 --> 00:28:34.960]   same
[00:28:34.960 --> 00:28:35.390]   thought
[00:28:35.390 --> 00:28:35.510]   so
[00:28:35.510 --> 00:28:35.640]   I
[00:28:35.640 --> 00:28:35.750]   was
[00:28:35.750 --> 00:28:36.000]   like
[00:28:36.000 --> 00:28:36.250]   okay
[00:28:36.250 --> 00:28:36.420]   how
[00:28:36.420 --> 00:28:36.930]   many
[00:28:36.930 --> 00:28:37.050]   actual
[00:28:37.050 --> 00:28:37.110]   J
[00:28:37.110 --> 00:28:37.170]  _
[00:28:37.170 --> 00:28:37.500]   query
[00:28:37.500 --> 00:28:37.790]   calls
[00:28:37.790 --> 00:28:37.970]   do
[00:28:37.970 --> 00:28:38.010]   I
[00:28:38.010 --> 00:28:38.150]   use
[00:28:38.150 --> 00:28:38.330]   so
[00:28:38.330 --> 00:28:38.350]   I
[00:28:38.350 --> 00:28:38.580]   just
[00:28:38.580 --> 00:28:38.700]   re
[00:28:38.700 --> 00:28:38.760]  -
[00:28:38.760 --> 00:28:38.880]  im
[00:28:38.880 --> 00:28:39.060]  ple
[00:28:39.060 --> 00:28:39.430]  mented
[00:28:39.430 --> 00:28:39.610]   the
[00:28:39.610 --> 00:28:39.860]   ones
[00:28:39.860 --> 00:28:40.140]   that
[00:28:40.140 --> 00:28:40.170]   I
[00:28:40.170 --> 00:28:40.350]   use
[00:28:40.350 --> 00:28:40.470]   um
[00:28:40.470 --> 00:28:40.650]   but
[00:28:40.650 --> 00:28:40.710]   I
[00:28:40.710 --> 00:28:40.830]  'm
[00:28:40.830 --> 00:28:40.990]   not
[00:28:40.990 --> 00:28:41.500]   doing
[00:28:41.500 --> 00:28:41.580]   any
[00:28:41.580 --> 00:28:42.060]   animation
[00:28:42.060 --> 00:28:42.560]   actually
[00:28:42.560 --> 00:28:42.870]   using
[00:28:42.870 --> 00:28:42.930]   J
[00:28:42.930 --> 00:28:42.990]  _
[00:28:42.990 --> 00:28:43.300]   query
[00:28:43.300 --> 00:28:43.420]   it
[00:28:43.420 --> 00:28:43.540]  's
[00:28:43.540 --> 00:28:43.760]   all
[00:28:43.760 --> 00:28:43.780]   C
[00:28:43.780 --> 00:28:43.840]  _
[00:28:43.840 --> 00:28:43.900]  S
[00:28:43.900 --> 00:28:43.960]  _
[00:28:43.960 --> 00:28:44.020]  S
[00:28:44.020 --> 00:28:44.080]  _
[00:28:44.080 --> 00:28:44.390]   three
[00:28:44.390 --> 00:28:45.010]   animations
[00:28:45.010 --> 00:28:45.130]   so
[00:28:45.130 --> 00:28:45.250]   if
[00:28:45.250 --> 00:28:45.370]   it
[00:28:45.370 --> 00:28:45.490]   if
[00:28:45.490 --> 00:28:45.610]   if
[00:28:45.610 --> 00:28:45.850]   they
[00:28:45.850 --> 00:28:45.940]   don
[00:28:45.940 --> 00:28:46.280]  't
[00:28:46.280 --> 00:28:46.320]   if
[00:28:46.320 --> 00:28:46.590]   their
[00:28:46.590 --> 00:28:47.020]   browser
[00:28:47.020 --> 00:28:47.330]   doesn
[00:28:47.330 --> 00:28:47.450]  't
[00:28:47.450 --> 00:28:47.750]   have
[00:28:47.750 --> 00:28:47.960]   the
[00:28:47.960 --> 00:28:48.500]   capability
[00:28:48.500 --> 00:28:48.620]   of
[00:28:48.620 --> 00:28:49.080]   playing
[00:28:49.080 --> 00:28:49.290]   the
[00:28:49.290 --> 00:28:49.290]   C
[00:28:49.290 --> 00:28:49.350]  _
[00:28:49.350 --> 00:28:49.470]  S
[00:28:49.470 --> 00:28:49.530]  _
[00:28:49.530 --> 00:28:49.530]  C
[00:28:49.530 --> 00:28:49.590]  _
[00:28:49.590 --> 00:28:49.650]  S
[00:28:49.650 --> 00:28:49.710]  _
[00:28:49.710 --> 00:28:49.800]   uh
[00:28:49.800 --> 00:28:50.350]   three
[00:28:50.350 --> 00:28:50.760]   animations
[00:28:50.760 --> 00:28:50.880]   it
[00:28:50.880 --> 00:28:51.070]  's
[00:28:51.070 --> 00:28:51.340]   just
[00:28:51.340 --> 00:28:51.560]   gonna
[00:28:51.560 --> 00:28:51.960]   degrade
[00:28:51.960 --> 00:28:52.360]   to
[00:28:52.360 --> 00:28:52.470]   just
[00:28:52.470 --> 00:28:52.610]   like
[00:28:52.610 --> 00:28:52.660]   a
[00:28:52.660 --> 00:28:52.850]   you
[00:28:52.850 --> 00:28:53.100]   know
[00:28:53.100 --> 00:28:53.220]   an
[00:28:53.220 --> 00:28:53.470]   open
[00:28:53.470 --> 00:28:53.650]   and
[00:28:53.650 --> 00:28:53.710]   a
[00:28:53.710 --> 00:28:54.060]   close
[00:28:54.060 --> 00:28:54.390]   rather
[00:28:54.390 --> 00:28:54.640]   than
[00:28:54.640 --> 00:28:54.700]   a
[00:28:54.700 --> 00:28:54.850]   sl
[00:28:54.850 --> 00:28:55.070]  ided
[00:28:55.070 --> 00:28:55.320]   open
[00:28:55.320 --> 00:28:55.500]   and
[00:28:55.500 --> 00:28:55.560]   c
[00:28:55.560 --> 00:28:55.870]   close
[00:28:55.870 --> 00:28:57.200]  . [SPEAKER_TURN]
[00:28:57.480 --> 00:28:57.560]  
[00:28:57.560 --> 00:28:57.720]   That
[00:28:57.720 --> 00:28:57.840]  's
[00:28:57.840 --> 00:28:58.080]   cool
[00:28:58.080 --> 00:28:58.320]   yeah
[00:28:58.320 --> 00:28:58.560]   that
[00:28:58.560 --> 00:28:58.680]  's
[00:28:58.680 --> 00:28:59.110]   exactly
[00:28:59.110 --> 00:28:59.350]   what
[00:28:59.350 --> 00:28:59.470]   we
[00:28:59.470 --> 00:28:59.710]   do
[00:28:59.710 --> 00:28:59.760]   as
[00:28:59.760 --> 00:28:59.950]   well
[00:28:59.950 --> 00:29:00.130]   and
[00:29:00.130 --> 00:29:00.250]   it
[00:29:00.250 --> 00:29:00.370]  's
[00:29:00.370 --> 00:29:00.490]   it
[00:29:00.490 --> 00:29:00.670]  's
[00:29:00.670 --> 00:29:00.850]   been
[00:29:00.850 --> 00:29:00.970]   so
[00:29:00.970 --> 00:29:01.210]   nice
[00:29:01.210 --> 00:29:01.390]   not
[00:29:01.390 --> 00:29:01.750]   having
[00:29:01.750 --> 00:29:01.880]   to
[00:29:01.880 --> 00:29:02.060]   you
[00:29:02.060 --> 00:29:02.300]   know
[00:29:02.300 --> 00:29:02.530]   have
[00:29:02.530 --> 00:29:02.880]   those
[00:29:02.880 --> 00:29:03.160]   tight
[00:29:03.160 --> 00:29:03.470]   loops
[00:29:03.470 --> 00:29:03.590]   in
[00:29:03.590 --> 00:29:03.850]   your
[00:29:03.850 --> 00:29:04.450]   JavaScript
[00:29:04.450 --> 00:29:04.680]   that
[00:29:04.680 --> 00:29:04.950]   try
[00:29:04.950 --> 00:29:04.990]   to
[00:29:04.990 --> 00:29:05.420]   animate
[00:29:05.420 --> 00:29:05.790]   things
[00:29:05.790 --> 00:29:05.970]   and
[00:29:05.970 --> 00:29:06.150]   you
[00:29:06.150 --> 00:29:06.390]   know
[00:29:06.390 --> 00:29:06.510]   if
[00:29:06.510 --> 00:29:06.940]   someone
[00:29:06.940 --> 00:29:07.070]  's
[00:29:07.070 --> 00:29:07.370]   using
[00:29:07.370 --> 00:29:07.430]   I
[00:29:07.430 --> 00:29:07.490]  _
[00:29:07.490 --> 00:29:07.550]  E
[00:29:07.550 --> 00:29:07.610]  _
[00:29:07.610 --> 00:29:07.920]   seven
[00:29:07.920 --> 00:29:08.030]   or
[00:29:08.030 --> 00:29:08.600]   something
[00:29:08.600 --> 00:29:08.780]   and
[00:29:08.780 --> 00:29:09.020]   they
[00:29:09.020 --> 00:29:09.200]   don
[00:29:09.200 --> 00:29:09.320]  't
[00:29:09.320 --> 00:29:09.500]   get
[00:29:09.500 --> 00:29:09.620]   to
[00:29:09.620 --> 00:29:09.850]   see
[00:29:09.850 --> 00:29:09.980]   the
[00:29:09.980 --> 00:29:10.220]   nice
[00:29:10.220 --> 00:29:10.590]   effect
[00:29:10.590 --> 00:29:10.830]   well
[00:29:10.830 --> 00:29:11.840]  , [SPEAKER_TURN]
[00:29:25.820 --> 00:29:25.820]  
[00:29:25.820 --> 00:29:26.070]   We
[00:29:26.070 --> 00:29:26.560]   basically
[00:29:26.560 --> 00:29:26.720]   try
[00:29:26.720 --> 00:29:26.820]   to
[00:29:26.820 --> 00:29:27.320]   troubles
[00:29:27.320 --> 00:29:27.380]  h
[00:29:27.380 --> 00:29:27.550]  oot
[00:29:27.550 --> 00:29:28.330]   anything
[00:29:28.330 --> 00:29:28.500]   someone
[00:29:28.500 --> 00:29:28.810]   sends
[00:29:28.810 --> 00:29:28.930]   us
[00:29:28.930 --> 00:29:29.310]   unless
[00:29:29.310 --> 00:29:29.430]   it
[00:29:29.430 --> 00:29:29.550]  's
[00:29:29.550 --> 00:29:30.170]   ridiculous
[00:29:30.170 --> 00:29:30.300]  ,
[00:29:30.300 --> 00:29:30.580]   like
[00:29:30.580 --> 00:29:30.610]   I
[00:29:30.610 --> 00:29:30.670]  _
[00:29:30.670 --> 00:29:30.730]  E
[00:29:30.730 --> 00:29:30.790]  _
[00:29:30.790 --> 00:29:31.100]   seven
[00:29:31.100 --> 00:29:31.220]   is
[00:29:31.220 --> 00:29:31.410]   too
[00:29:31.410 --> 00:29:31.600]   far
[00:29:31.600 --> 00:29:31.780]  .
[00:29:31.780 --> 00:29:31.840]   I
[00:29:31.840 --> 00:29:32.150]   think
[00:29:32.150 --> 00:29:32.270]   we
[00:29:32.270 --> 00:29:32.580]   fixed
[00:29:32.580 --> 00:29:33.220]   something
[00:29:33.220 --> 00:29:33.340]   for
[00:29:33.340 --> 00:29:33.400]   I
[00:29:33.400 --> 00:29:33.510]  _
[00:29:33.510 --> 00:29:33.510]  E
[00:29:33.510 --> 00:29:33.580]  _
