
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:01.030]  ced
[00:33:07.780 --> 00:33:08.140]   really
[00:33:08.140 --> 00:33:08.620]   timely
[00:33:08.620 --> 00:33:08.700]   for
[00:33:08.700 --> 00:33:08.820]   me
[00:33:08.820 --> 00:33:08.880]   '
[00:33:08.880 --> 00:33:09.310]  cause
[00:33:09.310 --> 00:33:09.410]   the
[00:33:09.410 --> 00:33:09.550]   guy
[00:33:09.550 --> 00:33:09.670]  's
[00:33:09.670 --> 00:33:10.040]   saying
[00:33:10.040 --> 00:33:10.290]   like
[00:33:10.290 --> 00:33:10.470]   you
[00:33:10.470 --> 00:33:10.760]   know
[00:33:10.760 --> 00:33:10.780]   I
[00:33:10.780 --> 00:33:11.190]   raised
[00:33:11.190 --> 00:33:11.400]   this
[00:33:11.400 --> 00:33:11.710]   money
[00:33:11.710 --> 00:33:12.210]   multiple
[00:33:12.210 --> 00:33:12.580]   rounds
[00:33:12.580 --> 00:33:12.700]   of
[00:33:12.700 --> 00:33:12.760]   a
[00:33:12.760 --> 00:33:12.820]   V
[00:33:12.820 --> 00:33:12.880]  _
[00:33:12.880 --> 00:33:12.930]  C
[00:33:12.930 --> 00:33:13.000]  _
[00:33:13.000 --> 00:33:13.630]   investment
[00:33:13.630 --> 00:33:14.290]   eventually
[00:33:14.290 --> 00:33:14.440]   got
[00:33:14.440 --> 00:33:14.620]   fired
[00:33:14.620 --> 00:33:15.050]   as
[00:33:15.050 --> 00:33:15.140]   CEO
[00:33:15.140 --> 00:33:15.230]  .
[00:33:15.230 --> 00:33:15.350]   Do
[00:33:15.350 --> 00:33:15.530]   you
[00:33:15.530 --> 00:33:15.780]   read
[00:33:15.780 --> 00:33:16.030]   that
[00:33:16.030 --> 00:33:16.210]   one
[00:33:16.210 --> 00:33:16.390]  ?
[00:33:16.390 --> 00:33:16.950]   Something
[00:33:16.950 --> 00:33:17.350]   about
[00:33:17.350 --> 00:33:17.440]   you
[00:33:17.440 --> 00:33:17.620]  're
[00:33:17.620 --> 00:33:17.790]   not
[00:33:17.790 --> 00:33:17.860]   a
[00:33:17.860 --> 00:33:18.300]   unicorn
[00:33:18.300 --> 00:33:18.420]   or
[00:33:18.420 --> 00:33:18.600]   are
[00:33:18.600 --> 00:33:18.780]   you
[00:33:18.780 --> 00:33:18.900]   is
[00:33:18.900 --> 00:33:19.150]   that
[00:33:19.150 --> 00:33:19.460]   right
[00:33:19.460 --> 00:33:20.660]  ? [SPEAKER_TURN]
[00:33:22.040 --> 00:33:22.080]  
[00:33:22.080 --> 00:33:22.390]   Okay
[00:33:22.390 --> 00:33:22.390]  .
[00:33:22.390 --> 00:33:22.540]   And
[00:33:22.540 --> 00:33:22.740]   he
[00:33:22.740 --> 00:33:22.840]  's
[00:33:22.840 --> 00:33:22.940]   like
[00:33:22.940 --> 00:33:23.130]   look
[00:33:23.130 --> 00:33:23.240]   if
[00:33:23.240 --> 00:33:23.390]   you
[00:33:23.390 --> 00:33:23.650]   raise
[00:33:23.650 --> 00:33:23.910]   money
[00:33:23.910 --> 00:33:24.060]   you
[00:33:24.060 --> 00:33:24.210]  're
[00:33:24.210 --> 00:33:24.470]   gonna
[00:33:24.470 --> 00:33:24.720]   spend
[00:33:24.720 --> 00:33:25.050]   forty
[00:33:25.050 --> 00:33:25.250]   fifty
[00:33:25.250 --> 00:33:25.650]   percent
[00:33:25.650 --> 00:33:25.710]   of
[00:33:25.710 --> 00:33:25.910]   your
[00:33:25.910 --> 00:33:26.110]   time
[00:33:26.110 --> 00:33:26.430]   raising
[00:33:26.430 --> 00:33:26.870]   money
[00:33:26.870 --> 00:33:26.880]  .
[00:33:26.880 --> 00:33:27.130]   And
[00:33:27.130 --> 00:33:27.180]   he
[00:33:27.180 --> 00:33:27.200]   I
[00:33:27.200 --> 00:33:27.440]   guess
[00:33:27.440 --> 00:33:27.540]   he
[00:33:27.540 --> 00:33:27.690]   was
[00:33:27.690 --> 00:33:28.260]   referencing
[00:33:28.260 --> 00:33:28.410]   uh
[00:33:28.410 --> 00:33:28.510]   his
[00:33:28.510 --> 00:33:28.660]   his
[00:33:28.660 --> 00:33:28.980]   friend
[00:33:28.980 --> 00:33:29.120]   who
[00:33:29.120 --> 00:33:29.220]   uh
[00:33:29.220 --> 00:33:29.330]   he
[00:33:29.330 --> 00:33:29.420]  's
[00:33:29.420 --> 00:33:29.470]   a
[00:33:29.470 --> 00:33:29.730]   close
[00:33:29.730 --> 00:33:30.040]   friend
[00:33:30.040 --> 00:33:30.180]   who
[00:33:30.180 --> 00:33:30.290]  's
[00:33:30.290 --> 00:33:30.490]   gone
[00:33:30.490 --> 00:33:30.850]   through
[00:33:30.850 --> 00:33:31.000]   the
[00:33:31.000 --> 00:33:31.210]   same
[00:33:31.210 --> 00:33:31.450]   stuff
[00:33:31.450 --> 00:33:31.610]   who
[00:33:31.610 --> 00:33:31.710]  's
[00:33:31.710 --> 00:33:31.920]   come
[00:33:31.920 --> 00:33:32.070]   who
[00:33:32.070 --> 00:33:32.470]   actually
[00:33:32.470 --> 00:33:32.560]   is
[00:33:32.560 --> 00:33:32.920]   was
[00:33:32.920 --> 00:33:32.990]   sold
[00:33:32.990 --> 00:33:33.070]   and
[00:33:33.070 --> 00:33:33.250]   the
[00:33:33.250 --> 00:33:33.380]   guy
[00:33:33.380 --> 00:33:33.470]  's
[00:33:33.470 --> 00:33:33.670]   like
[00:33:33.670 --> 00:33:33.870]   yeah
[00:33:33.870 --> 00:33:33.970]   it
[00:33:33.970 --> 00:33:34.140]  's
[00:33:34.140 --> 00:33:34.370]   about
[00:33:34.370 --> 00:33:34.660]   right
[00:33:34.660 --> 00:33:34.890]   about
[00:33:34.890 --> 00:33:35.110]   forty
[00:33:35.110 --> 00:33:35.370]   fifty
[00:33:35.370 --> 00:33:35.730]   percent
[00:33:35.730 --> 00:33:35.890]   of
[00:33:35.890 --> 00:33:36.040]   your
[00:33:36.040 --> 00:33:36.230]   time
[00:33:36.230 --> 00:33:36.440]   will
[00:33:36.440 --> 00:33:36.530]   be
[00:33:36.530 --> 00:33:36.790]   spent
[00:33:36.790 --> 00:33:37.560]   effectively
[00:33:37.560 --> 00:33:37.600]   just
[00:33:37.600 --> 00:33:37.920]   raising
[00:33:37.920 --> 00:33:37.970]   money
[00:33:37.970 --> 00:33:38.480]  .
[00:33:38.480 --> 00:33:38.510]   And
[00:33:38.510 --> 00:33:38.530]   I
[00:33:38.530 --> 00:33:38.630]  'm
[00:33:38.630 --> 00:33:38.830]   like
[00:33:38.830 --> 00:33:38.980]   I
[00:33:38.980 --> 00:33:39.040]   do
[00:33:39.040 --> 00:33:39.130]   not
[00:33:39.130 --> 00:33:39.390]   wanna
[00:33:39.390 --> 00:33:39.650]   spend
[00:33:39.650 --> 00:33:39.920]   my
[00:33:39.920 --> 00:33:39.950]   life
[00:33:39.950 --> 00:33:40.210]   doing
[00:33:40.210 --> 00:33:40.400]   that
[00:33:40.400 --> 00:33:41.210]  .
[00:33:41.210 --> 00:33:41.210]   I
[00:33:41.210 --> 00:33:41.560]   can
[00:33:41.560 --> 00:33:41.610]   do
[00:33:41.610 --> 00:33:42.130]   whatever
[00:33:42.130 --> 00:33:42.420]   that
[00:33:42.420 --> 00:33:42.490]   I
[00:33:42.490 --> 00:33:42.780]   want
[00:33:42.780 --> 00:33:42.990]   and
[00:33:42.990 --> 00:33:43.280]   that
[00:33:43.280 --> 00:33:43.350]  's
[00:33:43.350 --> 00:33:43.630]   not
[00:33:43.630 --> 00:33:43.980]   one
[00:33:43.980 --> 00:33:43.990]   of
[00:33:43.990 --> 00:33:44.330]   those
[00:33:44.330 --> 00:33:44.840]   things
[00:33:44.840 --> 00:33:44.950]   I
[00:33:44.950 --> 00:33:45.200]   wanna
[00:33:45.200 --> 00:33:45.340]   do
[00:33:45.340 --> 00:33:45.550]  .
[00:33:45.550 --> 00:33:45.740]   So
[00:33:45.740 --> 00:33:45.760]   d
[00:33:45.760 --> 00:33:46.040]   so
[00:33:46.040 --> 00:33:46.040]   so
[00:33:46.040 --> 00:33:46.290]   don
[00:33:46.290 --> 00:33:46.390]  't
[00:33:46.390 --> 00:33:46.530]   go
[00:33:46.530 --> 00:33:47.110]   down
[00:33:47.110 --> 00:33:47.110]   that
[00:33:47.110 --> 00:33:47.530]   road
[00:33:47.530 --> 00:33:48.320]  . [SPEAKER_TURN]
[00:33:48.320 --> 00:33:48.360]  
[00:33:48.360 --> 00:33:48.460]   But
[00:33:48.460 --> 00:33:48.640]   this
[00:33:48.640 --> 00:33:48.820]   also
[00:33:48.820 --> 00:33:49.050]   plays
[00:33:49.050 --> 00:33:49.090]   a
[00:33:49.090 --> 00:33:49.220]   lot
[00:33:49.220 --> 00:33:49.330]   into
[00:33:49.330 --> 00:33:49.420]   what
[00:33:49.420 --> 00:33:49.980]   some
[00:33:49.980 --> 00:33:50.000]   think
[00:33:50.000 --> 00:33:50.180]   that
[00:33:50.180 --> 00:33:50.220]   I
[00:33:50.220 --> 00:33:50.450]   wanna
[00:33:50.450 --> 00:33:50.750]   talk
[00:33:50.750 --> 00:33:50.860]   about
[00:33:50.860 --> 00:33:51.030]   but
[00:33:51.030 --> 00:33:51.140]   not
[00:33:51.140 --> 00:33:51.370]   right
[00:33:51.370 --> 00:33:51.560]   now
[00:33:51.560 --> 00:33:51.680]  .
[00:33:51.680 --> 00:33:51.730]   So
[00:33:51.730 --> 00:33:52.000]   finish
[00:33:52.000 --> 00:33:52.180]   your
[00:33:52.180 --> 00:33:52.410]   story
[00:33:52.410 --> 00:33:52.590]   but
[00:33:52.590 --> 00:33:52.730]   then
[00:33:52.730 --> 00:33:52.960]   after
[00:33:52.960 --> 00:33:53.160]   this
[00:33:53.160 --> 00:33:53.230]   we
[00:33:53.230 --> 00:33:53.360]  'll
[00:33:53.360 --> 00:33:53.450]   go
[00:33:53.450 --> 00:33:53.630]   into
[00:33:53.630 --> 00:33:53.810]   that
[00:33:53.810 --> 00:33:54.100]   topic
[00:33:54.100 --> 00:33:54.220]   that
[00:33:54.220 --> 00:33:54.260]   I
[00:33:54.260 --> 00:33:54.490]   wanna
[00:33:54.490 --> 00:33:54.670]   talk
[00:33:54.670 --> 00:33:54.900]   about
[00:33:54.900 --> 00:33:55.600]  . [SPEAKER_TURN]
[00:33:55.600 --> 00:33:55.740]   So
[00:33:55.740 --> 00:33:56.020]   it
[00:33:56.020 --> 00:33:56.300]  's
[00:33:56.300 --> 00:33:56.320]   like
[00:33:56.320 --> 00:33:56.370]   I
[00:33:56.370 --> 00:33:56.630]   don
[00:33:56.630 --> 00:33:56.720]  't
[00:33:56.720 --> 00:33:57.000]   like
[00:33:57.000 --> 00:33:57.500]   working
[00:33:57.500 --> 00:33:57.640]   on
[00:33:57.640 --> 00:33:57.820]   a
[00:33:57.820 --> 00:33:58.040]   deck
[00:33:58.040 --> 00:33:58.200]  .
[00:33:58.200 --> 00:33:58.270]   I
[00:33:58.270 --> 00:33:58.570]   don
[00:33:58.570 --> 00:33:58.620]  't
[00:33:58.620 --> 00:33:58.860]   like
[00:33:58.860 --> 00:33:59.320]   you
[00:33:59.320 --> 00:33:59.390]   know
[00:33:59.390 --> 00:33:59.920]   spending
[00:33:59.920 --> 00:34:00.030]   a
[00:34:00.030 --> 00:34:00.230]   lot
[00:34:00.230 --> 00:34:00.370]   of
[00:34:00.370 --> 00:34:00.910]   time
[00:34:00.910 --> 00:34:01.010]   going
[00:34:01.010 --> 00:34:01.270]   and
[00:34:01.270 --> 00:34:01.640]   trying
[00:34:01.640 --> 00:34:01.780]   to
[00:34:01.780 --> 00:34:01.990]   ask
[00:34:01.990 --> 00:34:02.410]   people
[00:34:02.410 --> 00:34:02.620]   for
[00:34:02.620 --> 00:34:03.020]   money
[00:34:03.020 --> 00:34:03.180]  .
[00:34:03.180 --> 00:34:03.250]   I
[00:34:03.250 --> 00:34:03.390]   th
[00:34:03.390 --> 00:34:03.520]   I
[00:34:03.520 --> 00:34:03.600]  'm
[00:34:03.600 --> 00:34:03.810]   not
[00:34:03.810 --> 00:34:04.160]   enjoy
[00:34:04.160 --> 00:34:04.440]   that
[00:34:04.440 --> 00:34:04.580]   at
[00:34:04.580 --> 00:34:04.610]   all
[00:34:04.610 --> 00:34:05.000]  .
[00:34:05.000 --> 00:34:05.070]   I
[00:34:05.070 --> 00:34:05.420]  'm
[00:34:05.420 --> 00:34:05.460]   not
[00:34:05.460 --> 00:34:05.630]   bad
[00:34:05.630 --> 00:34:05.770]   at
[00:34:05.770 --> 00:34:05.920]   it
[00:34:05.920 --> 00:34:06.120]   but
[00:34:06.120 --> 00:34:06.190]   I
[00:34:06.190 --> 00:34:06.400]   don
[00:34:06.400 --> 00:34:06.690]  't
[00:34:06.690 --> 00:34:06.890]   enjoy
[00:34:06.890 --> 00:34:07.030]   it
[00:34:07.030 --> 00:34:07.240]  .
[00:34:07.240 --> 00:34:07.590]   And
[00:34:07.590 --> 00:34:07.590]   so
[00:34:07.590 --> 00:34:07.660]   I
[00:34:07.660 --> 00:34:08.010]  'm
[00:34:08.010 --> 00:34:08.060]   not
[00:34:08.060 --> 00:34:08.220]   and
[00:34:08.220 --> 00:34:08.360]   so
[00:34:08.360 --> 00:34:08.430]   I
[00:34:08.430 --> 00:34:08.600]  'm
[00:34:08.600 --> 00:34:09.160]   like [SPEAKER_TURN]
[00:34:09.320 --> 00:34:09.320]  
[00:34:09.320 --> 00:34:09.520]   And
[00:34:09.520 --> 00:34:09.720]  .
[00:34:09.720 --> 00:34:09.860]   it
[00:34:09.860 --> 00:34:09.980]  's
[00:34:09.980 --> 00:34:10.360]   there
[00:34:10.360 --> 00:34:10.500]  's
[00:34:10.500 --> 00:34:10.590]   so
[00:34:10.590 --> 00:34:10.850]   much
[00:34:10.850 --> 00:34:11.500]   unpredict
[00:34:11.500 --> 00:34:11.950]  ability
[00:34:11.950 --> 00:34:12.150]   But
[00:34:12.150 --> 00:34:12.550]  .
[00:34:12.550 --> 00:34:12.800]   but
[00:34:12.800 --> 00:34:13.170]   something
[00:34:13.170 --> 00:34:13.470]   that
[00:34:13.470 --> 00:34:13.510]   I
[00:34:13.510 --> 00:34:13.700]  ,
[00:34:13.700 --> 00:34:14.050]   having
[00:34:14.050 --> 00:34:14.640]   recently
[00:34:14.640 --> 00:34:14.870]   gone
[00:34:14.870 --> 00:34:15.380]   through
[00:34:15.380 --> 00:34:15.480]   um
[00:34:15.480 --> 00:34:16.230]   some
[00:34:16.230 --> 00:34:16.610]   fundraising
[00:34:16.610 --> 00:34:16.850]   stuff
[00:34:16.850 --> 00:34:16.920]   myself
[00:34:16.920 --> 00:34:17.520]  ,
[00:34:17.520 --> 00:34:17.660]   what
[00:34:17.660 --> 00:34:17.730]   I
[00:34:17.730 --> 00:34:18.000]   will
[00:34:18.000 --> 00:34:18.200]   say
[00:34:18.200 --> 00:34:18.330]   is
[00:34:18.330 --> 00:34:18.460]   it
[00:34:18.460 --> 00:34:18.590]  's
[00:34:18.590 --> 00:34:18.790]   the
[00:34:18.790 --> 00:34:19.070]   main
[00:34:19.070 --> 00:34:19.470]   reason
[00:34:19.470 --> 00:34:19.670]   why
[00:34:19.670 --> 00:34:19.800]   it
[00:34:19.800 --> 00:34:20.270]   sucks
[00:34:20.270 --> 00:34:20.530]   is
[00:34:20.530 --> 00:34:20.750]   because
[00:34:20.750 --> 00:34:20.940]   it
[00:34:20.940 --> 00:34:21.230]   lifts
[00:34:21.230 --> 00:34:21.550]   you
[00:34:21.550 --> 00:34:21.550]   up
[00:34:21.550 --> 00:34:21.850]   if
[00:34:21.850 --> 00:34:21.880]   you
[00:34:21.880 --> 00:34:22.150]   feel
[00:34:22.150 --> 00:34:22.420]   like
[00:34:22.420 --> 00:34:22.620]   you
[00:34:22.620 --> 00:34:22.850]  're
[00:34:22.850 --> 00:34:23.170]   about
[00:34:23.170 --> 00:34:23.290]   to
[00:34:23.290 --> 00:34:23.490]   get
[00:34:23.490 --> 00:34:24.110]   somewhere
[00:34:24.110 --> 00:34:24.310]   and
[00:34:24.310 --> 00:34:24.440]  ,
[00:34:24.440 --> 00:34:24.790]   then
[00:34:24.790 --> 00:34:25.000]   you
[00:34:25.000 --> 00:34:25.250]   crash
[00:34:25.250 --> 00:34:25.660]   really
[00:34:25.660 --> 00:34:25.930]   hard
[00:34:25.930 --> 00:34:26.200]   when
[00:34:26.200 --> 00:34:26.420]   you
[00:34:26.420 --> 00:34:26.670]   when
[00:34:26.670 --> 00:34:26.870]   you
[00:34:26.870 --> 00:34:27.140]   lose
[00:34:27.140 --> 00:34:27.270]   it
[00:34:27.270 --> 00:34:27.470]   And
[00:34:27.470 --> 00:34:27.670]  .
[00:34:27.670 --> 00:34:27.800]   it
[00:34:27.800 --> 00:34:28.060]  's
[00:34:28.060 --> 00:34:28.060]   an
[00:34:28.060 --> 00:34:28.190]   it
[00:34:28.190 --> 00:34:28.350]  's
[00:34:28.350 --> 00:34:28.450]   an
[00:34:28.450 --> 00:34:29.070]   emotional
[00:34:29.070 --> 00:34:29.480]   roller
[00:34:29.480 --> 00:34:29.950]   coaster
[00:34:29.950 --> 00:34:30.230]   ride
[00:34:30.230 --> 00:34:30.500]   that
[00:34:30.500 --> 00:34:30.630]  's
[00:34:30.630 --> 00:34:30.900]   just
[00:34:30.900 --> 00:34:31.530]   painful
[00:34:31.530 --> 00:34:32.000]   basically
[00:34:32.000 --> 00:34:32.130]  ,
[00:34:32.130 --> 00:34:32.330]   you
[00:34:32.330 --> 00:34:32.800]   know
[00:34:32.800 --> 00:34:32.830]  .
[00:34:32.830 --> 00:34:33.000]   and
[00:34:33.000 --> 00:34:33.060]   I
[00:34:33.060 --> 00:34:33.380]   know
[00:34:33.380 --> 00:34:33.780]   people
[00:34:33.780 --> 00:34:33.950]   who
[00:34:33.950 --> 00:34:34.190]  've
[00:34:34.190 --> 00:34:34.420]   been
[00:34:34.420 --> 00:34:34.760]   doing
[00:34:34.760 --> 00:34:34.890]   it
[00:34:34.890 --> 00:34:35.090]   for
[00:34:35.090 --> 00:34:35.470]   years
[00:34:35.470 --> 00:34:35.560]  ,
[00:34:35.560 --> 00:34:35.760]   and
[00:34:35.760 --> 00:34:36.030]   they
[00:34:36.030 --> 00:34:36.240]   are
[00:34:36.240 --> 00:34:36.390]   like
[00:34:36.390 --> 00:34:36.570]   s
[00:34:36.570 --> 00:34:36.970]   like
[00:34:36.970 --> 00:34:37.080]   so
[00:34:37.080 --> 00:34:37.170]   str
[00:34:37.170 --> 00:34:37.370]  ung
[00:34:37.370 --> 00:34:37.700]   out
[00:34:37.700 --> 00:34:39.220]   of [SPEAKER_TURN]
[00:34:39.220 --> 00:34:39.220]   M
[00:34:39.220 --> 00:34:39.220]  m
[00:34:39.220 --> 00:34:39.220]  -
[00:34:39.220 --> 00:34:39.220]  h
[00:34:39.220 --> 00:34:39.230]  mm
[00:34:39.230 --> 00:34:39.300]  . [SPEAKER_TURN]
[00:34:39.300 --> 00:34:39.300]  
[00:34:39.300 --> 00:34:39.510]   like
[00:34:39.510 --> 00:34:39.730]   there
[00:34:39.730 --> 00:34:39.740]  's
[00:34:39.740 --> 00:34:39.940]   these
[00:34:39.940 --> 00:34:40.140]   highs
[00:34:40.140 --> 00:34:40.310]   and
[00:34:40.310 --> 00:34:40.460]   these
[00:34:40.460 --> 00:34:40.620]   lows
[00:34:40.620 --> 00:34:40.740]   and
[00:34:40.740 --> 00:34:40.940]   these
[00:34:40.940 --> 00:34:41.140]   highs
[00:34:41.140 --> 00:34:41.280]   and
[00:34:41.280 --> 00:34:41.480]   these
[00:34:41.480 --> 00:34:41.620]   lows
[00:34:41.620 --> 00:34:41.870]  .
[00:34:41.870 --> 00:34:42.000]   And
[00:34:42.000 --> 00:34:42.180]   it
[00:34:42.180 --> 00:34:42.250]  's
[00:34:42.250 --> 00:34:42.680]   ridiculous
[00:34:42.680 --> 00:34:43.030]   because
[00:34:43.030 --> 00:34:43.160]   the
[00:34:43.160 --> 00:34:43.400]   whole
[00:34:43.400 --> 00:34:43.640]   thing
[00:34:43.640 --> 00:34:43.760]  's
[00:34:43.760 --> 00:34:43.920]   just
[00:34:43.920 --> 00:34:44.150]   about
[00:34:44.150 --> 00:34:44.450]   asking
[00:34:44.450 --> 00:34:44.940]   permission
[00:34:44.940 --> 00:34:45.070]   of
[00:34:45.070 --> 00:34:45.380]   someone
[00:34:45.380 --> 00:34:45.570]   else
[00:34:45.570 --> 00:34:45.650]  ,
[00:34:45.650 --> 00:34:45.900]   which
[00:34:45.900 --> 00:34:46.000]   is
[00:34:46.000 --> 00:34:46.200]   so
[00:34:46.200 --> 00:34:46.290]   dumb
[00:34:46.290 --> 00:34:47.000]  . [SPEAKER_TURN]
[00:34:47.340 --> 00:34:47.420]  
[00:34:47.420 --> 00:34:47.640]   Yeah
[00:34:47.640 --> 00:34:47.860]   and
[00:34:47.860 --> 00:34:47.930]   I
[00:34:47.930 --> 00:34:48.070]  'd
[00:34:48.070 --> 00:34:48.490]   rather
[00:34:48.490 --> 00:34:48.840]   just
[00:34:48.840 --> 00:34:48.910]   I
[00:34:48.910 --> 00:34:49.480]  'd
[00:34:49.480 --> 00:34:49.570]   rather
[00:34:49.570 --> 00:34:49.760]   just
[00:34:49.760 --> 00:34:50.120]   build
[00:34:50.120 --> 00:34:50.910]   something
[00:34:50.910 --> 00:34:50.980]   up
[00:34:50.980 --> 00:34:51.340]   slowly
[00:34:51.340 --> 00:34:51.630]   over
[00:34:51.630 --> 00:34:51.760]  ,
[00:34:51.760 --> 00:34:52.030]   time
[00:34:52.030 --> 00:34:52.540]  ,
[00:34:52.540 --> 00:34:52.680]   focus
[00:34:52.680 --> 00:34:52.680]   on
[00:34:52.680 --> 00:34:52.890]   the
[00:34:52.890 --> 00:34:53.390]   product
[00:34:53.390 --> 00:34:53.530]  ,
[00:34:53.530 --> 00:34:53.690]   vo
[00:34:53.690 --> 00:34:53.710]   you
[00:34:53.710 --> 00:34:54.490]   know
[00:34:54.490 --> 00:34:54.520]   focus
[00:34:54.520 --> 00:34:54.660]  ,
[00:34:54.660 --> 00:34:54.800]   on
[00:34:54.800 --> 00:34:55.010]   the
[00:34:55.010 --> 00:34:55.580]   customer
[00:34:55.580 --> 00:34:55.730]  ,
[00:34:55.730 --> 00:34:56.050]   like
[00:34:56.050 --> 00:34:56.280]   that
[00:34:56.280 --> 00:34:56.670]   that
[00:34:56.670 --> 00:34:56.770]   all
[00:34:56.770 --> 00:34:57.270]   stuff
[00:34:57.270 --> 00:34:57.520]   it
[00:34:57.520 --> 00:34:57.630]   seems
[00:34:57.630 --> 00:34:57.840]   fun
[00:34:57.840 --> 00:34:57.990]   to
[00:34:57.990 --> 00:34:58.120]   me
[00:34:58.120 --> 00:34:58.540]  .
[00:34:58.540 --> 00:34:58.630]   So
[00:34:58.630 --> 00:34:58.690]   I
[00:34:58.690 --> 00:34:58.990]  'm
[00:34:58.990 --> 00:34:59.080]   like
[00:34:59.080 --> 00:34:59.090]   so
[00:34:59.090 --> 00:34:59.290]   that
[00:34:59.290 --> 00:34:59.450]  's
[00:34:59.450 --> 00:34:59.590]   what
[00:34:59.590 --> 00:34:59.780]   that
[00:34:59.780 --> 00:35:00.030]   just
[00:35:00.030 --> 00:35:00.260]   kinda
[00:35:00.260 --> 00:35:00.490]   after
[00:35:00.490 --> 00:35:00.840]   reading
[00:35:00.840 --> 00:35:01.040]   that
[00:35:01.040 --> 00:35:01.090]   I
[00:35:01.090 --> 00:35:01.240]   was
[00:35:01.240 --> 00:35:01.440]   like
[00:35:01.440 --> 00:35:01.660]   and
[00:35:01.660 --> 00:35:01.850]   this
[00:35:01.850 --> 00:35:01.890]   is
[00:35:01.890 --> 00:35:02.090]   this
[00:35:02.090 --> 00:35:02.190]   is
[00:35:02.190 --> 00:35:02.370]   the
[00:35:02.370 --> 00:35:02.510]   the
[00:35:02.510 --> 00:35:02.820]   tenth
[00:35:02.820 --> 00:35:02.940]   time
[00:35:02.940 --> 00:35:02.990]   I
[00:35:02.990 --> 00:35:03.140]  've
[00:35:03.140 --> 00:35:03.360]   read
[00:35:03.360 --> 00:35:03.390]   a
[00:35:03.390 --> 00:35:03.650]   blog
[00:35:03.650 --> 00:35:03.790]   post
[00:35:03.790 --> 00:35:03.990]   like
[00:35:03.990 --> 00:35:04.190]   that
[00:35:04.190 --> 00:35:04.430]  .
[00:35:04.430 --> 00:35:04.790]   You
[00:35:04.790 --> 00:35:04.860]   know
[00:35:04.860 --> 00:35:05.050]   and
[00:35:05.050 --> 00:35:05.660]   where
[00:35:05.660 --> 00:35:05.750]   people
[00:35:05.750 --> 00:35:06.000]   have
[00:35:06.000 --> 00:35:06.280]   said
[00:35:06.280 --> 00:35:06.830]   something
[00:35:06.830 --> 00:35:07.150]   along
[00:35:07.150 --> 00:35:07.470]   those
[00:35:07.470 --> 00:35:07.780]   lines
[00:35:07.780 --> 00:35:08.020]  .
[00:35:08.020 --> 00:35:08.170]   And
[00:35:08.170 --> 00:35:08.230]   I
[00:35:08.230 --> 00:35:08.350]  'm
[00:35:08.350 --> 00:35:08.600]   just
[00:35:08.600 --> 00:35:08.850]   like
[00:35:08.850 --> 00:35:09.040]   you
[00:35:09.040 --> 00:35:09.420]   know
[00:35:10.280 --> 00:35:10.360]  
[00:35:10.360 --> 00:35:10.450]   That
[00:35:10.450 --> 00:35:10.550]  's
[00:35:10.550 --> 00:35:10.770]   right
[00:35:10.770 --> 00:35:10.860]  .
[00:35:10.860 --> 00:35:10.990]   You
[00:35:10.990 --> 00:35:11.180]   know
[00:35:11.180 --> 00:35:11.480]   whether
[00:35:11.480 --> 00:35:11.540]  ,
[00:35:11.540 --> 00:35:11.710]   they
[00:35:11.710 --> 00:35:11.920]   would
[00:35:11.920 --> 00:35:12.050]   say
[00:35:12.050 --> 00:35:12.130]   it
[00:35:12.130 --> 00:35:12.210]   in
[00:35:12.210 --> 00:35:12.590]   different
[00:35:12.590 --> 00:35:12.770]   ways
[00:35:12.770 --> 00:35:12.940]   like
[00:35:12.940 --> 00:35:13.130]   well
[00:35:13.130 --> 00:35:13.190]  ,
[00:35:13.190 --> 00:35:13.320]   you
[00:35:13.320 --> 00:35:13.490]   know
[00:35:13.490 --> 00:35:13.570]  ,
[00:35:13.570 --> 00:35:13.650]   as
[00:35:13.650 --> 00:35:13.820]   soon
[00:35:13.820 --> 00:35:13.900]   as
[00:35:13.900 --> 00:35:14.080]   you
[00:35:14.080 --> 00:35:14.150]  're
[00:35:14.150 --> 00:35:14.230]   ev
[00:35:14.230 --> 00:35:14.320]  a
[00:35:14.320 --> 00:35:14.620]   based
[00:35:14.620 --> 00:35:14.690]   money
[00:35:14.690 --> 00:35:14.860]   then
[00:35:14.860 --> 00:35:15.080]   you
[00:35:15.080 --> 00:35:15.460]   immediately
