
[00:00:00.000 --> 00:00:00.880]  
[00:00:00.880 --> 00:00:02.000]   ordinary
[01:20:21.020 --> 01:20:21.090]  ie
[01:20:21.090 --> 01:20:21.160]  's
[01:20:21.160 --> 01:20:21.270]   and
[01:20:21.270 --> 01:20:21.420]   like
[01:20:21.420 --> 01:20:21.550]   why
[01:20:21.550 --> 01:20:21.680]   aren
[01:20:21.680 --> 01:20:21.750]  't
[01:20:21.750 --> 01:20:21.860]   you
[01:20:21.860 --> 01:20:22.010]   down
[01:20:22.010 --> 01:20:22.160]   here
[01:20:22.160 --> 01:20:22.570]   supporting
[01:20:22.570 --> 01:20:22.610]   me
[01:20:22.610 --> 01:20:22.760]   with
[01:20:22.760 --> 01:20:22.870]   the
[01:20:22.870 --> 01:20:23.020]   baby
[01:20:23.020 --> 01:20:23.520]  ? [SPEAKER_TURN]
[01:20:23.520 --> 01:20:23.680]   Yeah
[01:20:23.680 --> 01:20:23.720]   I
[01:20:23.720 --> 01:20:23.830]  ,
[01:20:23.830 --> 01:20:24.000]   think
[01:20:24.000 --> 01:20:24.120]   I
[01:20:24.120 --> 01:20:24.160]   so
[01:20:24.160 --> 01:20:24.180]   I
[01:20:24.180 --> 01:20:24.360]   think
[01:20:24.360 --> 01:20:24.460]   it
[01:20:24.460 --> 01:20:24.520]  's
[01:20:24.520 --> 01:20:24.670]   I
[01:20:24.670 --> 01:20:24.820]   think
[01:20:24.820 --> 01:20:24.840]   it
[01:20:24.840 --> 01:20:24.920]  's
[01:20:24.920 --> 01:20:25.120]   gonna
[01:20:25.120 --> 01:20:25.200]   be
[01:20:25.200 --> 01:20:25.360]   less
[01:20:25.360 --> 01:20:25.800]   distracting
[01:20:25.800 --> 01:20:25.880]  ,
[01:20:25.880 --> 01:20:26.000]   don
[01:20:26.000 --> 01:20:26.080]  't
[01:20:26.080 --> 01:20:26.190]   you
[01:20:26.190 --> 01:20:26.350]  ?
[01:20:26.350 --> 01:20:26.430]   Right
[01:20:26.430 --> 01:20:27.360]  . [SPEAKER_TURN]
[01:20:27.360 --> 01:20:27.500]   Yeah
[01:20:27.500 --> 01:20:27.960]  .
[01:20:27.960 --> 01:20:28.070]   Okay
[01:20:28.070 --> 01:20:28.800]  . [SPEAKER_TURN]
[01:20:28.800 --> 01:20:28.910]   Uh
[01:20:28.910 --> 01:20:29.230]   but
[01:20:29.230 --> 01:20:29.380]   you
[01:20:29.380 --> 01:20:29.450]   were
[01:20:29.450 --> 01:20:30.000]   mentioning
[01:20:30.000 --> 01:20:30.220]   that
[01:20:30.220 --> 01:20:30.380]   you
[01:20:30.380 --> 01:20:30.600]   were
[01:20:30.600 --> 01:20:31.040]   thinking
[01:20:31.040 --> 01:20:31.530]   about
[01:20:31.530 --> 01:20:31.710]   working
[01:20:31.710 --> 01:20:31.800]   at
[01:20:31.800 --> 01:20:32.020]   like
[01:20:32.020 --> 01:20:32.180]   one
[01:20:32.180 --> 01:20:32.290]   of
[01:20:32.290 --> 01:20:32.560]   these
[01:20:32.560 --> 01:20:32.670]   um
[01:20:32.670 --> 01:20:32.890]   like
[01:20:32.890 --> 01:20:33.000]   uh
[01:20:33.000 --> 01:20:33.270]   cross
[01:20:33.270 --> 01:20:33.600]   campus
[01:20:33.600 --> 01:20:33.710]  ,
[01:20:33.710 --> 01:20:33.870]   how
[01:20:33.870 --> 01:20:34.140]   would
[01:20:34.140 --> 01:20:34.300]   you
[01:20:34.300 --> 01:20:34.520]   like
[01:20:34.520 --> 01:20:34.680]   to
[01:20:34.680 --> 01:20:34.740]   do
[01:20:34.740 --> 01:20:34.960]   that
[01:20:34.960 --> 01:20:35.070]   if
[01:20:35.070 --> 01:20:35.230]   but
[01:20:35.230 --> 01:20:35.340]   it
[01:20:35.340 --> 01:20:35.450]  's
[01:20:35.450 --> 01:20:35.670]   just
[01:20:35.670 --> 01:20:35.890]   too
[01:20:35.890 --> 01:20:36.340]   expensive
[01:20:36.340 --> 01:20:37.080]  . [SPEAKER_TURN]
[01:20:37.080 --> 01:20:37.170]   It
[01:20:37.170 --> 01:20:37.270]  's
[01:20:37.270 --> 01:20:37.630]   just
[01:20:37.630 --> 01:20:37.730]   too
[01:20:37.730 --> 01:20:37.830]   much
[01:20:37.830 --> 01:20:38.030]   cash
[01:20:38.030 --> 01:20:38.640]  . [SPEAKER_TURN]
[01:20:38.640 --> 01:20:38.640]  
[01:20:38.640 --> 01:20:38.660]   A
[01:20:38.660 --> 01:20:38.800]   hundred
[01:20:38.800 --> 01:20:38.940]   dollars
[01:20:38.940 --> 01:20:38.960]   a
[01:20:38.960 --> 01:20:39.090]   month
[01:20:39.090 --> 01:20:39.160]  ? [SPEAKER_TURN]
[01:20:39.160 --> 01:20:39.270]   It
[01:20:39.270 --> 01:20:39.510]  's
[01:20:39.510 --> 01:20:39.610]   like
[01:20:39.610 --> 01:20:39.890]   three
[01:20:39.890 --> 01:20:40.190]   fifty
[01:20:40.190 --> 01:20:40.430]   for
[01:20:40.430 --> 01:20:40.670]   cross
[01:20:40.670 --> 01:20:41.060]   campus
[01:20:41.060 --> 01:20:41.190]   plus
[01:20:41.190 --> 01:20:41.350]   cut
[01:20:41.350 --> 01:20:41.760]   parking
[01:20:41.760 --> 01:20:41.870]  's
[01:20:41.870 --> 01:20:42.260]   gonna
[01:20:42.260 --> 01:20:42.360]   be
[01:20:42.360 --> 01:20:42.490]   like
[01:20:42.490 --> 01:20:42.570]   a
[01:20:42.570 --> 01:20:42.940]   hundred
[01:20:42.940 --> 01:20:43.660]  . [SPEAKER_TURN]
[01:20:43.660 --> 01:20:43.680]   So
[01:20:43.680 --> 01:20:44.210]   four
[01:20:44.210 --> 01:20:44.220]   fifty
[01:20:44.220 --> 01:20:44.260]   a
[01:20:44.260 --> 01:20:44.510]   month
[01:20:44.510 --> 01:20:44.670]   is
[01:20:44.670 --> 01:20:44.760]   two
[01:20:44.760 --> 01:20:45.110]   hundred
[01:20:45.110 --> 01:20:45.460]   dollars
[01:20:45.460 --> 01:20:46.020]  . [SPEAKER_TURN]
[01:20:46.020 --> 01:20:46.220]   Yeah
[01:20:46.220 --> 01:20:46.370]  .
[01:20:46.370 --> 01:20:46.720]   Just
[01:20:46.720 --> 01:20:46.790]   too
[01:20:46.790 --> 01:20:46.920]   much
[01:20:46.920 --> 01:20:47.540]  . [SPEAKER_TURN]
[01:20:47.540 --> 01:20:47.660]   Is
[01:20:47.660 --> 01:20:47.780]   it
[01:20:47.780 --> 01:20:48.140]  ? [SPEAKER_TURN]
[01:20:48.140 --> 01:20:48.360]   It
[01:20:48.360 --> 01:20:48.560]   is
[01:20:48.560 --> 01:20:48.670]   a
[01:20:48.670 --> 01:20:48.990]   lot
[01:20:48.990 --> 01:20:50.220]  . [SPEAKER_TURN]
[01:20:50.220 --> 01:20:50.300]   I
[01:20:50.300 --> 01:20:50.810]   think
[01:20:50.810 --> 01:20:50.840]   it
[01:20:50.840 --> 01:20:51.330]   depends
[01:20:51.330 --> 01:20:51.480]   on
[01:20:51.480 --> 01:20:51.700]   the
[01:20:51.700 --> 01:20:52.070]   gains
[01:20:52.070 --> 01:20:52.220]   to
[01:20:52.220 --> 01:20:52.590]   trade
[01:20:52.590 --> 01:20:52.840]  . [SPEAKER_TURN]
[01:20:52.840 --> 01:20:53.260]   Well
[01:20:53.260 --> 01:20:53.680]   yeah
[01:20:53.680 --> 01:20:54.840]  . [SPEAKER_TURN]
[01:20:54.840 --> 01:20:54.920]   I
[01:20:54.920 --> 01:20:55.170]   mean
[01:20:55.170 --> 01:20:55.300]   if
[01:20:55.300 --> 01:20:55.510]   you
[01:20:55.510 --> 01:20:55.630]   if
[01:20:55.630 --> 01:20:55.830]   you
[01:20:55.830 --> 01:20:56.060]   are
[01:20:56.060 --> 01:20:56.160]   if
[01:20:56.160 --> 01:20:56.430]   your
[01:20:56.430 --> 01:20:57.240]   productivity
[01:20:57.240 --> 01:20:57.360]   is
[01:20:57.360 --> 01:20:57.870]   very
[01:20:57.870 --> 01:20:57.910]   very
[01:20:57.910 --> 01:20:58.170]   low
[01:20:58.170 --> 01:20:58.220]   I
[01:20:58.220 --> 01:20:58.300]  ,
[01:20:58.300 --> 01:20:58.640]   would
[01:20:58.640 --> 01:20:58.700]   I
[01:20:58.700 --> 01:20:59.040]   would
[01:20:59.040 --> 01:20:59.230]   sit
[01:20:59.230 --> 01:20:59.390]   it
[01:20:59.390 --> 01:20:59.570]   for
[01:20:59.570 --> 01:21:00.040]   another
[01:21:00.040 --> 01:21:00.580]   month
[01:21:00.580 --> 01:21:00.580]   get
[01:21:00.580 --> 01:21:01.120]   some
[01:21:01.120 --> 01:21:01.140]   more
[01:21:01.140 --> 01:21:01.390]   data
[01:21:01.390 --> 01:21:01.590]   and
[01:21:01.590 --> 01:21:01.850]   then
[01:21:01.850 --> 01:21:02.250]   see
[01:21:02.250 --> 01:21:02.260]   see
[01:21:02.260 --> 01:21:02.540]   how
[01:21:02.540 --> 01:21:02.730]   well
[01:21:02.730 --> 01:21:02.930]   you
[01:21:02.930 --> 01:21:03.060]   do
[01:21:03.060 --> 01:21:03.260]   but
[01:21:03.260 --> 01:21:03.390]   if
[01:21:03.390 --> 01:21:03.590]   you
[01:21:03.590 --> 01:21:03.790]   can
[01:21:03.790 --> 01:21:03.920]   up
[01:21:03.920 --> 01:21:04.190]   your
[01:21:04.190 --> 01:21:05.000]   productivity
[01:21:05.000 --> 01:21:05.200]   ten
[01:21:05.200 --> 01:21:05.760]   twenty
[01:21:05.760 --> 01:21:06.880]   percent [SPEAKER_TURN]
[01:21:06.880 --> 01:21:07.120]   That
[01:21:07.120 --> 01:21:07.240]  's
[01:21:07.240 --> 01:21:07.670]   amazing
[01:21:07.670 --> 01:21:07.850]  .
[01:21:07.850 --> 01:21:08.150]   Major
[01:21:08.150 --> 01:21:08.400]   wins
[01:21:08.400 --> 01:21:08.620]  . [SPEAKER_TURN]
[01:21:08.620 --> 01:21:08.620]  
[01:21:08.620 --> 01:21:08.820]   Yeah
[01:21:08.820 --> 01:21:09.400]  . [SPEAKER_TURN]
[01:21:09.400 --> 01:21:09.660]   then
[01:21:09.660 --> 01:21:09.850]   the
[01:21:09.850 --> 01:21:10.300]   dollars
[01:21:10.300 --> 01:21:10.520]   are
[01:21:10.520 --> 01:21:10.810]   gonna
[01:21:10.810 --> 01:21:11.390]   basically
[01:21:11.390 --> 01:21:11.650]   take
[01:21:11.650 --> 01:21:11.920]   care
[01:21:11.920 --> 01:21:12.030]   of
[01:21:12.030 --> 01:21:12.430]   themselves
[01:21:12.430 --> 01:21:12.880]   you
[01:21:12.880 --> 01:21:13.270]  ,
[01:21:13.270 --> 01:21:13.290]   know
[01:21:13.290 --> 01:21:13.460]  .
[01:21:13.460 --> 01:21:13.780]   But
[01:21:13.780 --> 01:21:13.830]   to
[01:21:13.830 --> 01:21:14.040]   your
[01:21:14.040 --> 01:21:14.070]   p
[01:21:14.070 --> 01:21:14.220]   so
[01:21:14.220 --> 01:21:14.430]   I
[01:21:14.430 --> 01:21:14.660]   mean
[01:21:14.660 --> 01:21:15.000]   really
[01:21:15.000 --> 01:21:15.070]   if
[01:21:15.070 --> 01:21:15.200]   it
[01:21:15.200 --> 01:21:15.330]  's
[01:21:15.330 --> 01:21:15.460]   an
[01:21:15.460 --> 01:21:15.520]   e
[01:21:15.520 --> 01:21:15.710]  con
[01:21:15.710 --> 01:21:15.770]  a
[01:21:15.770 --> 01:21:16.220]   purely
[01:21:16.220 --> 01:21:16.680]   economic
[01:21:16.680 --> 01:21:17.200]   decision
[01:21:17.200 --> 01:21:17.380]   it
[01:21:17.380 --> 01:21:17.520]   has
[01:21:17.520 --> 01:21:17.980]   nothing
[01:21:17.980 --> 01:21:18.100]   to
[01:21:18.100 --> 01:21:18.230]   do
[01:21:18.230 --> 01:21:18.490]   with
[01:21:18.490 --> 01:21:18.960]   your
[01:21:18.960 --> 01:21:19.140]   desire
[01:21:19.140 --> 01:21:19.270]   to
[01:21:19.270 --> 01:21:19.400]   be
[01:21:19.400 --> 01:21:19.520]   at
[01:21:19.520 --> 01:21:19.790]   home
[01:21:19.790 --> 01:21:20.220]   versus
[01:21:20.220 --> 01:21:20.440]   your
[01:21:20.440 --> 01:21:20.630]   des
[01:21:20.630 --> 01:21:20.720]  i
[01:21:20.720 --> 01:21:20.880]   you
[01:21:20.880 --> 01:21:21.140]   just
[01:21:21.140 --> 01:21:21.330]   all
[01:21:21.330 --> 01:21:21.590]   like
[01:21:21.590 --> 01:21:21.910]   where
[01:21:21.910 --> 01:21:22.170]   what
[01:21:22.170 --> 01:21:22.300]  's
[01:21:22.300 --> 01:21:22.490]   the
[01:21:22.490 --> 01:21:22.750]   best
[01:21:22.750 --> 01:21:23.590]   environment
[01:21:23.590 --> 01:21:23.650]   for
[01:21:23.650 --> 01:21:23.780]   me
[01:21:23.780 --> 01:21:23.900]   to
[01:21:23.900 --> 01:21:24.230]   get
[01:21:24.230 --> 01:21:24.230]   my
[01:21:24.230 --> 01:21:24.670]   work
[01:21:24.670 --> 01:21:24.750]   done
[01:21:24.750 --> 01:21:25.010]   then
[01:21:25.010 --> 01:21:25.140]   um
[01:21:25.140 --> 01:21:25.200]   I
[01:21:25.200 --> 01:21:25.520]   would
[01:21:25.520 --> 01:21:25.780]   wait
[01:21:25.780 --> 01:21:25.970]   for
[01:21:25.970 --> 01:21:26.720]   another
[01:21:26.720 --> 01:21:26.740]   month
[01:21:26.740 --> 01:21:26.930]   see
[01:21:26.930 --> 01:21:27.120]   how
[01:21:27.120 --> 01:21:27.250]   it
[01:21:27.250 --> 01:21:27.700]   plays
[01:21:27.700 --> 01:21:27.780]   on
[01:21:27.780 --> 01:21:28.640]  . [SPEAKER_TURN]
[01:21:28.640 --> 01:21:29.010]   M
[01:21:29.010 --> 01:21:29.370]  m
[01:21:29.370 --> 01:21:29.730]  -
[01:21:29.730 --> 01:21:30.120]  h
[01:21:30.120 --> 01:21:30.820]  mm
[01:21:30.820 --> 01:21:34.920]  . [SPEAKER_TURN]
[01:21:35.420 --> 01:21:35.470]  
[01:21:35.470 --> 01:21:35.510]   Um
[01:21:35.510 --> 01:21:35.740]   there
[01:21:35.740 --> 01:21:35.820]  's
[01:21:35.820 --> 01:21:35.910]   just
[01:21:35.910 --> 01:21:36.250]   so
[01:21:36.250 --> 01:21:36.310]   much
[01:21:36.310 --> 01:21:36.800]   networking
[01:21:36.800 --> 01:21:37.040]   going
[01:21:37.040 --> 01:21:37.130]   on
[01:21:37.130 --> 01:21:37.370]   right
[01:21:37.370 --> 01:21:37.470]  ,
[01:21:37.470 --> 01:21:37.550]   So
[01:21:37.550 --> 01:21:37.680]   you
[01:21:37.680 --> 01:21:37.820]  're
[01:21:37.820 --> 01:21:38.210]   having
[01:21:38.210 --> 01:21:38.260]   fun
[01:21:38.260 --> 01:21:38.600]   talking
[01:21:38.600 --> 01:21:38.690]   to
[01:21:38.690 --> 01:21:38.980]   people
[01:21:38.980 --> 01:21:39.110]   and
[01:21:39.110 --> 01:21:39.260]   you
[01:21:39.260 --> 01:21:39.400]  're
[01:21:39.400 --> 01:21:39.540]   not
[01:21:39.540 --> 01:21:39.800]   doing
[01:21:39.800 --> 01:21:40.250]   anything
[01:21:40.250 --> 01:21:40.880]  . [SPEAKER_TURN]
[01:21:42.140 --> 01:21:42.140]  
[01:21:42.140 --> 01:21:42.250]   It
[01:21:42.250 --> 01:21:42.530]   could
[01:21:42.530 --> 01:21:42.750]   have
[01:21:42.750 --> 01:21:43.300]   economic
[01:21:43.300 --> 01:21:43.500]   value
[01:21:43.500 --> 01:21:43.670]   too
[01:21:43.670 --> 01:21:43.840]  .
[01:21:43.840 --> 01:21:43.950]   It
[01:21:43.950 --> 01:21:44.350]   depends
[01:21:44.350 --> 01:21:44.460]   on
[01:21:44.460 --> 01:21:44.710]   what
[01:21:44.710 --> 01:21:44.970]   stage
[01:21:44.970 --> 01:21:45.080]   of
[01:21:45.080 --> 01:21:45.310]   your
[01:21:45.310 --> 01:21:45.720]   career
[01:21:45.720 --> 01:21:45.820]   you
[01:21:45.820 --> 01:21:45.990]  're
[01:21:45.990 --> 01:21:46.100]   at
[01:21:46.100 --> 01:21:46.270]  .
[01:21:46.270 --> 01:21:46.320]   I
[01:21:46.320 --> 01:21:46.550]   mean
[01:21:46.550 --> 01:21:46.780]   when
[01:21:46.780 --> 01:21:46.890]   we
[01:21:46.890 --> 01:21:47.230]   looked
[01:21:47.230 --> 01:21:47.380]   at
[01:21:47.380 --> 01:21:47.450]   it
[01:21:47.450 --> 01:21:47.730]   there
[01:21:47.730 --> 01:21:47.960]   were
[01:21:47.960 --> 01:21:48.010]   a
[01:21:48.010 --> 01:21:48.180]   lot
[01:21:48.180 --> 01:21:48.320]   of
[01:21:48.320 --> 01:21:48.750]   startups
[01:21:48.750 --> 01:21:49.090]   around
[01:21:49.090 --> 01:21:49.370]   there
[01:21:49.370 --> 01:21:49.540]  ,
[01:21:49.540 --> 01:21:49.710]   were
[01:21:49.710 --> 01:21:49.760]   a
[01:21:49.760 --> 01:21:49.930]   lot
[01:21:49.930 --> 01:21:50.040]   of
[01:21:50.040 --> 01:21:50.200]   s
[01:21:50.200 --> 01:21:50.370]   young
[01:21:50.370 --> 01:21:50.900]   companies
[01:21:50.900 --> 01:21:51.060]  .
[01:21:51.060 --> 01:21:51.330]   If
[01:21:51.330 --> 01:21:51.350]   you
[01:21:51.350 --> 01:21:51.510]  're
[01:21:51.510 --> 01:21:51.560]   a
[01:21:51.560 --> 01:21:51.840]   freel
[01:21:51.840 --> 01:21:52.190]  ancer
[01:21:52.190 --> 01:21:52.290]   and
[01:21:52.290 --> 01:21:52.560]   you
[01:21:52.560 --> 01:21:52.690]   like
[01:21:52.690 --> 01:21:52.800]   to
[01:21:52.800 --> 01:21:52.960]   do
[01:21:52.960 --> 01:21:53.140]   your
[01:21:53.140 --> 01:21:53.660]   freelance
[01:21:53.660 --> 01:21:54.330]   programming
[01:21:54.330 --> 01:21:54.400]   at
[01:21:54.400 --> 01:21:54.740]   across
[01:21:54.740 --> 01:21:55.080]   campus
[01:21:55.080 --> 01:21:55.250]   and
[01:21:55.250 --> 01:21:55.420]   you
[01:21:55.420 --> 01:21:55.650]   have
[01:21:55.650 --> 01:21:56.100]   access
[01:21:56.100 --> 01:21:56.190]   to
[01:21:56.190 --> 01:21:56.440]   people
[01:21:56.440 --> 01:21:56.740]   who
[01:21:56.740 --> 01:21:56.890]   might
[01:21:56.890 --> 01:21:57.120]   hire
[01:21:57.120 --> 01:21:57.290]   you
[01:21:57.290 --> 01:21:57.450]   and
[01:21:57.450 --> 01:21:57.570]   so
[01:21:57.570 --> 01:21:57.800]   that
[01:21:57.800 --> 01:21:58.020]   may
[01:21:58.020 --> 01:21:58.080]   be
[01:21:58.080 --> 01:21:58.130]   a
[01:21:58.130 --> 01:21:58.400]   great
[01:21:58.400 --> 01:21:58.580]   way
[01:21:58.580 --> 01:21:58.710]   to
[01:21:58.710 --> 01:21:58.950]   build
[01:21:58.950 --> 01:21:59.290]   your
[01:21:59.290 --> 01:21:59.430]   book
[01:21:59.430 --> 01:21:59.530]   um
[01:21:59.530 --> 01:21:59.570]   but
[01:21:59.570 --> 01:21:59.990]   but
[01:21:59.990 --> 01:22:00.050]   if
[01:22:00.050 --> 01:22:00.220]   you
[01:22:00.220 --> 01:22:00.350]  're
[01:22:00.350 --> 01:22:00.730]   already
[01:22:00.730 --> 01:22:00.840]   on
[01:22:00.840 --> 01:22:00.890]   a
[01:22:00.890 --> 01:22:01.290]   project
[01:22:01.290 --> 01:22:01.490]   and
[01:22:01.490 --> 01:22:01.630]   you
[01:22:01.630 --> 01:22:01.800]  're
[01:22:01.800 --> 01:22:02.030]   just
[01:22:02.030 --> 01:22:02.260]   like
[01:22:02.260 --> 01:22:02.560]   heads
[01:22:02.560 --> 01:22:02.800]   down
[01:22:02.800 --> 01:22:02.940]   you
[01:22:02.940 --> 01:22:03.050]  ,
[01:22:03.050 --> 01:22:03.270]   know
[01:22:03.270 --> 01:22:03.860]   headphones
[01:22:03.860 --> 01:22:03.960]  ,
[01:22:03.960 --> 01:22:04.070]   on
[01:22:04.070 --> 01:22:04.470]   then
[01:22:04.470 --> 01:22:04.480]   you
[01:22:04.480 --> 01:22:04.640]  're
[01:22:04.640 --> 01:22:04.920]   right
[01:22:04.920 --> 01:22:05.090]   you
[01:22:05.090 --> 01:22:05.200]  ,
[01:22:05.200 --> 01:22:05.430]   know
[01:22:05.430 --> 01:22:05.540]  ,
[01:22:05.540 --> 01:22:05.870]   maybe
[01:22:05.870 --> 01:22:06.160]   bother
[01:22:06.160 --> 01:22:07.400]  . [SPEAKER_TURN]
[01:22:07.400 --> 01:22:07.870]   M
[01:22:07.870 --> 01:22:08.340]  m
[01:22:08.340 --> 01:22:08.810]  -
[01:22:08.810 --> 01:22:09.280]  h
[01:22:09.280 --> 01:22:10.260]  mm
[01:22:10.260 --> 01:22:11.640]  .
[01:22:12.420 --> 01:22:11.820]   No
[01:22:11.820 --> 01:22:12.100]  .
[01:22:12.100 --> 01:22:12.380]   The
[01:22:12.380 --> 01:22:12.710]   post
[01:22:12.710 --> 01:22:12.980]   the
[01:22:12.980 --> 01:22:13.340]   post
[01:22:13.340 --> 01:22:14.340]  . [SPEAKER_TURN]
[01:22:14.340 --> 01:22:14.510]   You
[01:22:14.510 --> 01:22:14.740]   need
[01:22:14.740 --> 01:22:14.930]   my
[01:22:14.930 --> 01:22:15.080]   quiz
[01:22:15.080 --> 01:22:15.720]  ? [SPEAKER_TURN]
[01:22:15.720 --> 01:22:15.790]   I
[01:22:15.790 --> 01:22:15.970]   don
[01:22:15.970 --> 01:22:16.090]  't
[01:22:16.090 --> 01:22:16.380]   know
[01:22:16.380 --> 01:22:17.080]  . [SPEAKER_TURN]
[01:22:17.080 --> 01:22:17.350]   Maybe
[01:22:17.350 --> 01:22:17.450]   it
[01:22:17.450 --> 01:22:17.660]   wasn
[01:22:17.660 --> 01:22:17.760]  't
[01:22:17.760 --> 01:22:17.970]   even
[01:22:17.970 --> 01:22:18.130]   how
[01:22:18.130 --> 01:22:18.180]   I
[01:22:18.180 --> 01:22:18.450]   could
[01:22:18.450 --> 01:22:18.610]   use
[01:22:18.610 --> 01:22:18.880]   maybe
[01:22:18.880 --> 01:22:18.980]   it
[01:22:18.980 --> 01:22:19.150]   was
[01:22:19.150 --> 01:22:19.460]   medium
[01:22:19.460 --> 01:22:19.560]   I
[01:22:19.560 --> 01:22:19.570]   g
[01:22:19.570 --> 01:22:19.610]   I
[01:22:19.610 --> 01:22:19.820]   get
[01:22:19.820 --> 01:22:20.080]   medium
[01:22:20.080 --> 01:22:20.360]   stuff
[01:22:20.360 --> 01:22:20.410]   I
[01:22:20.410 --> 01:22:20.620]   find
[01:22:20.620 --> 01:22:20.940]   myself
[01:22:20.940 --> 01:22:21.370]   clicking
[01:22:21.370 --> 01:22:21.750]   through
[01:22:21.750 --> 01:22:21.910]   the
[01:22:21.910 --> 01:22:22.230]   medium
[01:22:22.230 --> 01:22:22.390]   the
[01:22:22.390 --> 01:22:22.710]   medium
[01:22:22.710 --> 01:22:23.090]   emails
[01:22:23.090 --> 01:22:23.190]   and
[01:22:23.190 --> 01:22:23.570]   reading
[01:22:23.570 --> 01:22:23.720]   the
[01:22:23.720 --> 01:22:24.210]   stuff
[01:22:24.210 --> 01:22:24.260]   that
[01:22:24.260 --> 01:22:24.470]   they
[01:22:24.470 --> 01:22:24.630]   sent
[01:22:24.630 --> 01:22:24.730]   to
[01:22:24.730 --> 01:22:25.050]   me
[01:22:25.050 --> 01:22:25.150]   Anyway
[01:22:25.150 --> 01:22:25.350]  .
[01:22:25.350 --> 01:22:25.870]   basically
[01:22:25.870 --> 01:22:26.010]   this
[01:22:26.010 --> 01:22:26.070]   g
[01:22:26.070 --> 01:22:26.160]   uh
[01:22:26.160 --> 01:22:26.370]   girl
[01:22:26.370 --> 01:22:26.530]   was
[01:22:26.530 --> 01:22:26.910]   talking
[01:22:26.910 --> 01:22:27.180]   about
[01:22:27.180 --> 01:22:27.340]   the
[01:22:27.340 --> 01:22:27.550]   ugly
[01:22:27.550 --> 01:22:27.910]   secret
[01:22:27.910 --> 01:22:28.080]   that
[01:22:28.080 --> 01:22:28.240]   web
[01:22:28.240 --> 01:22:28.570]   design
[01:22:28.570 --> 01:22:28.770]   work
[01:22:28.770 --> 01:22:28.870]   is
[01:22:28.870 --> 01:22:29.090]   just
[01:22:29.090 --> 01:22:29.620]   completely
[01:22:29.620 --> 01:22:29.940]   trying
[01:22:29.940 --> 01:22:30.040]   up
[01:22:30.040 --> 01:22:30.140]  ,
[01:22:30.140 --> 01:22:30.680]   completely
[01:22:30.680 --> 01:22:31.000]   trying
[01:22:31.000 --> 01:22:31.100]   up
[01:22:31.100 --> 01:22:31.200]  ,
[01:22:31.200 --> 01:22:31.410]   yeah
[01:22:31.410 --> 01:22:32.420]  . [SPEAKER_TURN]
[01:22:32.420 --> 01:22:33.340]   They
[01:22:33.340 --> 01:22:34.030]  're
[01:22:34.030 --> 01:22:36.110]   basically
[01:22:36.110 --> 01:22:37.490]   saying
[01:22:37.490 --> 01:22:38.440]   that
[01:22:39.880 --> 01:22:38.670]   Because
[01:22:38.670 --> 01:22:39.240]   there
[01:22:39.240 --> 01:22:39.370]  's
[01:22:39.370 --> 01:22:39.830]   there
[01:22:39.830 --> 01:22:39.830]  's
[01:22:39.830 --> 01:22:39.980]   so
[01:22:39.980 --> 01:22:40.240]   many
[01:22:40.240 --> 01:22:40.560]   tools
[01:22:40.560 --> 01:22:40.760]   now
[01:22:40.760 --> 01:22:40.960]   and
[01:22:40.960 --> 01:22:41.630]   frameworks
[01:22:41.630 --> 01:22:42.050]   that
[01:22:42.050 --> 01:22:42.500]   basically
[01:22:42.500 --> 01:22:43.230]   companies
[01:22:43.230 --> 01:22:43.230]  ,
[01:22:43.230 --> 01:22:43.430]   are
[01:22:43.430 --> 01:22:43.760]   just
[01:22:43.760 --> 01:22:44.090]   moving
[01:22:44.090 --> 01:22:44.140]   people
[01:22:44.140 --> 01:22:44.700]   who
[01:22:44.700 --> 01:22:45.100]   aren
[01:22:45.100 --> 01:22:45.200]  't
[01:22:45.200 --> 01:22:45.310]   web
[01:22:45.310 --> 01:22:45.900]   designers
[01:22:45.900 --> 01:22:46.030]   to
[01:22:46.030 --> 01:22:46.300]   that
[01:22:46.300 --> 01:22:46.500]   and
[01:22:46.500 --> 01:22:46.850]  ,
[01:22:46.850 --> 01:22:46.900]   just
[01:22:46.900 --> 01:22:47.300]   saying
[01:22:47.300 --> 01:22:47.570]   look
[01:22:47.570 --> 01:22:47.910]   have
[01:22:47.910 --> 01:22:47.970]  ,
[01:22:47.970 --> 01:22:48.030]   a
[01:22:48.030 --> 01:22:48.160]   go
[01:22:48.160 --> 01:22:48.360]  .
[01:22:48.360 --> 01:22:48.490]   And
[01:22:48.490 --> 01:22:48.820]   b
[01:22:48.820 --> 01:22:48.850]   and
