
[00:00:00.480 --> 00:00:00.590]   Wow
[01:00:06.480 --> 01:00:06.540]   Jason
[01:00:06.540 --> 01:00:06.770]   who
[01:00:06.770 --> 01:00:06.920]  's
[01:00:06.920 --> 01:00:07.310]   forty
[01:00:07.310 --> 01:00:07.700]   three
[01:00:07.700 --> 01:00:08.090]   going
[01:00:08.090 --> 01:00:08.240]   up
[01:00:08.240 --> 01:00:08.860]   forty
[01:00:08.860 --> 01:00:08.940]   four
[01:00:08.940 --> 01:00:09.410]   years
[01:00:09.410 --> 01:00:09.560]   old
[01:00:09.560 --> 01:00:09.870]   five
[01:00:09.870 --> 01:00:10.180]   foot
[01:00:10.180 --> 01:00:10.410]   ten
[01:00:10.410 --> 01:00:10.640]   two
[01:00:10.640 --> 01:00:11.200]   hundred
[01:00:11.200 --> 01:00:11.490]   well
[01:00:11.490 --> 01:00:11.670]   I
[01:00:11.670 --> 01:00:11.790]   was
[01:00:11.790 --> 01:00:12.020]   two
[01:00:12.020 --> 01:00:12.560]   hundred
[01:00:12.560 --> 01:00:12.790]   and
[01:00:12.790 --> 01:00:13.100]   five
[01:00:13.100 --> 01:00:13.560]   pounds
[01:00:13.560 --> 01:00:13.710]   of
[01:00:13.710 --> 01:00:13.940]   six
[01:00:13.940 --> 01:00:14.560]   weeks
[01:00:14.560 --> 01:00:14.570]   ago
[01:00:14.570 --> 01:00:14.720]   is
[01:00:14.720 --> 01:00:15.100]   gonna
[01:00:15.100 --> 01:00:15.250]   go
[01:00:15.250 --> 01:00:15.480]   try
[01:00:15.480 --> 01:00:15.550]   a
[01:00:15.550 --> 01:00:15.860]   dunk
[01:00:15.860 --> 01:00:15.970]   a
[01:00:15.970 --> 01:00:17.020]   basketball
[01:00:17.020 --> 01:00:17.030]   like
[01:00:17.030 --> 01:00:17.090]   I
[01:00:17.090 --> 01:00:17.390]   dunno
[01:00:17.390 --> 01:00:18.540]  . [SPEAKER_TURN]
[01:00:18.540 --> 01:00:18.540]  
[01:00:18.540 --> 01:00:18.590]   a
[01:00:18.590 --> 01:00:18.910]   speech
[01:00:18.910 --> 01:00:19.200]   about
[01:00:19.200 --> 01:00:19.390]   Rudy
[01:00:19.390 --> 01:00:19.550]   how
[01:00:19.550 --> 01:00:19.760]   does
[01:00:19.760 --> 01:00:19.870]   it
[01:00:19.870 --> 01:00:19.980]   go
[01:00:19.980 --> 01:00:20.470]   something
[01:00:20.470 --> 01:00:20.680]   like
[01:00:20.680 --> 01:00:20.840]   you
[01:00:20.840 --> 01:00:21.000]   ain
[01:00:21.000 --> 01:00:21.100]  't
[01:00:21.100 --> 01:00:21.310]   five
[01:00:21.310 --> 01:00:21.620]   foot
[01:00:21.620 --> 01:00:21.900]   nothing
[01:00:21.900 --> 01:00:22.600]  . [SPEAKER_TURN]
[01:00:22.600 --> 01:00:22.690]  
[01:00:22.690 --> 01:00:22.940]   five
[01:00:22.940 --> 01:00:23.250]   foot
[01:00:23.250 --> 01:00:23.590]   yeah
[01:00:23.590 --> 01:00:24.250]   hundred
[01:00:24.250 --> 01:00:24.730]   nothing
[01:00:24.730 --> 01:00:25.070]   five
[01:00:25.070 --> 01:00:25.390]   foot
[01:00:25.390 --> 01:00:25.930]   nothing
[01:00:25.930 --> 01:00:26.160]   a
[01:00:26.160 --> 01:00:26.610]   hundred
[01:00:26.610 --> 01:00:27.180]   nothing
[01:00:27.180 --> 01:00:27.340]  ,
[01:00:27.340 --> 01:00:27.660]   you
[01:00:27.660 --> 01:00:27.910]   know
[01:00:27.910 --> 01:00:28.120]  .
[01:00:28.120 --> 01:00:28.230]   I
[01:00:28.230 --> 01:00:28.520]   mean
[01:00:28.520 --> 01:00:28.800]   it
[01:00:28.800 --> 01:00:28.890]   I
[01:00:28.890 --> 01:00:28.960]  'm
[01:00:28.960 --> 01:00:29.290]   just
[01:00:29.290 --> 01:00:29.620]   like
[01:00:29.620 --> 01:00:29.780]   it
[01:00:29.780 --> 01:00:29.930]  's
[01:00:29.930 --> 01:00:30.270]   just
[01:00:30.270 --> 01:00:30.430]   it
[01:00:30.430 --> 01:00:30.920]   really
[01:00:30.920 --> 01:00:31.080]   is
[01:00:31.080 --> 01:00:31.230]   in
[01:00:31.230 --> 01:00:31.430]   your
[01:00:31.430 --> 01:00:32.100]   mind
[01:00:32.100 --> 01:00:32.310]   about
[01:00:32.310 --> 01:00:32.640]   what
[01:00:32.640 --> 01:00:32.800]   it
[01:00:32.800 --> 01:00:33.120]   is
[01:00:33.120 --> 01:00:33.200]   you
[01:00:33.200 --> 01:00:33.440]   can
[01:00:33.440 --> 01:00:33.600]   or
[01:00:33.600 --> 01:00:33.890]   can
[01:00:33.890 --> 01:00:34.000]  't
[01:00:34.000 --> 01:00:34.590]   achieve
[01:00:34.590 --> 01:00:34.880]  .
[01:00:34.880 --> 01:00:35.050]   And
[01:00:35.050 --> 01:00:35.350]   we
[01:00:35.350 --> 01:00:35.670]   put
[01:00:35.670 --> 01:00:35.770]   all
[01:00:35.770 --> 01:00:36.200]   those
[01:00:36.200 --> 01:00:36.930]   limitations
[01:00:36.930 --> 01:00:37.030]   on
[01:00:37.030 --> 01:00:37.660]   ourselves
[01:00:37.660 --> 01:00:37.820]  ,
[01:00:37.820 --> 01:00:38.010]   and
[01:00:38.010 --> 01:00:38.080]   I
[01:00:38.080 --> 01:00:38.320]   was
[01:00:38.320 --> 01:00:38.640]   kinda
[01:00:38.640 --> 01:00:39.130]   getting
[01:00:39.130 --> 01:00:39.830]   frustrated
[01:00:39.830 --> 01:00:40.320]   sitting
[01:00:40.320 --> 01:00:40.740]   around
[01:00:40.740 --> 01:00:40.880]   at
[01:00:40.880 --> 01:00:41.300]   the
[01:00:41.300 --> 01:00:41.300]   gym
[01:00:41.300 --> 01:00:41.440]  ,
[01:00:41.440 --> 01:00:41.930]   you
[01:00:41.930 --> 01:00:42.050]   know
[01:00:42.050 --> 01:00:42.070]  ,
[01:00:42.070 --> 01:00:42.360]   with
[01:00:42.360 --> 01:00:42.630]   guys
[01:00:42.630 --> 01:00:43.170]   talking
[01:00:43.170 --> 01:00:43.470]   about
[01:00:43.470 --> 01:00:43.540]   w
[01:00:43.540 --> 01:00:43.820]   what
[01:00:43.820 --> 01:00:43.890]   I
[01:00:43.890 --> 01:00:44.180]   used
[01:00:44.180 --> 01:00:44.340]   to
[01:00:44.340 --> 01:00:44.450]   be
[01:00:44.450 --> 01:00:44.730]   able
[01:00:44.730 --> 01:00:44.870]   to
[01:00:44.870 --> 01:00:45.010]   do
[01:00:45.010 --> 01:00:45.210]  .
[01:00:45.210 --> 01:00:45.290]   I
[01:00:45.290 --> 01:00:45.560]   used
[01:00:45.560 --> 01:00:45.850]   to
[01:00:45.850 --> 01:00:45.890]   be
[01:00:45.890 --> 01:00:46.130]   fast
[01:00:46.130 --> 01:00:46.360]  .
[01:00:46.360 --> 01:00:46.410]   I
[01:00:46.410 --> 01:00:46.690]   used
[01:00:46.690 --> 01:00:46.830]   to
[01:00:46.830 --> 01:00:46.970]   be
[01:00:46.970 --> 01:00:47.250]   able
[01:00:47.250 --> 01:00:47.390]   to
[01:00:47.390 --> 01:00:47.670]   jump
[01:00:47.670 --> 01:00:47.900]  .
[01:00:47.900 --> 01:00:47.950]   I
[01:00:47.950 --> 01:00:48.230]   used
[01:00:48.230 --> 01:00:48.370]   to
[01:00:48.370 --> 01:00:48.510]   be
[01:00:48.510 --> 01:00:48.790]   able
[01:00:48.790 --> 01:00:48.930]   to
[01:00:48.930 --> 01:00:49.260]   play
[01:00:49.260 --> 01:00:49.350]   ba
[01:00:49.350 --> 01:00:49.700]   I
[01:00:49.700 --> 01:00:49.750]   used
[01:00:49.750 --> 01:00:49.840]   to
[01:00:49.840 --> 01:00:50.050]   you
[01:00:50.050 --> 01:00:50.330]   know
[01:00:50.330 --> 01:00:50.610]   what
[01:00:50.610 --> 01:00:50.730]   screw
[01:00:50.730 --> 01:00:51.100]  ,
[01:00:51.100 --> 01:00:51.380]   that
[01:00:51.380 --> 01:00:51.590]   I
[01:00:51.590 --> 01:00:51.680]  'm
[01:00:51.680 --> 01:00:51.730]  ,
[01:00:51.730 --> 01:00:52.220]   gonna
[01:00:52.220 --> 01:00:52.430]   do
[01:00:52.430 --> 01:00:52.600]   it
[01:00:52.600 --> 01:00:52.600]  
[01:00:52.600 --> 01:00:52.740]   now
[01:00:52.740 --> 01:00:52.780]   I
[01:00:52.780 --> 01:00:52.870]  'm
[01:00:52.870 --> 01:00:53.140]   gonna
[01:00:53.140 --> 01:00:53.190]   do
[01:00:53.190 --> 01:00:53.280]   it
[01:00:53.280 --> 01:00:53.540]   better
[01:00:53.540 --> 01:00:53.720]   than
[01:00:53.720 --> 01:00:53.780]   I
[01:00:53.780 --> 01:00:53.990]   ever
[01:00:53.990 --> 01:00:54.100]   k
[01:00:54.100 --> 01:00:54.130]   did
[01:00:54.130 --> 01:00:54.220]   in
[01:00:54.220 --> 01:00:54.390]   the
[01:00:54.390 --> 01:00:54.540]   past
[01:00:54.540 --> 01:00:54.720]  .
[01:00:54.720 --> 01:00:54.870]   That
[01:00:54.870 --> 01:00:54.940]  's
[01:00:54.940 --> 01:00:55.120]   what
[01:00:55.120 --> 01:00:55.160]   I
[01:00:55.160 --> 01:00:55.290]  'm
[01:00:55.290 --> 01:00:55.480]   gonna
[01:00:55.480 --> 01:00:55.650]   do
[01:00:55.650 --> 01:00:55.700]  .
[01:00:55.700 --> 01:00:55.740]   I
[01:00:55.740 --> 01:00:55.830]  'm
[01:00:55.830 --> 01:00:56.060]   gonna
[01:00:56.060 --> 01:00:56.290]   start
[01:00:56.290 --> 01:00:56.610]   talking
[01:00:56.610 --> 01:00:56.840]   about
[01:00:56.840 --> 01:00:56.920]   it
[01:00:56.920 --> 01:00:57.200]   like
[01:00:57.200 --> 01:00:57.280]   is
[01:00:57.280 --> 01:00:57.290]   is
[01:00:57.290 --> 01:00:57.380]  ,
[01:00:57.380 --> 01:00:57.520]   you
[01:00:57.520 --> 01:00:57.700]   know
[01:00:57.700 --> 01:00:57.840]  ,
[01:00:57.840 --> 01:00:58.200]   something
[01:00:58.200 --> 01:00:58.380]   that
[01:00:58.380 --> 01:00:58.420]   I
[01:00:58.420 --> 01:00:58.570]   can
[01:00:58.570 --> 01:00:58.650]  't
[01:00:58.650 --> 01:00:58.920]   attain
[01:00:58.920 --> 01:00:59.240]   anymore
[01:00:59.240 --> 01:00:59.600]  .
[01:00:59.600 --> 01:00:59.960]   Because
[01:00:59.960 --> 01:01:00.140]   I
[01:01:00.140 --> 01:01:00.160]   let
[01:01:00.160 --> 01:01:00.260]   my
[01:01:00.260 --> 01:01:00.460]   mind
[01:01:00.460 --> 01:01:00.560]   go
[01:01:00.560 --> 01:01:00.810]   there
[01:01:00.810 --> 01:01:00.910]  ,
[01:01:00.910 --> 01:01:01.270]   because
[01:01:01.270 --> 01:01:01.470]   that
[01:01:01.470 --> 01:01:01.570]  's
[01:01:01.570 --> 01:01:01.810]   what
[01:01:01.810 --> 01:01:02.180]   everyone
[01:01:02.180 --> 01:01:02.370]   else
[01:01:02.370 --> 01:01:02.790]   believes
[01:01:02.790 --> 01:01:03.270]  .
[01:01:03.270 --> 01:01:03.630]   You
[01:01:03.630 --> 01:01:03.660]   know
[01:01:03.660 --> 01:01:03.810]  ,
[01:01:03.810 --> 01:01:04.080]   you
[01:01:04.080 --> 01:01:04.460]   have
[01:01:04.460 --> 01:01:04.620]   to
[01:01:04.620 --> 01:01:04.860]   do
[01:01:04.860 --> 01:01:05.610]   something
[01:01:05.610 --> 01:01:05.970]   that
[01:01:05.970 --> 01:01:06.780]   people
[01:01:06.780 --> 01:01:06.830]   say
[01:01:06.830 --> 01:01:07.140]   that
[01:01:07.140 --> 01:01:07.370]   that
[01:01:07.370 --> 01:01:08.020]  's
[01:01:08.020 --> 01:01:08.040]   just
[01:01:08.040 --> 01:01:08.130]   g
[01:01:08.130 --> 01:01:08.220]   I
[01:01:08.220 --> 01:01:08.580]   mean
[01:01:08.580 --> 01:01:08.860]  ,
[01:01:08.860 --> 01:01:09.030]   don
[01:01:09.030 --> 01:01:09.480]  't
[01:01:09.480 --> 01:01:09.480]   let
[01:01:09.480 --> 01:01:10.290]   what
[01:01:10.290 --> 01:01:10.340]   other
[01:01:10.340 --> 01:01:10.830]   people
[01:01:10.830 --> 01:01:11.050]   or
[01:01:11.050 --> 01:01:11.370]   even
[01:01:11.370 --> 01:01:11.640]   you
[01:01:11.640 --> 01:01:12.080]   think
[01:01:12.080 --> 01:01:12.540]   is
[01:01:12.540 --> 01:01:12.600]   not
[01:01:12.600 --> 01:01:13.270]   possible
[01:01:13.270 --> 01:01:13.430]  .
[01:01:13.430 --> 01:01:13.840]   As
[01:01:13.840 --> 01:01:13.900]   Phil
[01:01:13.900 --> 01:01:14.250]   had
[01:01:14.250 --> 01:01:14.350]   this
[01:01:14.350 --> 01:01:14.500]   great
[01:01:14.500 --> 01:01:14.550]   s
[01:01:14.550 --> 01:01:14.800]   quote
[01:01:14.800 --> 01:01:15.200]   the
[01:01:15.200 --> 01:01:15.220]   other
[01:01:15.220 --> 01:01:15.360]   day
[01:01:15.360 --> 01:01:15.450]  ,
[01:01:15.450 --> 01:01:15.550]   he
[01:01:15.550 --> 01:01:15.750]   said
[01:01:15.750 --> 01:01:15.860]   to
[01:01:15.860 --> 01:01:15.950]   me
[01:01:15.950 --> 01:01:16.050]  ,
[01:01:16.050 --> 01:01:16.150]   he
[01:01:16.150 --> 01:01:16.250]  's
[01:01:16.250 --> 01:01:16.450]   like
[01:01:16.450 --> 01:01:16.550]  ,
[01:01:16.550 --> 01:01:16.700]   you
[01:01:16.700 --> 01:01:17.000]   know
[01:01:17.000 --> 01:01:17.000]  ,
[01:01:17.000 --> 01:01:17.050]   '
[01:01:17.050 --> 01:01:17.290]  cause
[01:01:17.290 --> 01:01:17.550]   we
[01:01:17.550 --> 01:01:17.640]  're
[01:01:17.640 --> 01:01:17.650]   we
[01:01:17.650 --> 01:01:17.800]  're
[01:01:17.800 --> 01:01:18.150]   talking
[01:01:18.150 --> 01:01:18.410]   about
[01:01:18.410 --> 01:01:18.600]   this
[01:01:18.600 --> 01:01:18.700]  ,
[01:01:18.700 --> 01:01:18.880]   he
[01:01:18.880 --> 01:01:18.900]  's
[01:01:18.900 --> 01:01:19.100]   like
[01:01:19.100 --> 01:01:19.250]   you
[01:01:19.250 --> 01:01:19.450]   know
[01:01:19.450 --> 01:01:19.550]  ,
[01:01:19.550 --> 01:01:19.750]   he
[01:01:19.750 --> 01:01:19.950]  's
[01:01:19.950 --> 01:01:19.980]   like
[01:01:19.980 --> 01:01:20.150]   what
[01:01:20.150 --> 01:01:20.340]   what
[01:01:20.340 --> 01:01:20.500]   you
[01:01:20.500 --> 01:01:20.700]   once
[01:01:20.700 --> 01:01:21.100]   thought
[01:01:21.100 --> 01:01:21.200]   was
[01:01:21.200 --> 01:01:21.880]   impossible
[01:01:21.880 --> 01:01:21.910]   just
[01:01:21.910 --> 01:01:22.260]   becomes
[01:01:22.260 --> 01:01:22.600]   the
[01:01:22.600 --> 01:01:22.600]  
[01:01:22.600 --> 01:01:22.800]   step
[01:01:22.800 --> 01:01:23.020]  .
[01:01:23.020 --> 01:01:23.020]   M
[01:01:23.020 --> 01:01:23.080]  m
[01:01:23.080 --> 01:01:23.270]  .
[01:01:23.270 --> 01:01:23.480]   You
[01:01:23.480 --> 01:01:23.740]   know
[01:01:23.740 --> 01:01:23.940]  ?
[01:01:23.940 --> 01:01:24.140]   And
[01:01:24.140 --> 01:01:24.600]   when
[01:01:24.600 --> 01:01:24.600]   you
[01:01:24.600 --> 01:01:24.850]   when
[01:01:24.850 --> 01:01:25.140]   you
[01:01:25.140 --> 01:01:25.190]   ha
[01:01:25.190 --> 01:01:25.390]   and
[01:01:25.390 --> 01:01:25.780]   and
[01:01:25.780 --> 01:01:25.990]   really
[01:01:25.990 --> 01:01:26.250]   what
[01:01:26.250 --> 01:01:26.850]   basically
[01:01:26.850 --> 01:01:27.110]   what
[01:01:27.110 --> 01:01:27.310]  's
[01:01:27.310 --> 01:01:27.700]   saying
[01:01:27.700 --> 01:01:27.700]   I
[01:01:27.700 --> 01:01:27.960]   mean
[01:01:27.960 --> 01:01:28.080]   if
[01:01:28.080 --> 01:01:28.300]   you
[01:01:28.300 --> 01:01:28.490]  've
[01:01:28.490 --> 01:01:28.630]   in
[01:01:28.630 --> 01:01:28.680]   a
[01:01:28.680 --> 01:01:29.010]   full
[01:01:29.010 --> 01:01:29.460]   context
[01:01:29.460 --> 01:01:29.600]   you
[01:01:29.600 --> 01:01:30.060]   say
[01:01:30.060 --> 01:01:30.170]   with
[01:01:30.170 --> 01:01:30.300]   the
[01:01:30.300 --> 01:01:30.590]   right
[01:01:30.590 --> 01:01:31.120]   training
[01:01:31.120 --> 01:01:31.390]   the
[01:01:31.390 --> 01:01:31.450]  ,
[01:01:31.450 --> 01:01:31.780]   right
[01:01:31.780 --> 01:01:32.200]   plan
[01:01:32.200 --> 01:01:32.300]  ,
[01:01:32.300 --> 01:01:32.400]   wh
[01:01:32.400 --> 01:01:32.640]   what
[01:01:32.640 --> 01:01:32.860]   what
[01:01:32.860 --> 01:01:33.020]   you
[01:01:33.020 --> 01:01:33.560]   once
[01:01:33.560 --> 01:01:33.790]   considered
[01:01:33.790 --> 01:01:34.340]   impossible
[01:01:34.340 --> 01:01:34.450]   or
[01:01:34.450 --> 01:01:34.660]   what
[01:01:34.660 --> 01:01:34.830]   was
[01:01:34.830 --> 01:01:35.050]   once
[01:01:35.050 --> 01:01:35.600]   considered
[01:01:35.600 --> 01:01:36.150]   impossible
[01:01:36.150 --> 01:01:36.370]   just
[01:01:36.370 --> 01:01:36.760]   becomes
[01:01:36.760 --> 01:01:36.940]   the
[01:01:36.940 --> 01:01:37.140]   next
[01:01:37.140 --> 01:01:37.360]   step
[01:01:37.360 --> 01:01:38.080]  . [SPEAKER_TURN]
[01:01:38.080 --> 01:01:38.200]   So
[01:01:38.200 --> 01:01:38.270]   w
[01:01:38.270 --> 01:01:38.500]   we
[01:01:38.500 --> 01:01:38.660]   have
[01:01:38.660 --> 01:01:38.790]   to
[01:01:38.790 --> 01:01:38.980]   get
[01:01:38.980 --> 01:01:39.240]   Phil
[01:01:39.240 --> 01:01:39.500]   back
[01:01:39.500 --> 01:01:39.670]   on
[01:01:39.670 --> 01:01:39.820]   the
[01:01:39.820 --> 01:01:40.080]   show
[01:01:40.080 --> 01:01:40.270]  .
[01:01:40.270 --> 01:01:40.390]   Uh
[01:01:40.390 --> 01:01:40.530]   he
[01:01:40.530 --> 01:01:40.830]   said
[01:01:40.830 --> 01:01:41.050]   that
[01:01:41.050 --> 01:01:41.110]   w
[01:01:41.110 --> 01:01:41.240]   uh
[01:01:41.240 --> 01:01:41.430]   whe
[01:01:41.430 --> 01:01:41.620]   you
[01:01:41.620 --> 01:01:41.880]   know
[01:01:41.880 --> 01:01:42.180]   when
[01:01:42.180 --> 01:01:42.270]   he
[01:01:42.270 --> 01:01:42.620]   comes
[01:01:42.620 --> 01:01:42.730]   to
[01:01:42.730 --> 01:01:42.860]   uh
[01:01:42.860 --> 01:01:42.920]   L
[01:01:42.920 --> 01:01:42.980]  _
[01:01:42.980 --> 01:01:43.040]  A
[01:01:43.040 --> 01:01:43.100]  _
[01:01:43.100 --> 01:01:43.230]   wh
[01:01:43.230 --> 01:01:43.360]   we
[01:01:43.360 --> 01:01:43.750]   should
[01:01:43.750 --> 01:01:43.880]   do
[01:01:43.880 --> 01:01:44.140]   like
[01:01:44.140 --> 01:01:44.200]   a
[01:01:44.200 --> 01:01:44.270]   a
[01:01:44.270 --> 01:01:44.320]   a
[01:01:44.320 --> 01:01:44.670]   live
[01:01:44.670 --> 01:01:45.100]   show
[01:01:45.100 --> 01:01:45.100]   with
[01:01:45.100 --> 01:01:45.230]   uh
[01:01:45.230 --> 01:01:45.290]   p
[01:01:45.290 --> 01:01:45.350]   I
[01:01:45.350 --> 01:01:45.680]   guess
[01:01:45.680 --> 01:01:45.940]   even
[01:01:45.940 --> 01:01:46.000]   a
[01:01:46.000 --> 01:01:46.190]   few
[01:01:46.190 --> 01:01:46.360]   of
[01:01:46.360 --> 01:01:46.700]   them
[01:01:46.700 --> 01:01:46.840]   with
[01:01:46.840 --> 01:01:47.030]   the
[01:01:47.030 --> 01:01:47.360]   three
[01:01:47.360 --> 01:01:47.490]   of
[01:01:47.490 --> 01:01:47.620]   us
[01:01:47.620 --> 01:01:47.740]   in
[01:01:47.740 --> 01:01:47.940]   the
[01:01:47.940 --> 01:01:48.200]   room
[01:01:48.200 --> 01:01:48.330]   so
[01:01:48.330 --> 01:01:48.460]  ,
[01:01:48.460 --> 01:01:48.720]   that
[01:01:48.720 --> 01:01:48.870]  'd
[01:01:48.870 --> 01:01:49.010]   be
[01:01:49.010 --> 01:01:49.310]   great
[01:01:49.310 --> 01:01:50.340]  . [SPEAKER_TURN]
[01:01:50.460 --> 01:01:50.580]  
[01:01:50.580 --> 01:01:50.670]   Phil
[01:01:50.670 --> 01:01:50.980]   like
[01:01:50.980 --> 01:01:51.030]  ,
[01:01:51.030 --> 01:01:51.100]   I
[01:01:51.100 --> 01:01:51.240]   said
[01:01:51.240 --> 01:01:51.340]  ,
[01:01:51.340 --> 01:01:51.500]   you
[01:01:51.500 --> 01:01:51.790]   know
[01:01:51.790 --> 01:01:51.810]  ,
[01:01:51.810 --> 01:01:51.910]   if
[01:01:51.910 --> 01:01:52.070]   you
[01:01:52.070 --> 01:01:52.250]   had
[01:01:52.250 --> 01:01:52.390]   bet
[01:01:52.390 --> 01:01:52.580]  ,
[01:01:53.660 --> 01:01:53.760]  
[01:01:53.760 --> 01:01:53.790]   if
[01:01:53.790 --> 01:01:53.980]   you
[01:01:53.980 --> 01:01:54.170]   had
[01:01:54.170 --> 01:01:54.450]   told
[01:01:54.450 --> 01:01:54.690]   Phil
[01:01:54.690 --> 01:01:54.830]   if
[01:01:54.830 --> 01:01:54.960]   if
[01:01:54.960 --> 01:01:55.410]   someone
[01:01:55.410 --> 01:01:55.540]   if
[01:01:55.540 --> 01:01:55.670]   if
[01:01:55.670 --> 01:01:55.830]   if
[01:01:55.830 --> 01:01:56.100]   Phil
[01:01:56.100 --> 01:01:56.320]   said
[01:01:56.320 --> 01:01:56.580]   look
[01:01:56.580 --> 01:01:56.710]  ,
[01:01:56.710 --> 01:01:56.780]   I
[01:01:56.780 --> 01:01:57.050]  'm
[01:01:57.050 --> 01:01:57.220]   going
[01:01:57.220 --> 01:01:57.350]   to
[01:01:57.350 --> 01:01:57.590]   get
[01:01:57.590 --> 01:01:57.800]   down
[01:01:57.800 --> 01:01:57.930]   to
[01:01:57.930 --> 01:01:58.580]   hundred
[01:01:58.580 --> 01:01:58.670]   and
[01:01:58.670 --> 01:01:58.970]   eighty
[01:01:58.970 --> 01:01:59.360]   pounds
[01:01:59.360 --> 01:01:59.500]   or
[01:01:59.500 --> 01:01:59.550]   I
[01:01:59.550 --> 01:01:59.680]  'm
[01:01:59.680 --> 01:02:00.000]   gonna
[01:02:00.000 --> 01:02:00.240]   get
[01:02:00.240 --> 01:02:00.450]   down
[01:02:00.450 --> 01:02:00.580]   to
[01:02:00.580 --> 01:02:00.770]   ten
[01:02:00.770 --> 01:02:01.290]   percent
[01:02:01.290 --> 01:02:01.490]   body
[01:02:01.490 --> 01:02:01.720]   fat
[01:02:01.720 --> 01:02:01.930]   and
[01:02:01.930 --> 01:02:02.000]   I
[01:02:02.000 --> 01:02:02.060]  'm
[01:02:02.060 --> 01:02:02.380]   gonna
[01:02:02.380 --> 01:02:03.020]   bench
[01:02:03.020 --> 01:02:03.030]   press
[01:02:03.030 --> 01:02:03.150]   to
[01:02:03.150 --> 01:02:03.670]   whatever
[01:02:03.670 --> 01:02:03.870]  .
[01:02:03.870 --> 01:02:04.050]   You
[01:02:04.050 --> 01:02:04.370]   would
[01:02:04.370 --> 01:02:04.460]   I
[01:02:04.460 --> 01:02:04.490]   w
[01:02:04.490 --> 01:02:04.550]   I
[01:02:04.550 --> 01:02:05.000]   know
[01:02:05.000 --> 01:02:05.040]   him
[01:02:05.040 --> 01:02:05.390]   better
[01:02:05.390 --> 01:02:05.830]   than
[01:02:05.830 --> 01:02:06.040]   anyone
[01:02:06.040 --> 01:02:06.300]   else
[01:02:06.300 --> 01:02:06.430]   in
[01:02:06.430 --> 01:02:06.620]   the
[01:02:06.620 --> 01:02:06.940]   world
[01:02:06.940 --> 01:02:07.460]   probably
[01:02:07.460 --> 01:02:07.650]  .
[01:02:07.650 --> 01:02:07.710]   I
[01:02:07.710 --> 01:02:07.970]   know
[01:02:07.970 --> 01:02:08.160]   him
[01:02:08.160 --> 01:02:08.290]   to
[01:02:08.290 --> 01:02:08.370]   a
[01:02:08.370 --> 01:02:08.410]   T
[01:02:08.410 --> 01:02:08.470]  _
[01:02:08.470 --> 01:02:08.530]   I
[01:02:08.530 --> 01:02:09.430]   know
[01:02:09.430 --> 01:02:09.440]   everything
[01:02:09.440 --> 01:02:09.760]   about
[01:02:09.760 --> 01:02:09.950]   his
[01:02:09.950 --> 01:02:10.670]   personality
[01:02:10.670 --> 01:02:10.800]  ,
[01:02:10.800 --> 01:02:11.060]   what
[01:02:11.060 --> 01:02:11.300]   his
[01:02:11.300 --> 01:02:11.840]   strengths
[01:02:11.840 --> 01:02:12.030]   his
[01:02:12.030 --> 01:02:12.680]   weaknesses
[01:02:12.680 --> 01:02:12.870]   are
[01:02:12.870 --> 01:02:13.060]  ,
[01:02:13.060 --> 01:02:13.260]   what
[01:02:13.260 --> 01:02:13.450]   how
[01:02:13.450 --> 01:02:13.580]   he
[01:02:13.580 --> 01:02:14.100]   rational
[01:02:14.100 --> 01:02:14.360]  izes
[01:02:14.360 --> 01:02:14.790]   things
[01:02:14.790 --> 01:02:15.420]  .
[01:02:15.420 --> 01:02:15.930]   I
[01:02:15.930 --> 01:02:16.030]   would
[01:02:16.030 --> 01:02:16.130]  a
[01:02:16.130 --> 01:02:16.430]   bet
[01:02:16.430 --> 01:02:17.460]   everything
[01:02:17.460 --> 01:02:17.510]   that
[01:02:17.510 --> 01:02:18.180]   I
[01:02:18.180 --> 01:02:18.280]   own
[01:02:18.280 --> 01:02:18.540]   that
[01:02:18.540 --> 01:02:18.900]   that
[01:02:18.900 --> 01:02:19.620]   was
[01:02:19.620 --> 01:02:19.630]   never
[01:02:19.630 --> 01:02:19.980]   ever
[01:02:19.980 --> 01:02:20.420]   gonna
[01:02:20.420 --> 01:02:21.160]   happen
[01:02:21.160 --> 01:02:21.210]   He
[01:02:21.210 --> 01:02:21.430]  .
[01:02:21.430 --> 01:02:21.700]   was
[01:02:21.700 --> 01:02:22.150]   never
[01:02:22.150 --> 01:02:22.700]   gonna
[01:02:22.700 --> 01:02:23.240]   see [SPEAKER_TURN]
[01:02:23.240 --> 01:02:23.290]   Me
[01:02:23.290 --> 01:02:23.430]   too
