
[00:00:00.000 --> 00:00:00.100]  
[00:00:00.100 --> 00:00:00.350]   The
[00:46:10.710 --> 00:46:10.940]   you
[00:46:10.940 --> 00:46:11.030]   know
[00:46:11.030 --> 00:46:11.290]  .
[00:46:11.290 --> 00:46:11.290]   So
[00:46:11.290 --> 00:46:11.330]   so
[00:46:11.330 --> 00:46:11.720]   you
[00:46:11.720 --> 00:46:11.760]   know
[00:46:11.760 --> 00:46:11.860]  ,
[00:46:11.860 --> 00:46:12.340]   something
[00:46:12.340 --> 00:46:12.480]   is
[00:46:12.480 --> 00:46:12.540]   an
[00:46:12.540 --> 00:46:13.020]   emergency
[00:46:13.020 --> 00:46:13.120]   or
[00:46:13.120 --> 00:46:13.600]   something
[00:46:13.600 --> 00:46:13.760]  .
[00:46:13.760 --> 00:46:13.970]   Yeah
[00:46:13.970 --> 00:46:15.060]  . [SPEAKER_TURN]
[00:46:15.060 --> 00:46:15.980]   Yeah
[00:46:15.980 --> 00:46:16.440]  . [SPEAKER_TURN]
[00:46:16.440 --> 00:46:17.450]   Yeah
[00:46:17.450 --> 00:46:18.200]  .
[00:46:22.140 --> 00:46:22.250]  
[00:46:22.250 --> 00:46:22.320]   You
[00:46:22.320 --> 00:46:22.560]   know
[00:46:22.560 --> 00:46:22.680]  ,
[00:46:22.680 --> 00:46:22.930]   and
[00:46:22.930 --> 00:46:23.040]   the
[00:46:23.040 --> 00:46:23.280]   fact
[00:46:23.280 --> 00:46:23.470]   and
[00:46:23.470 --> 00:46:23.690]   the
[00:46:23.690 --> 00:46:23.820]   and
[00:46:23.820 --> 00:46:24.000]   the
[00:46:24.000 --> 00:46:24.240]   fact
[00:46:24.240 --> 00:46:24.500]   that
[00:46:24.500 --> 00:46:24.750]   you
[00:46:24.750 --> 00:46:24.900]   know
[00:46:24.900 --> 00:46:25.200]   you
[00:46:25.200 --> 00:46:25.200]  ,
[00:46:25.200 --> 00:46:25.230]   can
[00:46:25.230 --> 00:46:25.930]   never
[00:46:25.930 --> 00:46:26.050]   really
[00:46:26.050 --> 00:46:26.310]   tell
[00:46:26.310 --> 00:46:26.720]   whether
[00:46:26.720 --> 00:46:27.090]   people
[00:46:27.090 --> 00:46:27.310]   are
[00:46:27.310 --> 00:46:27.880]   recording
[00:46:27.880 --> 00:46:27.940]   or
[00:46:27.940 --> 00:46:28.120]   not
[00:46:28.120 --> 00:46:28.300]   and
[00:46:28.300 --> 00:46:28.640]   they
[00:46:28.640 --> 00:46:28.840]   could
[00:46:28.840 --> 00:46:29.020]   and
[00:46:29.020 --> 00:46:29.140]   it
[00:46:29.140 --> 00:46:29.250]  's
[00:46:29.250 --> 00:46:29.560]   just
[00:46:29.560 --> 00:46:29.600]   I
[00:46:29.600 --> 00:46:29.620]   I
[00:46:29.620 --> 00:46:29.800]   don
[00:46:29.800 --> 00:46:29.910]  't
[00:46:29.910 --> 00:46:30.220]   know
[00:46:30.220 --> 00:46:30.220]   I
[00:46:30.220 --> 00:46:30.400]  .
[00:46:30.400 --> 00:46:30.480]   I
[00:46:30.480 --> 00:46:30.700]   have
[00:46:30.700 --> 00:46:30.760]   a
[00:46:30.760 --> 00:46:31.190]   feeling
[00:46:31.190 --> 00:46:31.250]   I
[00:46:31.250 --> 00:46:31.550]   think
[00:46:31.550 --> 00:46:31.670]   he
[00:46:31.670 --> 00:46:31.790]   he
[00:46:31.790 --> 00:46:32.090]   Jason
[00:46:32.090 --> 00:46:32.270]   Cal
[00:46:32.270 --> 00:46:32.390]  ak
[00:46:32.390 --> 00:46:32.690]  ant
[00:46:32.690 --> 00:46:32.730]  as
[00:46:32.730 --> 00:46:32.930]   has
[00:46:32.930 --> 00:46:32.930]   a
[00:46:32.930 --> 00:46:33.340]   point
[00:46:33.340 --> 00:46:33.470]   that
[00:46:33.470 --> 00:46:33.760]   that
[00:46:33.760 --> 00:46:34.000]   that
[00:46:34.000 --> 00:46:34.070]  's
[00:46:34.070 --> 00:46:34.370]   gonna
[00:46:34.370 --> 00:46:34.490]   be
[00:46:34.490 --> 00:46:34.540]   a
[00:46:34.540 --> 00:46:35.290]   real
[00:46:35.290 --> 00:46:35.340]   stumbling
[00:46:35.340 --> 00:46:35.640]   block
[00:46:35.640 --> 00:46:35.820]   for
[00:46:35.820 --> 00:46:35.940]   it
[00:46:35.940 --> 00:46:36.060]   to
[00:46:36.060 --> 00:46:36.200]   be
[00:46:36.200 --> 00:46:36.670]   socially
[00:46:36.670 --> 00:46:37.160]   accepted
[00:46:37.160 --> 00:46:37.700]  .
[00:46:37.700 --> 00:46:37.740]   So
[00:46:37.740 --> 00:46:38.090]   I
[00:46:38.090 --> 00:46:38.600]   don
[00:46:38.600 --> 00:46:38.900]  't
[00:46:38.900 --> 00:46:39.270]   know
[00:46:39.270 --> 00:46:40.760]  . [SPEAKER_TURN]
[00:46:40.760 --> 00:46:43.780]   Yeah
[00:46:43.780 --> 00:46:46.000]  .
[00:46:46.000 --> 00:46:46.810]   Okay
[00:46:46.810 --> 00:46:47.620]   well
[00:46:47.620 --> 00:46:48.040]   uh
[00:46:48.040 --> 00:46:48.230]   c
[00:46:48.230 --> 00:46:48.430]   c
[00:46:48.430 --> 00:46:49.330]   does
[00:46:49.330 --> 00:46:50.050]   this
[00:46:50.050 --> 00:46:51.020]   need
[00:46:51.020 --> 00:46:51.280]   to
[00:46:51.280 --> 00:46:51.680]   be
[00:46:51.680 --> 00:46:51.940]   a
[00:46:51.940 --> 00:46:52.120]   d [SPEAKER_TURN]
[00:46:52.280 --> 00:46:52.320]   Well
[00:46:52.320 --> 00:46:52.570]   maybe
[00:46:52.570 --> 00:46:52.740]   not
[00:46:52.740 --> 00:46:52.870]   you
[00:46:52.870 --> 00:46:53.230]   because
[00:46:53.230 --> 00:46:53.380]   you
[00:46:53.380 --> 00:46:53.530]   and
[00:46:53.530 --> 00:46:53.580]   I
[00:46:53.580 --> 00:46:53.890]   record
[00:46:53.890 --> 00:46:54.400]   everything
[00:46:54.400 --> 00:46:54.710]   anyway
[00:46:54.710 --> 00:46:54.910]   that
[00:46:54.910 --> 00:46:55.000]   we
[00:46:55.000 --> 00:46:55.060]   t
[00:46:55.060 --> 00:46:55.720]   practically
[00:46:55.720 --> 00:46:55.720]   we
[00:46:55.720 --> 00:46:55.870]   got
[00:46:55.870 --> 00:46:56.520]  . [SPEAKER_TURN]
[00:46:56.520 --> 00:46:56.660]   You
[00:46:56.660 --> 00:46:56.970]   probably
[00:46:56.970 --> 00:46:57.130]   were
[00:46:57.130 --> 00:46:57.370]   really
[00:46:57.370 --> 00:46:57.570]   happy
[00:46:57.570 --> 00:46:57.650]   if
[00:46:57.650 --> 00:46:57.720]   I
[00:46:57.720 --> 00:46:57.810]   did
[00:46:57.810 --> 00:46:57.890]   it
[00:46:57.890 --> 00:46:58.380]  . [SPEAKER_TURN]
[00:46:58.380 --> 00:46:58.420]   Then
[00:46:58.420 --> 00:46:58.920]   we
[00:46:58.920 --> 00:46:59.570]  'd
[00:46:59.570 --> 00:46:59.700]   never
[00:46:59.700 --> 00:46:59.940]   lose
[00:46:59.940 --> 00:47:00.210]   any
[00:47:00.210 --> 00:47:00.580]   this
[00:47:00.580 --> 00:47:01.220]   content
[00:47:01.220 --> 00:47:01.490]  .
[00:47:01.490 --> 00:47:01.950]   Right
[00:47:01.950 --> 00:47:02.220]  .
[00:47:02.220 --> 00:47:02.730]   You
[00:47:02.730 --> 00:47:02.950]   could
[00:47:02.950 --> 00:47:03.530]   cut
[00:47:03.530 --> 00:47:03.620]   that
[00:47:03.620 --> 00:47:03.870]   put
[00:47:03.870 --> 00:47:04.050]  ,
[00:47:04.050 --> 00:47:04.410]   that
[00:47:04.410 --> 00:47:04.590]   on
[00:47:04.590 --> 00:47:04.860]   the
[00:47:04.860 --> 00:47:05.350]   show
[00:47:05.350 --> 00:47:05.570]  .
[00:47:05.570 --> 00:47:05.870]   That
[00:47:05.870 --> 00:47:06.190]   was
[00:47:06.190 --> 00:47:06.230]   a
[00:47:06.230 --> 00:47:06.670]   great
[00:47:06.670 --> 00:47:07.240]   debate
[00:47:07.240 --> 00:47:07.650]  .
[00:47:07.650 --> 00:47:07.880]   Yeah
[00:47:07.880 --> 00:47:08.230]  .
[00:47:08.230 --> 00:47:08.330]   So
[00:47:08.330 --> 00:47:09.420]   um [SPEAKER_TURN]
[00:47:09.420 --> 00:47:09.800]   That
[00:47:09.800 --> 00:47:10.080]   was
[00:47:10.080 --> 00:47:10.230]   your
[00:47:10.230 --> 00:47:10.730]   one
[00:47:10.730 --> 00:47:11.380]   link
[00:47:11.380 --> 00:47:12.200]  . [SPEAKER_TURN]
[00:47:12.200 --> 00:47:12.380]   That
[00:47:12.380 --> 00:47:12.560]  's
[00:47:12.560 --> 00:47:12.590]   my
[00:47:12.590 --> 00:47:12.690]   one
[00:47:12.690 --> 00:47:12.870]   link
[00:47:12.870 --> 00:47:13.000]  .
[00:47:13.000 --> 00:47:13.130]   But
[00:47:13.130 --> 00:47:13.170]   I
[00:47:13.170 --> 00:47:13.220]   I
[00:47:13.220 --> 00:47:13.480]   mean
[00:47:13.480 --> 00:47:13.530]   we
[00:47:13.530 --> 00:47:13.610]   got
[00:47:13.610 --> 00:47:13.700]   at
[00:47:13.700 --> 00:47:13.920]   least
[00:47:13.920 --> 00:47:14.100]   five
[00:47:14.100 --> 00:47:14.420]   minutes
[00:47:14.420 --> 00:47:14.560]   out
[00:47:14.560 --> 00:47:14.640]   of
[00:47:14.640 --> 00:47:14.750]   it
[00:47:14.750 --> 00:47:15.320]  . [SPEAKER_TURN]
[00:47:17.580 --> 00:47:17.580]  
[00:47:17.580 --> 00:47:17.810]   Good
[00:47:17.810 --> 00:47:17.980]  .
[00:47:17.980 --> 00:47:18.090]   So
[00:47:18.090 --> 00:47:18.200]   um
[00:47:18.200 --> 00:47:18.410]   well
[00:47:18.410 --> 00:47:18.600]   the
[00:47:18.600 --> 00:47:18.660]   w
[00:47:18.660 --> 00:47:18.860]   w
[00:47:18.860 --> 00:47:18.890]   you
[00:47:18.890 --> 00:47:19.120]   know
[00:47:19.120 --> 00:47:19.290]   one
[00:47:19.290 --> 00:47:19.550]   of
[00:47:19.550 --> 00:47:19.570]   the
[00:47:19.570 --> 00:47:19.980]   reasons
[00:47:19.980 --> 00:47:20.040]   I
[00:47:20.040 --> 00:47:20.500]   asked
[00:47:20.500 --> 00:47:20.610]   are
[00:47:20.610 --> 00:47:20.670]   the
[00:47:20.670 --> 00:47:20.900]   main
[00:47:20.900 --> 00:47:21.250]   reason
[00:47:21.250 --> 00:47:21.310]   I
[00:47:21.310 --> 00:47:21.600]   asked
[00:47:21.600 --> 00:47:21.710]   to
[00:47:21.710 --> 00:47:21.880]   do
[00:47:21.880 --> 00:47:21.990]   our
[00:47:21.990 --> 00:47:22.400]   podcast
[00:47:22.400 --> 00:47:22.460]   a
[00:47:22.460 --> 00:47:22.810]   little
[00:47:22.810 --> 00:47:23.280]   earlier
[00:47:23.280 --> 00:47:23.510]   today
[00:47:23.510 --> 00:47:23.680]  .
[00:47:23.680 --> 00:47:23.900]   We
[00:47:23.900 --> 00:47:23.920]   we
[00:47:23.920 --> 00:47:24.430]   initially
[00:47:24.430 --> 00:47:24.660]   were
[00:47:24.660 --> 00:47:24.950]   gonna
[00:47:24.950 --> 00:47:25.060]   do
[00:47:25.060 --> 00:47:25.240]   the
[00:47:25.240 --> 00:47:25.520]   three
[00:47:25.520 --> 00:47:25.750]   and
[00:47:25.750 --> 00:47:26.020]   I
[00:47:26.020 --> 00:47:26.040]   asked
[00:47:26.040 --> 00:47:26.230]   you
[00:47:26.230 --> 00:47:26.330]   to
[00:47:26.330 --> 00:47:26.430]   do
[00:47:26.430 --> 00:47:26.780]   back
[00:47:26.780 --> 00:47:26.950]   leave
[00:47:26.950 --> 00:47:27.060]   it
[00:47:27.060 --> 00:47:27.290]   back
[00:47:27.290 --> 00:47:27.400]   an
[00:47:27.400 --> 00:47:27.630]   hour
[00:47:27.630 --> 00:47:27.800]   and
[00:47:27.800 --> 00:47:27.970]   the
[00:47:27.970 --> 00:47:28.300]   reason
[00:47:28.300 --> 00:47:28.530]   is
[00:47:28.530 --> 00:47:28.550]   so
[00:47:28.550 --> 00:47:28.770]   Kobe
[00:47:28.770 --> 00:47:28.940]   and
[00:47:28.940 --> 00:47:29.000]   I
[00:47:29.000 --> 00:47:29.170]   are
[00:47:29.170 --> 00:47:29.460]   gonna
[00:47:29.460 --> 00:47:29.570]   go
[00:47:29.570 --> 00:47:29.730]   see
[00:47:29.730 --> 00:47:29.850]   um
[00:47:29.850 --> 00:47:30.130]   Man
[00:47:30.130 --> 00:47:30.400]   of
[00:47:30.400 --> 00:47:30.420]   Steel
[00:47:30.420 --> 00:47:30.590]  .
[00:47:30.590 --> 00:47:30.820]   Have
[00:47:30.820 --> 00:47:30.980]   you
[00:47:30.980 --> 00:47:32.240]   seen [SPEAKER_TURN]
[00:47:32.240 --> 00:47:32.540]   Yeah
[00:47:32.540 --> 00:47:32.540]  .
[00:47:32.540 --> 00:47:32.580]   No
[00:47:32.580 --> 00:47:32.810]   this
[00:47:32.810 --> 00:47:33.050]   is
[00:47:33.050 --> 00:47:33.070]   the
[00:47:33.070 --> 00:47:33.190]   new
[00:47:33.190 --> 00:47:33.560]   Superman
[00:47:33.560 --> 00:47:33.650]  ,
[00:47:33.650 --> 00:47:33.880]   right
[00:47:33.880 --> 00:47:34.440]  ? [SPEAKER_TURN]
[00:47:34.940 --> 00:47:35.020]  
[00:47:35.020 --> 00:47:35.220]   Yeah
[00:47:35.220 --> 00:47:35.480]   yeah
[00:47:35.480 --> 00:47:35.830]  .
[00:47:35.830 --> 00:47:35.850]   So
[00:47:35.850 --> 00:47:35.920]   I
[00:47:35.920 --> 00:47:35.990]   I
[00:47:35.990 --> 00:47:36.060]   I
[00:47:36.060 --> 00:47:36.130]   I
[00:47:36.130 --> 00:47:36.330]   see
[00:47:36.330 --> 00:47:36.830]   the
[00:47:36.830 --> 00:47:37.040]   reviews
[00:47:37.040 --> 00:47:37.250]   and
[00:47:37.250 --> 00:47:37.530]   they
[00:47:37.530 --> 00:47:37.810]   seem
[00:47:37.810 --> 00:47:38.090]   like
[00:47:38.090 --> 00:47:38.370]   they
[00:47:38.370 --> 00:47:38.650]   were
[00:47:38.650 --> 00:47:38.810]   it
[00:47:38.810 --> 00:47:39.030]   got
[00:47:39.030 --> 00:47:39.280]   okay
[00:47:39.280 --> 00:47:39.770]   reviews
[00:47:39.770 --> 00:47:39.900]   uh
[00:47:39.900 --> 00:47:40.160]   and
[00:47:40.160 --> 00:47:40.400]   uh
[00:47:40.400 --> 00:47:40.410]   at
[00:47:40.410 --> 00:47:40.750]   least
[00:47:40.750 --> 00:47:40.980]   at
[00:47:40.980 --> 00:47:41.240]   least
[00:47:41.240 --> 00:47:41.450]   the
[00:47:41.450 --> 00:47:41.930]   critics
[00:47:41.930 --> 00:47:42.010]   I
[00:47:42.010 --> 00:47:42.360]   think
[00:47:42.360 --> 00:47:42.640]   when
[00:47:42.640 --> 00:47:42.780]   it
[00:47:42.780 --> 00:47:43.150]   first
[00:47:43.150 --> 00:47:43.450]   came
[00:47:43.450 --> 00:47:43.620]   out
[00:47:43.620 --> 00:47:44.000]   that
[00:47:44.000 --> 00:47:44.110]   was
[00:47:44.110 --> 00:47:44.390]   sort
[00:47:44.390 --> 00:47:44.530]   of
[00:47:44.530 --> 00:47:44.950]   the
[00:47:44.950 --> 00:47:45.380]   the
[00:47:45.380 --> 00:47:45.620]   consensus
[00:47:45.620 --> 00:47:45.830]  .
[00:47:45.830 --> 00:47:46.060]   But
[00:47:46.060 --> 00:47:46.080]   I
[00:47:46.080 --> 00:47:46.500]   talked
[00:47:46.500 --> 00:47:46.640]   to
[00:47:46.640 --> 00:47:46.780]   um
[00:47:46.780 --> 00:47:46.920]   my
[00:47:46.920 --> 00:47:47.270]   buddy
[00:47:47.270 --> 00:47:47.410]   uh
[00:47:47.410 --> 00:47:47.900]   Garrett
[00:47:47.900 --> 00:47:48.040]   uh
[00:47:48.040 --> 00:47:48.180]   he
[00:47:48.180 --> 00:47:48.320]  's
[00:47:48.320 --> 00:47:48.460]   he
[00:47:48.460 --> 00:47:48.600]  's
[00:47:48.600 --> 00:47:48.870]   the
[00:47:48.870 --> 00:47:49.020]   one
[00:47:49.020 --> 00:47:49.230]   who
[00:47:49.230 --> 00:47:49.510]   uh
[00:47:49.510 --> 00:47:49.600]   he
[00:47:49.600 --> 00:47:49.650]  's
[00:47:49.650 --> 00:47:50.070]   played
[00:47:50.070 --> 00:47:50.210]   En
[00:47:50.210 --> 00:47:50.490]  sign
[00:47:50.490 --> 00:47:50.700]   Kim
[00:47:50.700 --> 00:47:50.830]   on
[00:47:50.830 --> 00:47:50.990]   uh
[00:47:50.990 --> 00:47:51.260]   Star
[00:47:51.260 --> 00:47:51.540]   Trek
[00:47:51.540 --> 00:47:52.030]   Voyager
[00:47:52.030 --> 00:47:52.230]  .
[00:47:52.230 --> 00:47:52.310]   I
[00:47:52.310 --> 00:47:52.730]   talked
[00:47:52.730 --> 00:47:53.080]   about
[00:47:53.080 --> 00:47:53.290]   him
[00:47:53.290 --> 00:47:54.440]  . [SPEAKER_TURN]
[00:47:54.440 --> 00:47:54.560]  
[00:47:54.560 --> 00:47:54.560]   So
[00:47:54.560 --> 00:47:54.740]   I
[00:47:54.740 --> 00:47:54.800]   ta
[00:47:54.800 --> 00:47:54.850]   I
[00:47:54.850 --> 00:47:54.920]   we
[00:47:54.920 --> 00:47:55.170]   were
[00:47:55.170 --> 00:47:55.610]   talking
[00:47:55.610 --> 00:47:55.800]   the
[00:47:55.800 --> 00:47:56.110]   other
[00:47:56.110 --> 00:47:56.300]   day
[00:47:56.300 --> 00:47:56.490]   and
[00:47:56.490 --> 00:47:56.600]   he
[00:47:56.600 --> 00:47:56.980]  's
[00:47:56.980 --> 00:47:57.010]   like
[00:47:57.010 --> 00:47:57.100]   he
[00:47:57.100 --> 00:47:57.220]  's
[00:47:57.220 --> 00:47:57.470]   like
[00:47:57.470 --> 00:47:57.720]   yeah
[00:47:57.720 --> 00:47:57.830]  ,
[00:47:57.830 --> 00:47:57.960]   he
[00:47:57.960 --> 00:47:58.120]  's
[00:47:58.120 --> 00:47:58.340]   like
[00:47:58.340 --> 00:47:58.580]   have
[00:47:58.580 --> 00:47:58.770]   you
[00:47:58.770 --> 00:47:59.020]   seen
[00:47:59.020 --> 00:47:59.210]   and
[00:47:59.210 --> 00:47:59.330]   he
[00:47:59.330 --> 00:47:59.450]  's
[00:47:59.450 --> 00:47:59.700]   like
[00:47:59.700 --> 00:47:59.970]   you
[00:47:59.970 --> 00:48:00.080]   got
[00:48:00.080 --> 00:48:00.140]   a
[00:48:00.140 --> 00:48:00.250]   C
[00:48:00.250 --> 00:48:00.260]  _
[00:48:00.260 --> 00:48:00.320]  B
[00:48:00.320 --> 00:48:00.410]  _
[00:48:00.410 --> 00:48:00.440]  A
[00:48:00.440 --> 00:48:00.500]  _
[00:48:00.500 --> 00:48:00.810]   steel
[00:48:00.810 --> 00:48:00.930]   it
[00:48:00.930 --> 00:48:01.050]  's
[00:48:01.050 --> 00:48:01.530]   awesome
[00:48:01.530 --> 00:48:01.730]   He
[00:48:01.730 --> 00:48:01.750]  's
[00:48:01.750 --> 00:48:01.920]  .
[00:48:01.920 --> 00:48:02.220]   like
[00:48:02.220 --> 00:48:02.290]   he
[00:48:02.290 --> 00:48:02.600]  's
[00:48:02.600 --> 00:48:02.660]   like
[00:48:02.660 --> 00:48:02.780]   it
[00:48:02.780 --> 00:48:03.130]   makes
[00:48:03.130 --> 00:48:03.340]   Star
[00:48:03.340 --> 00:48:03.590]   Trek
[00:48:03.590 --> 00:48:03.840]   look
[00:48:03.840 --> 00:48:04.030]   old
[00:48:04.030 --> 00:48:04.060]  -
[00:48:04.060 --> 00:48:04.680]  fashioned
[00:48:04.680 --> 00:48:04.910]   like
[00:48:04.910 --> 00:48:05.100]   the
[00:48:05.100 --> 00:48:05.290]   the
[00:48:05.290 --> 00:48:05.410]   si
[00:48:05.410 --> 00:48:05.520]  -
[00:48:05.520 --> 00:48:05.590]  fi
[00:48:05.590 --> 00:48:05.890]   the
[00:48:05.890 --> 00:48:06.040]   tech
[00:48:06.040 --> 00:48:06.280]   they
[00:48:06.280 --> 00:48:06.530]   have
[00:48:06.530 --> 00:48:06.650]   in
[00:48:06.650 --> 00:48:06.770]   it
[00:48:06.770 --> 00:48:06.960]  .
[00:48:06.960 --> 00:48:07.080]   He
[00:48:07.080 --> 00:48:07.200]  's
[00:48:07.200 --> 00:48:07.450]   like
[00:48:07.450 --> 00:48:07.700]   yeah
[00:48:07.700 --> 00:48:07.820]  ,
[00:48:07.820 --> 00:48:08.010]   you
[00:48:08.010 --> 00:48:08.200]   see
[00:48:08.200 --> 00:48:08.320]  ,
[00:48:08.320 --> 00:48:08.440]   th
[00:48:08.440 --> 00:48:08.820]   really
[00:48:08.820 --> 00:48:09.320]   should
[00:48:09.320 --> 00:48:09.370]   be
[00:48:09.370 --> 00:48:09.570]   cons
[00:48:09.570 --> 00:48:09.690]  id
[00:48:09.690 --> 00:48:09.800]   he
[00:48:09.800 --> 00:48:09.990]  's
[00:48:09.990 --> 00:48:10.230]   like
[00:48:10.230 --> 00:48:10.430]   this
[00:48:10.430 --> 00:48:10.930]   Superman
[00:48:10.930 --> 00:48:11.100]   is
[00:48:11.100 --> 00:48:11.320]   like
[00:48:11.320 --> 00:48:11.360]   a
[00:48:11.360 --> 00:48:11.550]   sci
[00:48:11.550 --> 00:48:11.610]  -
[00:48:11.610 --> 00:48:11.730]  fi
[00:48:11.730 --> 00:48:11.980]   like
[00:48:11.980 --> 00:48:12.420]   because
[00:48:12.420 --> 00:48:12.550]   so
[00:48:12.550 --> 00:48:12.790]   much
[00:48:12.790 --> 00:48:12.910]   of
[00:48:12.910 --> 00:48:13.190]   the
[00:48:13.190 --> 00:48:13.220]   uh
[00:48:13.220 --> 00:48:13.850]   technology
[00:48:13.850 --> 00:48:14.080]   and
[00:48:14.080 --> 00:48:14.100]   K
[00:48:14.100 --> 00:48:14.290]  rip
[00:48:14.290 --> 00:48:14.470]  con
[00:48:14.470 --> 00:48:14.700]   and
[00:48:14.700 --> 00:48:14.980]   stuff
[00:48:14.980 --> 00:48:15.060]   w
[00:48:15.060 --> 00:48:15.230]   was
[00:48:15.230 --> 00:48:15.480]   just
[00:48:15.480 --> 00:48:15.780]   super
[00:48:15.780 --> 00:48:16.290]   advanced
[00:48:16.290 --> 00:48:16.480]   and
[00:48:16.480 --> 00:48:16.600]   he
[00:48:16.600 --> 00:48:16.720]  's
[00:48:16.720 --> 00:48:17.840]   i [SPEAKER_TURN]
[00:48:17.840 --> 00:48:21.180]   It
[00:48:21.180 --> 00:48:24.420]  's
[00:48:24.420 --> 00:48:24.480]  
[00:48:24.480 --> 00:48:24.580]   like
[00:48:24.580 --> 00:48:24.700]   you
[00:48:24.700 --> 00:48:24.820]  're
[00:48:24.820 --> 00:48:25.100]   talking
[00:48:25.100 --> 00:48:25.300]   about
[00:48:25.300 --> 00:48:25.500]   Star
[00:48:25.500 --> 00:48:25.620]   Trek
[00:48:25.620 --> 00:48:25.790]  .
[00:48:25.790 --> 00:48:25.820]   I
[00:48:25.820 --> 00:48:26.060]   mean
[00:48:26.060 --> 00:48:26.160]   it
[00:48:26.160 --> 00:48:26.320]  's
[00:48:26.320 --> 00:48:26.480]   you
[00:48:26.480 --> 00:48:26.720]   know
[00:48:26.720 --> 00:48:26.840]   he
[00:48:26.840 --> 00:48:26.900]   l
[00:48:26.900 --> 00:48:26.960]   I
[00:48:26.960 --> 00:48:27.200]   mean
[00:48:27.200 --> 00:48:27.380]   not
[00:48:27.380 --> 00:48:27.620]   only
[00:48:27.620 --> 00:48:27.870]   does
[00:48:27.870 --> 00:48:27.980]   he
[00:48:27.980 --> 00:48:28.160]   got
[00:48:28.160 --> 00:48:28.340]   one
[00:48:28.340 --> 00:48:28.460]   of
[00:48:28.460 --> 00:48:28.740]   the
[00:48:28.740 --> 00:48:28.910]   Star
[00:48:28.910 --> 00:48:29.120]   Trek
[00:48:29.120 --> 00:48:29.440]   shows
[00:48:29.440 --> 00:48:29.600]   but
[00:48:29.600 --> 00:48:29.720]   he
[00:48:29.720 --> 00:48:30.030]   loves
[00:48:30.030 --> 00:48:30.260]   sci
[00:48:30.260 --> 00:48:30.270]  -
[00:48:30.270 --> 00:48:30.380]  fi
[00:48:30.380 --> 00:48:30.560]   and
[00:48:30.560 --> 00:48:30.620]   a
[00:48:30.620 --> 00:48:30.980]   little
[00:48:30.980 --> 00:48:31.220]   Star
[00:48:31.220 --> 00:48:31.460]   Trek
[00:48:31.460 --> 00:48:31.640]   and
[00:48:31.640 --> 00:48:31.930]   but
[00:48:31.930 --> 00:48:31.940]   he
[00:48:31.940 --> 00:48:32.060]  's
[00:48:32.060 --> 00:48:32.340]   like
[00:48:32.340 --> 00:48:32.540]   yeah
[00:48:32.540 --> 00:48:32.660]  ,
[00:48:32.660 --> 00:48:32.900]   even
[00:48:32.900 --> 00:48:33.140]   come
[00:48:33.140 --> 00:48:33.260]   to
[00:48:33.260 --> 00:48:33.410]   me
[00:48:33.410 --> 00:48:33.560]   and
[00:48:33.560 --> 00:48:33.680]   be
[00:48:33.680 --> 00:48:34.030]   like
[00:48:34.030 --> 00:48:34.220]   trust
[00:48:34.220 --> 00:48:34.340]   me
[00:48:34.340 --> 00:48:34.520]   you
[00:48:34.520 --> 00:48:34.630]  ,
[00:48:34.630 --> 00:48:35.030]   know
[00:48:35.030 --> 00:48:35.100]  .
[00:48:35.100 --> 00:48:35.180]   Go
[00:48:35.180 --> 00:48:35.360]   see
[00:48:35.360 --> 00:48:35.540]   Man
[00:48:35.540 --> 00:48:35.660]   of
[00:48:35.660 --> 00:48:35.960]   Steel
[00:48:35.960 --> 00:48:36.170]   was
[00:48:36.170 --> 00:48:36.380]   cool
[00:48:36.380 --> 00:48:36.680]  .
[00:48:36.680 --> 00:48:37.360]   Um [SPEAKER_TURN]
[00:48:45.840 --> 00:48:45.840]  
[00:48:45.840 --> 00:48:46.000]   M
[00:48:46.000 --> 00:48:46.160]  m
[00:48:46.160 --> 00:48:46.330]  -
[00:48:46.330 --> 00:48:46.350]  h
[00:48:46.350 --> 00:48:46.950]  mm
[00:48:46.950 --> 00:48:49.740]  . [SPEAKER_TURN]
[00:48:49.740 --> 00:48:49.880]   Yeah
[00:48:49.880 --> 00:48:50.260]  . [SPEAKER_TURN]
[00:48:50.460 --> 00:48:50.630]  
[00:48:50.630 --> 00:48:50.710]   But
[00:48:50.710 --> 00:48:50.910]   every
[00:48:50.910 --> 00:48:50.960]   I
[00:48:50.960 --> 00:48:51.010]   I
[00:48:51.010 --> 00:48:51.390]   always
[00:48:51.390 --> 00:48:51.570]   used
[00:48:51.570 --> 00:48:51.680]   to
[00:48:51.680 --> 00:48:51.850]   say
[00:48:51.850 --> 00:48:52.070]   like
[00:48:52.070 --> 00:48:52.350]   every
